Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C88,EWR,2024-03-02T08:15:00+00:00,2024-03-02T08:30:00+00:00,15.0,Air Canada,AC8938
landed,YUL,C80,EWR,2024-03-02T13:05:00+00:00,2024-03-02T13:30:00+00:00,25.0,Air Canada,AC8940
landed,YUL,C88,EWR,2024-03-02T15:05:00+00:00,2024-03-02T15:29:00+00:00,25.0,Air Canada,AC8942
scheduled,YUL,C85,EWR,2024-03-02T20:00:00+00:00,,53.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-03-02T20:00:00+00:00,2024-03-02T20:53:00+00:00,53.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-03-02T20:00:00+00:00,,36.0,Jazz,QK946
landed,YUL,C82,EWR,2024-03-02T07:00:00+00:00,2024-03-02T07:31:00+00:00,31.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-03-02T11:08:00+00:00,2024-03-02T11:39:00+00:00,32.0,United Airlines,UA3680
landed,YUL,A52,FDF,2024-03-02T08:15:00+00:00,2024-03-02T08:49:00+00:00,34.0,Air Canada,AC954
landed,YUL,A63,FDF,2024-03-02T07:00:00+00:00,2024-03-02T07:22:00+00:00,22.0,Air Transat,TS738
landed,YUL,C56,FLL,2024-03-02T08:55:00+00:00,2024-03-02T09:27:00+00:00,32.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-03-02T13:10:00+00:00,2024-03-02T13:40:00+00:00,30.0,Air Canada,AC1004
scheduled,YUL,C77,FLL,2024-03-02T14:55:00+00:00,2024-03-02T17:22:00+00:00,147.0,Flair Airlines,F81100
landed,YUL,C75,FLL,2024-03-02T07:40:00+00:00,2024-03-02T08:08:00+00:00,28.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-03-02T16:20:00+00:00,2024-03-02T16:26:00+00:00,7.0,Air Canada Rouge,RV1606
scheduled,YUL,C83,FLL,2024-03-02T18:35:00+00:00,2024-03-02T20:08:00+00:00,93.0,Air Canada Rouge,RV1608
landed,YUL,C56,FLL,2024-03-02T06:30:00+00:00,2024-03-02T07:41:00+00:00,71.0,Air Transat,TS2844
scheduled,YUL,C82,FLL,2024-03-02T16:25:00+00:00,2024-03-02T18:15:00+00:00,110.0,Air Transat,TS2846
landed,YUL,A59,FPO,2024-03-02T06:50:00+00:00,2024-03-02T07:29:00+00:00,39.0,Sunwing,WG710
landed,YUL,A61,FRA,2024-03-02T18:05:00+00:00,2024-03-02T18:25:00+00:00,20.0,Air Canada,AC844
active,YUL,A62,FSP,2024-03-02T15:00:00+00:00,2024-03-02T15:30:00+00:00,31.0,Air Saint Pierre,PJ1124
active,YUL,,FXE,2024-03-02T09:00:00+00:00,2024-03-02T09:24:00+00:00,24.0,Flightpath Charter Airways,
active,YUL,,FXE,2024-03-02T09:00:00+00:00,,,empty,
landed,YUL,A59,GRU,2024-03-02T21:25:00+00:00,2024-03-02T21:59:00+00:00,35.0,Air Canada,AC96
landed,YUL,A66,GVA,2024-03-02T20:25:00+00:00,2024-03-02T21:22:00+00:00,57.0,Air Canada,AC884
landed,YUL,A64,HOG,2024-03-02T07:10:00+00:00,2024-03-02T07:43:00+00:00,33.0,Air Transat,TS356
landed,YUL,A65,HOG,2024-03-02T16:50:00+00:00,2024-03-02T17:09:00+00:00,20.0,Sunwing,WG646
landed,YUL,C74,IAD,2024-03-02T13:05:00+00:00,2024-03-02T13:31:00+00:00,27.0,Air Canada,AC8723
landed,YUL,C82,IAD,2024-03-02T09:15:00+00:00,2024-03-02T09:33:00+00:00,19.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-03-02T18:30:00+00:00,2024-03-02T18:45:00+00:00,16.0,United Airlines,UA3574
landed,YUL,C75,IAH,2024-03-02T09:50:00+00:00,2024-03-02T10:03:00+00:00,13.0,Air Canada,AC581
landed,YUL,,ILM,2024-03-02T08:00:00+00:00,2024-03-02T08:24:00+00:00,25.0,Airsprint,
landed,YUL,,ITH,2024-03-02T19:45:00+00:00,2024-03-02T20:01:00+00:00,17.0,Airsprint,
scheduled,YUL,,JFK,2024-03-02T18:55:00+00:00,,116.0,empty,
