Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A66,ALG,2024-03-19T16:10:00+00:00,2024-03-19T16:29:00+00:00,19.0,Air Algerie,AH2701
landed,YUL,C84,ATL,2024-03-19T13:34:00+00:00,2024-03-19T13:52:00+00:00,18.0,Delta Air Lines,DL1317
landed,YUL,C86,ATL,2024-03-19T07:00:00+00:00,2024-03-19T07:29:00+00:00,29.0,Delta Air Lines,DL1526
landed,YUL,C86,ATL,2024-03-19T18:45:00+00:00,2024-03-19T19:00:00+00:00,15.0,Delta Air Lines,DL2176
active,YUL,A65,AZS,2024-03-19T07:15:00+00:00,2024-03-19T07:38:00+00:00,24.0,Air Transat,TS972
landed,YUL,A51,BOG,2024-03-19T22:45:00+00:00,2024-03-19T23:23:00+00:00,39.0,Air Canada,AC98
landed,YUL,C76,BOS,2024-03-19T08:15:00+00:00,2024-03-19T08:52:00+00:00,38.0,Air Canada,AC748
landed,YUL,C77,BOS,2024-03-19T16:45:00+00:00,2024-03-19T16:51:00+00:00,7.0,Air Canada,AC752
landed,YUL,C83,BOS,2024-03-19T13:10:00+00:00,2024-03-19T13:16:00+00:00,7.0,Air Canada,AC8606
landed,YUL,A59,BRU,2024-03-19T19:50:00+00:00,2024-03-19T20:03:00+00:00,14.0,Air Canada,AC832
scheduled,YUL,,BUF,2024-03-19T20:00:00+00:00,,,Global Air Charters,
active,YUL,A64,CCC,2024-03-19T16:20:00+00:00,2024-03-19T16:40:00+00:00,20.0,Air Transat,TS856
landed,YUL,A59,CCC,2024-03-19T06:00:00+00:00,2024-03-19T06:27:00+00:00,27.0,Sunwing,WG6204
landed,YUL,A52,CDG,2024-03-19T22:25:00+00:00,2024-03-19T22:53:00+00:00,29.0,Air Canada,AC870
landed,YUL,A61,CDG,2024-03-19T19:10:00+00:00,2024-03-19T19:26:00+00:00,16.0,Air Canada,AC874
landed,YUL,57,CDG,2024-03-19T18:00:00+00:00,2024-03-19T18:25:00+00:00,26.0,Air France,AF345
landed,YUL,55,CDG,2024-03-19T20:05:00+00:00,2024-03-19T20:32:00+00:00,28.0,Air France,AF347
landed,YUL,A57,CDG,2024-03-19T20:20:00+00:00,2024-03-19T20:19:00+00:00,,Air Transat,TS110
landed,YUL,C79,CLT,2024-03-19T14:20:00+00:00,2024-03-19T15:20:00+00:00,61.0,American Airlines,AA5029
landed,YUL,C85,CLT,2024-03-19T07:15:00+00:00,2024-03-19T07:33:00+00:00,18.0,American Airlines,AA5037
scheduled,YUL,,CMH,2024-03-19T07:20:00+00:00,,,empty,
landed,YUL,,CMH,2024-03-19T07:20:00+00:00,2024-03-19T07:21:00+00:00,2.0,Flightpath Charter Airways,
landed,YUL,A56,CMN,2024-03-19T19:45:00+00:00,2024-03-19T20:01:00+00:00,16.0,Air Canada,AC72
landed,YUL,A64,CMN,2024-03-19T21:35:00+00:00,2024-03-19T21:54:00+00:00,20.0,Royal Air Maroc,AT209
landed,YUL,A57,CUN,2024-03-19T08:10:00+00:00,2024-03-19T08:28:00+00:00,19.0,Air Canada,AC926
active,YUL,A17,CUN,2024-03-19T13:00:00+00:00,,505.0,Flair Airlines,F82100
landed,YUL,A67,CUN,2024-03-19T17:15:00+00:00,2024-03-19T18:15:00+00:00,60.0,Air Canada Rouge,RV1884
landed,YUL,A63,CUN,2024-03-19T07:20:00+00:00,2024-03-19T08:00:00+00:00,40.0,Air Transat,TS538
landed,YUL,A63,CUN,2024-03-19T14:25:00+00:00,2024-03-19T14:54:00+00:00,29.0,Air Transat,TS938
landed,YUL,A59,CUN,2024-03-19T09:30:00+00:00,2024-03-19T10:09:00+00:00,39.0,Sunwing,WG5219
landed,YUL,A61,CUN,2024-03-19T07:00:00+00:00,2024-03-19T07:43:00+00:00,43.0,Sunwing,WG5237
scheduled,YUL,,DCA,2024-03-19T13:45:00+00:00,,19.0,empty,
active,YUL,,DCA,2024-03-19T13:45:00+00:00,,19.0,Air Canada,AC823
landed,YUL,C83,DCA,2024-03-19T08:30:00+00:00,2024-03-19T09:06:00+00:00,37.0,Air Canada,AC8821
landed,YUL,C85,DCA,2024-03-19T13:45:00+00:00,2024-03-19T14:04:00+00:00,20.0,Air Canada,AC8823
landed,YUL,C84,DCA,2024-03-19T19:50:00+00:00,2024-03-19T20:21:00+00:00,31.0,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-19T13:45:00+00:00,,21.0,Jazz,QK823
landed,YUL,A51,DEL,2024-03-19T20:45:00+00:00,2024-03-19T20:47:00+00:00,2.0,Air Canada,AC50
landed,YUL,C77,DEN,2024-03-19T08:05:00+00:00,2024-03-19T08:30:00+00:00,26.0,Air Canada,AC1073
landed,YUL,C75,DFW,2024-03-19T18:40:00+00:00,2024-03-19T18:51:00+00:00,12.0,Air Canada,AC1071
landed,YUL,A63,DOH,2024-03-19T21:50:00+00:00,2024-03-19T22:33:00+00:00,43.0,Qatar Airways,QR764
landed,YUL,C86,DTW,2024-03-19T17:10:00+00:00,2024-03-19T17:24:00+00:00,14.0,Delta Air Lines,DL4906
landed,YUL,C88,DTW,2024-03-19T07:10:00+00:00,2024-03-19T07:40:00+00:00,30.0,Delta Air Lines,DL4933
landed,YUL,C87,DTW,2024-03-19T13:06:00+00:00,2024-03-19T13:14:00+00:00,9.0,Delta Air Lines,DL5139
