Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C84,DTW,2024-04-15T13:02:00+00:00,2024-04-15T13:17:00+00:00,16.0,Delta Air Lines,DL3661
landed,YUL,C87,DTW,2024-04-15T17:17:00+00:00,2024-04-15T17:39:00+00:00,23.0,Delta Air Lines,DL4906
landed,YUL,C88,DTW,2024-04-15T07:10:00+00:00,2024-04-15T07:23:00+00:00,13.0,Delta Air Lines,DL4933
active,YUL,,DXB,2024-04-15T14:00:00+00:00,,15.0,Emirates,EK
landed,YUL,A63,DXB,2024-04-15T10:20:00+00:00,2024-04-15T10:44:00+00:00,24.0,Emirates,EK244
landed,YUL,C84,EWR,2024-04-15T08:15:00+00:00,2024-04-15T08:38:00+00:00,24.0,Air Canada,AC8938
landed,YUL,C83,EWR,2024-04-15T13:10:00+00:00,2024-04-15T13:46:00+00:00,36.0,Air Canada,AC8940
landed,YUL,C77,EWR,2024-04-15T15:10:00+00:00,2024-04-15T15:21:00+00:00,12.0,Air Canada,AC8942
landed,YUL,C84,EWR,2024-04-15T20:00:00+00:00,2024-04-15T20:09:00+00:00,9.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-04-15T20:01:00+00:00,,8.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-04-15T20:01:00+00:00,,20.0,Jazz,QK946
landed,YUL,C80,EWR,2024-04-15T06:00:00+00:00,2024-04-15T06:19:00+00:00,19.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-04-15T18:30:00+00:00,2024-04-15T18:47:00+00:00,17.0,United Airlines,UA3626
landed,YUL,C80,EWR,2024-04-15T11:00:00+00:00,2024-04-15T11:12:00+00:00,12.0,United Airlines,UA3680
landed,YUL,A68,FCO,2024-04-15T20:25:00+00:00,2024-04-15T20:40:00+00:00,16.0,Air Transat,TS402
landed,YUL,A51,FDF,2024-04-15T09:00:00+00:00,2024-04-15T09:02:00+00:00,2.0,Air Canada,AC954
landed,YUL,C56,FLL,2024-04-15T08:55:00+00:00,2024-04-15T09:35:00+00:00,40.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-04-15T14:10:00+00:00,2024-04-15T14:23:00+00:00,13.0,Air Canada,AC1004
landed,YUL,C83,FLL,2024-04-15T11:10:00+00:00,2024-04-15T11:16:00+00:00,6.0,Flair Airlines,F81100
scheduled,YUL,,FLL,2024-04-15T06:20:00+00:00,,,Starlink Aviation,Q4324
landed,YUL,C75,FLL,2024-04-15T07:45:00+00:00,2024-04-15T07:52:00+00:00,8.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-04-15T16:20:00+00:00,2024-04-15T16:40:00+00:00,20.0,Air Canada Rouge,RV1606
landed,YUL,C56,FLL,2024-04-15T06:30:00+00:00,2024-04-15T06:38:00+00:00,9.0,Air Transat,TS844
landed,YUL,C85,FLL,2024-04-15T16:25:00+00:00,2024-04-15T16:43:00+00:00,18.0,Air Transat,TS846
landed,YUL,A63,FRA,2024-04-15T18:45:00+00:00,2024-04-15T19:00:00+00:00,16.0,Air Canada,AC844
landed,YUL,A61,FRA,2024-04-15T18:00:00+00:00,2024-04-15T18:21:00+00:00,22.0,Lufthansa,LH479
landed,YUL,,GUA,2024-04-15T21:00:00+00:00,2024-04-15T21:06:00+00:00,6.0,Sunwing,WG9864
active,YUL,A64,HOG,2024-04-15T07:00:00+00:00,2024-04-15T07:54:00+00:00,54.0,Sunwing,WG6146
scheduled,YUL,,HPN,2024-04-15T14:57:00+00:00,,6.0,NetJets Aviation,1I
landed,YUL,,HYA,2024-04-15T11:10:00+00:00,2024-04-15T11:11:00+00:00,1.0,Vista America,
landed,YUL,C83,IAD,2024-04-15T18:35:00+00:00,2024-04-15T19:09:00+00:00,34.0,Air Canada,AC8725
landed,YUL,,IAD,2024-04-15T12:30:00+00:00,2024-04-15T12:57:00+00:00,27.0,Flexjet,LXJ596
landed,YUL,C80,IAD,2024-04-15T13:57:00+00:00,2024-04-15T14:16:00+00:00,20.0,United Airlines,UA3414
landed,YUL,C80,IAD,2024-04-15T09:30:00+00:00,2024-04-15T09:40:00+00:00,11.0,United Airlines,UA3590
landed,YUL,C77,IAH,2024-04-15T09:50:00+00:00,2024-04-15T10:12:00+00:00,23.0,Air Canada,AC581
landed,YUL,C76,JFK,2024-04-15T19:30:00+00:00,2024-04-15T19:53:00+00:00,23.0,Air Canada,AC8898
landed,YUL,C87,JFK,2024-04-15T18:35:00+00:00,2024-04-15T19:03:00+00:00,29.0,Delta Air Lines,DL5151
landed,YUL,C86,JFK,2024-04-15T12:01:00+00:00,2024-04-15T12:15:00+00:00,14.0,Delta Air Lines,DL5398
landed,YUL,C85,LAS,2024-04-15T19:55:00+00:00,2024-04-15T20:10:00+00:00,15.0,Air Canada,AC1275
unknown,YUL,,LAS,2024-04-15T08:10:00+00:00,,,Delta Air Lines,DL612
landed,YUL,C77,LAS,2024-04-15T08:15:00+00:00,2024-04-15T08:26:00+00:00,12.0,Air Canada Rouge,RV1707
landed,YUL,C76,LAX,2024-04-15T18:00:00+00:00,2024-04-15T18:40:00+00:00,40.0,Air Canada,AC781
