Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A61,ALG,2024-03-26T16:10:00+00:00,2024-03-26T16:27:00+00:00,17.0,Air Algerie,AH2701
active,YUL,,ATL,2024-03-26T05:35:00+00:00,,,empty,
landed,YUL,,ATL,2024-03-26T05:35:00+00:00,2024-03-26T05:34:00+00:00,,Luxwing,BN
landed,YUL,C86,ATL,2024-03-26T13:34:00+00:00,2024-03-26T13:36:00+00:00,2.0,Delta Air Lines,DL1317
landed,YUL,C85,ATL,2024-03-26T07:00:00+00:00,2024-03-26T07:35:00+00:00,36.0,Delta Air Lines,DL1526
landed,YUL,C86,ATL,2024-03-26T18:45:00+00:00,2024-03-26T18:50:00+00:00,6.0,Delta Air Lines,DL2176
active,YUL,A66,AZS,2024-03-26T07:15:00+00:00,2024-03-26T07:42:00+00:00,28.0,Air Transat,TS972
landed,YUL,,BDA,2024-03-26T07:01:00+00:00,2024-03-26T06:55:00+00:00,10.0,Airsprint,
landed,YUL,A55,BOG,2024-03-26T22:45:00+00:00,2024-03-26T22:44:00+00:00,10.0,Air Canada,AC98
landed,YUL,C76,BOS,2024-03-26T08:15:00+00:00,2024-03-26T08:23:00+00:00,9.0,Air Canada,AC748
landed,YUL,C83,BOS,2024-03-26T16:45:00+00:00,2024-03-26T16:51:00+00:00,7.0,Air Canada,AC752
landed,YUL,C77,BOS,2024-03-26T13:10:00+00:00,2024-03-26T14:04:00+00:00,54.0,Air Canada,AC8606
landed,YUL,A67,BRU,2024-03-26T19:50:00+00:00,2024-03-26T20:08:00+00:00,19.0,Air Canada,AC832
active,YUL,,BTV,2024-03-26T16:00:00+00:00,2024-03-26T15:54:00+00:00,,Private owner,
active,YUL,,BTV,2024-03-26T13:30:00+00:00,2024-03-26T14:02:00+00:00,33.0,Bombardier,
active,YUL,,BTV,2024-03-26T14:42:00+00:00,,6.0,NetJets Aviation,1I
active,YUL,A68,CCC,2024-03-26T13:25:00+00:00,2024-03-26T13:55:00+00:00,30.0,Air Transat,TS852
active,YUL,A55,CCC,2024-03-26T06:00:00+00:00,2024-03-26T06:30:00+00:00,30.0,Sunwing,WG6204
landed,YUL,A52,CDG,2024-03-26T22:25:00+00:00,2024-03-26T22:27:00+00:00,2.0,Air Canada,AC870
landed,YUL,A60,CDG,2024-03-26T19:10:00+00:00,2024-03-26T19:18:00+00:00,8.0,Air Canada,AC874
landed,YUL,A57,CDG,2024-03-26T18:00:00+00:00,2024-03-26T18:07:00+00:00,8.0,Air France,AF345
landed,YUL,A55,CDG,2024-03-26T20:05:00+00:00,2024-03-26T20:18:00+00:00,13.0,Air France,AF347
landed,YUL,A63,CDG,2024-03-26T20:20:00+00:00,2024-03-26T20:32:00+00:00,12.0,Air Transat,TS110
landed,YUL,C81,CLT,2024-03-26T14:20:00+00:00,2024-03-26T14:28:00+00:00,8.0,American Airlines,AA5029
landed,YUL,C87,CLT,2024-03-26T07:15:00+00:00,2024-03-26T07:31:00+00:00,17.0,American Airlines,AA5037
landed,YUL,A65,CMN,2024-03-26T19:45:00+00:00,2024-03-26T19:54:00+00:00,9.0,Air Canada,AC72
landed,YUL,A58,CMN,2024-03-26T21:35:00+00:00,2024-03-26T22:07:00+00:00,32.0,Royal Air Maroc,AT209
landed,YUL,A55,CUN,2024-03-26T08:10:00+00:00,2024-03-26T08:17:00+00:00,7.0,Air Canada,AC926
scheduled,YUL,A55,CUN,2024-03-26T13:00:00+00:00,2024-03-26T14:54:00+00:00,114.0,Flair Airlines,F82100
landed,YUL,A56,CUN,2024-03-26T17:10:00+00:00,2024-03-26T17:09:00+00:00,10.0,Air Canada Rouge,RV1884
landed,YUL,A63,CUN,2024-03-26T07:20:00+00:00,2024-03-26T07:40:00+00:00,20.0,Air Transat,TS538
landed,YUL,A66,CUN,2024-03-26T14:25:00+00:00,2024-03-26T15:04:00+00:00,40.0,Air Transat,TS938
landed,YUL,A65,CUN,2024-03-26T09:30:00+00:00,2024-03-26T09:46:00+00:00,16.0,Sunwing,WG5219
landed,YUL,A56,CUN,2024-03-26T07:00:00+00:00,2024-03-26T07:26:00+00:00,26.0,Sunwing,WG5237
landed,YUL,,DCA,2024-03-26T13:45:00+00:00,2024-03-26T13:49:00+00:00,4.0,Air Canada,AC823
landed,YUL,C83,DCA,2024-03-26T08:30:00+00:00,2024-03-26T08:50:00+00:00,20.0,Air Canada,AC8821
scheduled,YUL,C82,DCA,2024-03-26T13:45:00+00:00,,21.0,Air Canada,AC8823
landed,YUL,C88,DCA,2024-03-26T19:50:00+00:00,2024-03-26T20:16:00+00:00,26.0,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-26T13:45:00+00:00,,,Jazz,QK823
landed,YUL,A56,DEL,2024-03-26T20:45:00+00:00,2024-03-26T20:57:00+00:00,13.0,Air Canada,AC50
landed,YUL,C86,DEN,2024-03-26T08:05:00+00:00,2024-03-26T08:22:00+00:00,18.0,Air Canada,AC1073
landed,YUL,C79,DFW,2024-03-26T18:40:00+00:00,2024-03-26T18:39:00+00:00,10.0,Air Canada,AC1071
landed,YUL,A65,DOH,2024-03-26T21:50:00+00:00,2024-03-26T21:54:00+00:00,5.0,Qatar Airways,QR764
landed,YUL,C85,DTW,2024-03-26T13:05:00+00:00,2024-03-26T13:05:00+00:00,1.0,Air Canada,AC8581
landed,YUL,C80,DTW,2024-03-26T17:10:00+00:00,2024-03-26T17:22:00+00:00,12.0,Delta Air Lines,DL4906
landed,YUL,C84,DTW,2024-03-26T07:10:00+00:00,2024-03-26T07:26:00+00:00,16.0,Delta Air Lines,DL4933
landed,YUL,C84,DTW,2024-03-26T13:06:00+00:00,2024-03-26T13:13:00+00:00,7.0,Delta Air Lines,DL5139
