Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C73,DTW,2024-02-19T06:00:00+00:00,2024-02-19T06:23:00+00:00,24.0,Delta Air Lines,DL4869
landed,YUL,C82,DTW,2024-02-19T13:05:00+00:00,2024-02-19T13:30:00+00:00,26.0,Delta Air Lines,DL4870
landed,YUL,C82,DTW,2024-02-19T17:50:00+00:00,2024-02-19T18:15:00+00:00,26.0,Delta Air Lines,DL5367
scheduled,YUL,A55,DXB,2024-02-19T09:20:00+00:00,2024-02-19T11:48:00+00:00,148.0,Emirates,EK244
landed,YUL,C84,EWR,2024-02-19T08:15:00+00:00,2024-02-19T08:56:00+00:00,41.0,Air Canada,AC8938
landed,YUL,C79,EWR,2024-02-19T13:05:00+00:00,2024-02-19T13:24:00+00:00,20.0,Air Canada,AC8940
landed,YUL,C80,EWR,2024-02-19T15:05:00+00:00,2024-02-19T15:28:00+00:00,23.0,Air Canada,AC8942
active,YUL,C88,EWR,2024-02-19T20:00:00+00:00,,31.0,Air Canada,AC8946
landed,YUL,,EWR,2024-02-19T20:00:00+00:00,2024-02-19T20:31:00+00:00,32.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-19T20:00:00+00:00,,,Jazz,QK946
landed,YUL,C82,EWR,2024-02-19T07:00:00+00:00,2024-02-19T07:45:00+00:00,46.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-02-19T11:08:00+00:00,2024-02-19T11:22:00+00:00,14.0,United Airlines,UA3680
landed,YUL,A60,FDF,2024-02-19T09:00:00+00:00,2024-02-19T09:42:00+00:00,42.0,Air Canada,AC954
landed,YUL,C73,FLL,2024-02-19T08:55:00+00:00,2024-02-19T09:35:00+00:00,41.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-19T13:35:00+00:00,2024-02-19T15:04:00+00:00,90.0,Air Canada,AC1004
scheduled,YUL,C86,FLL,2024-02-19T15:50:00+00:00,2024-02-19T18:12:00+00:00,143.0,Flair Airlines,F81100
active,YUL,C75,FLL,2024-02-19T07:40:00+00:00,,27.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-19T16:20:00+00:00,2024-02-19T16:41:00+00:00,21.0,Air Canada Rouge,RV1606
scheduled,YUL,C81,FLL,2024-02-19T06:30:00+00:00,2024-02-19T08:13:00+00:00,104.0,Air Transat,TS2844
landed,YUL,C83,FLL,2024-02-19T16:25:00+00:00,2024-02-19T16:39:00+00:00,14.0,Air Transat,TS846
landed,YUL,A52,FRA,2024-02-19T18:05:00+00:00,2024-02-19T18:20:00+00:00,15.0,Air Canada,AC844
landed,YUL,A64,GVA,2024-02-19T17:00:00+00:00,2024-02-19T17:16:00+00:00,16.0,Air Canada,AC2084
scheduled,YUL,A63,HOG,2024-02-19T15:10:00+00:00,2024-02-19T15:48:00+00:00,39.0,Air Transat,TS358
scheduled,YUL,A61,HOG,2024-02-19T07:00:00+00:00,2024-02-19T07:35:00+00:00,35.0,Sunwing,WG6146
landed,YUL,C83,IAD,2024-02-19T13:05:00+00:00,2024-02-19T13:39:00+00:00,34.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-19T09:15:00+00:00,2024-02-19T09:37:00+00:00,23.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-02-19T18:30:00+00:00,2024-02-19T18:54:00+00:00,25.0,United Airlines,UA3574
landed,YUL,C77,IAH,2024-02-19T09:50:00+00:00,2024-02-19T10:28:00+00:00,39.0,Air Canada,AC581
active,YUL,C82,JFK,2024-02-19T18:55:00+00:00,,26.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-19T18:55:00+00:00,2024-02-19T19:21:00+00:00,27.0,Air Canada,AC898
landed,YUL,C84,JFK,2024-02-19T12:20:00+00:00,2024-02-19T12:38:00+00:00,19.0,Delta Air Lines,DL5088
landed,YUL,C85,JFK,2024-02-19T17:55:00+00:00,2024-02-19T18:17:00+00:00,22.0,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-19T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C56,LAS,2024-02-19T08:00:00+00:00,2024-02-19T08:36:00+00:00,37.0,Air Canada Rouge,RV1707
scheduled,YUL,C86,LAS,2024-02-19T19:35:00+00:00,2024-02-19T21:19:00+00:00,105.0,Air Canada Rouge,RV1709
landed,YUL,C83,LAS,2024-02-19T09:15:00+00:00,2024-02-19T10:14:00+00:00,60.0,Lynx Air,Y9612
