Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,C75,FLL,2024-01-27T16:20:00+00:00,,5.0,Air Canada Rouge,RV1606
landed,YUL,C77,FLL,2024-01-27T06:30:00+00:00,2024-01-27T07:13:00+00:00,44.0,Air Transat,TS2844
scheduled,YUL,C76,FLL,2024-01-27T16:25:00+00:00,,10.0,Air Transat,TS846
landed,YUL,A61,FPO,2024-01-27T06:50:00+00:00,2024-01-27T07:38:00+00:00,49.0,Sunwing,WG710
scheduled,YUL,A52,FRA,2024-01-27T18:05:00+00:00,,,Air Canada,AC844
active,YUL,A62,FSP,2024-01-27T15:00:00+00:00,,14.0,Air Saint Pierre,PJ1124
scheduled,YUL,A51,GRU,2024-01-27T21:25:00+00:00,,10.0,Air Canada,AC96
scheduled,YUL,A59,GVA,2024-01-27T20:25:00+00:00,,,Air Canada,AC884
landed,YUL,A66,HOG,2024-01-27T07:10:00+00:00,2024-01-27T07:48:00+00:00,39.0,Air Transat,TS2356
scheduled,YUL,A64,HOG,2024-01-27T16:50:00+00:00,,,Sunwing,WG646
active,YUL,,HPN,2024-01-27T15:06:00+00:00,2024-01-27T15:14:00+00:00,9.0,NetJets Aviation,1I417
landed,YUL,C88,IAD,2024-01-27T13:05:00+00:00,2024-01-27T13:22:00+00:00,18.0,Air Canada,AC8723
scheduled,YUL,C80,IAD,2024-01-27T18:30:00+00:00,,,United Airlines,UA3458
active,YUL,C80,IAD,2024-01-27T09:15:00+00:00,,245.0,United Airlines,UA3590
landed,YUL,C85,IAH,2024-01-27T09:50:00+00:00,2024-01-27T10:20:00+00:00,31.0,Air Canada,AC581
scheduled,YUL,C84,JFK,2024-01-27T18:55:00+00:00,,21.0,Air Canada,AC8898
landed,YUL,C83,JFK,2024-01-27T12:20:00+00:00,2024-01-27T12:51:00+00:00,32.0,Delta Air Lines,DL5088
scheduled,YUL,C86,JFK,2024-01-27T17:55:00+00:00,,,Delta Air Lines,DL5128
landed,YUL,C82,LAS,2024-01-27T08:00:00+00:00,2024-01-27T08:45:00+00:00,46.0,Air Canada Rouge,RV1707
scheduled,YUL,C56,LAX,2024-01-27T17:35:00+00:00,,10.0,Air Canada,AC781
active,YUL,C81,LGA,2024-01-27T07:19:00+00:00,,196.0,American Airlines,AA4469
landed,YUL,C79,LGA,2024-01-27T10:53:00+00:00,2024-01-27T11:21:00+00:00,28.0,American Airlines,AA4550
landed,YUL,C73,LGA,2024-01-27T08:00:00+00:00,2024-01-27T08:34:00+00:00,35.0,Air Canada,AC8634
landed,YUL,C85,LGA,2024-01-27T13:15:00+00:00,2024-01-27T13:26:00+00:00,12.0,Air Canada,AC8638
scheduled,YUL,C84,LGA,2024-01-27T15:20:00+00:00,,21.0,Air Canada,AC8640
scheduled,YUL,C85,LGA,2024-01-27T17:30:00+00:00,,21.0,Air Canada,AC8642
scheduled,YUL,C73,LGA,2024-01-27T18:40:00+00:00,,21.0,Air Canada,AC8644
scheduled,YUL,C73,LGA,2024-01-27T20:00:00+00:00,,10.0,Air Canada,AC8646
landed,YUL,C87,LGA,2024-01-27T06:30:00+00:00,2024-01-27T07:06:00+00:00,36.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-01-27T18:40:00+00:00,,,Jazz,QK644
scheduled,YUL,,LGA,2024-01-27T20:00:00+00:00,,,Jazz,QK646
landed,YUL,A52,LHR,2024-01-27T00:00:00+00:00,,80.0,Air Canada,AC864
scheduled,YUL,A68,LHR,2024-01-27T20:45:00+00:00,,,British Airways,BA94
active,YUL,A58,LIR,2024-01-27T08:50:00+00:00,2024-01-27T09:33:00+00:00,44.0,Air Canada,AC1331
active,YUL,A64,LIR,2024-01-27T11:00:00+00:00,2024-01-27T11:19:00+00:00,20.0,Air Transat,TS600
scheduled,YUL,A65,LIS,2024-01-27T20:50:00+00:00,,,Air Canada,AC812
landed,YUL,A55,LYS,2024-01-27T21:30:00+00:00,,,Air Canada,AC876
scheduled,YUL,A64,LYS,2024-01-27T20:20:00+00:00,,,Air Transat,TS572
landed,YUL,A58,MBJ,2024-01-27T07:00:00+00:00,2024-01-27T07:29:00+00:00,30.0,Sunwing,WG7634
landed,YUL,C82,MCO,2024-01-27T09:20:00+00:00,2024-01-27T09:43:00+00:00,24.0,Air Canada Rouge,RV1634
scheduled,YUL,C75,MCO,2024-01-27T13:30:00+00:00,2024-01-27T14:04:00+00:00,34.0,Air Canada Rouge,RV1636
scheduled,YUL,C75,MCO,2024-01-27T18:40:00+00:00,,10.0,Air Canada Rouge,RV1638
landed,YUL,C76,MCO,2024-01-27T06:45:00+00:00,2024-01-27T07:47:00+00:00,62.0,Air Transat,TS820
scheduled,YUL,A51,MEX,2024-01-27T18:55:00+00:00,,10.0,Air Canada,AC995
scheduled,YUL,A67,MEX,2024-01-27T09:01:00+00:00,2024-01-27T10:15:00+00:00,59.0,Aeromexico,AM681
active,YUL,A62,MEX,2024-01-27T10:00:00+00:00,2024-01-27T10:46:00+00:00,47.0,Aeromexico,AM9467
scheduled,YUL,C83,MIA,2024-01-27T07:00:00+00:00,,303.0,American Airlines,AA1516
landed,YUL,C79,MIA,2024-01-27T08:30:00+00:00,2024-01-27T09:08:00+00:00,38.0,Air Canada,AC1206
scheduled,YUL,C76,MIA,2024-01-27T18:45:00+00:00,,60.0,Air Canada,AC1208
