Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A67,ALG,2024-02-14T15:10:00+00:00,2024-02-14T15:13:00+00:00,4,Air Algerie,AH2701
landed,YUL,A55,AMS,2024-02-14T19:05:00+00:00,2024-02-14T19:41:00+00:00,36,KLM,KL672
landed,YUL,C88,ATL,2024-02-14T18:25:00+00:00,2024-02-14T19:07:00+00:00,43,Air Canada,AC8569
landed,YUL,C86,ATL,2024-02-14T07:00:00+00:00,2024-02-14T07:33:00+00:00,34,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-02-14T15:16:00+00:00,2024-02-14T15:28:00+00:00,12,Delta Air Lines,DL697
active,YUL,A63,AZS,2024-02-14T15:00:00+00:00,2024-02-14T15:17:00+00:00,18,Air Transat,TS974
landed,YUL,A59,BCN,2024-02-14T18:20:00+00:00,2024-02-14T18:40:00+00:00,21,Air Canada,AC822
active,YUL,,BED,2024-02-14T11:03:00+00:00,,6,NetJets Aviation,1I
landed,YUL,,BFI,2024-02-14T12:00:00+00:00,2024-02-14T12:31:00+00:00,31,Vista America,
landed,YUL,A68,BGI,2024-02-14T09:40:00+00:00,2024-02-14T10:08:00+00:00,29,Air Canada,AC962
landed,YUL,C77,BOS,2024-02-14T08:15:00+00:00,2024-02-14T09:02:00+00:00,47,Air Canada,AC8604
landed,YUL,C83,BOS,2024-02-14T13:10:00+00:00,2024-02-14T13:29:00+00:00,19,Air Canada,AC8606
landed,YUL,C73,BOS,2024-02-14T16:45:00+00:00,2024-02-14T16:56:00+00:00,11,Air Canada,AC8608
landed,YUL,A65,BRU,2024-02-14T18:50:00+00:00,2024-02-14T19:04:00+00:00,14,Air Canada,AC832
active,YUL,A52,CCC,2024-02-14T15:50:00+00:00,2024-02-14T16:02:00+00:00,12,Air Canada Rouge,RV1750
active,YUL,A67,CCC,2024-02-14T17:20:00+00:00,2024-02-14T17:56:00+00:00,37,Sunwing,WG2348
landed,YUL,A58,CDG,2024-02-14T21:25:00+00:00,2024-02-14T21:42:00+00:00,17,Air Canada,AC870
landed,YUL,57,CDG,2024-02-14T17:00:00+00:00,2024-02-14T17:19:00+00:00,20,Air France,AF345
landed,YUL,A63,CDG,2024-02-14T19:05:00+00:00,2024-02-14T20:40:00+00:00,96,Air France,AF347
landed,YUL,A59,CDG,2024-02-14T20:20:00+00:00,2024-02-14T20:48:00+00:00,29,Air Transat,TS110
landed,YUL,C79,CLT,2024-02-14T14:15:00+00:00,2024-02-14T14:31:00+00:00,16,American Airlines,AA5029
landed,YUL,C85,CLT,2024-02-14T07:16:00+00:00,2024-02-14T07:58:00+00:00,42,American Airlines,AA5037
landed,YUL,A60,CMN,2024-02-14T20:35:00+00:00,2024-02-14T21:01:00+00:00,27,Royal Air Maroc,AT209
landed,YUL,A67,CTG,2024-02-14T09:50:00+00:00,2024-02-14T10:16:00+00:00,26,Air Transat,TS190
landed,YUL,A52,CUN,2024-02-14T08:10:00+00:00,2024-02-14T08:52:00+00:00,42,Air Canada,AC926
scheduled,YUL,A59,CUN,2024-02-14T13:30:00+00:00,2024-02-14T15:19:00+00:00,109,Flair Airlines,F82100
landed,YUL,A60,CUN,2024-02-14T17:15:00+00:00,2024-02-14T18:00:00+00:00,46,Air Canada Rouge,RV1884
landed,YUL,A68,CUN,2024-02-14T07:20:00+00:00,2024-02-14T07:46:00+00:00,26,Air Transat,TS538
landed,YUL,A58,CUN,2024-02-14T09:30:00+00:00,2024-02-14T10:02:00+00:00,32,Sunwing,WG5317
landed,YUL,A57,CUN,2024-02-14T07:00:00+00:00,2024-02-14T07:56:00+00:00,57,Sunwing,WG5363
scheduled,YUL,A55,CYO,2024-02-14T07:00:00+00:00,2024-02-14T08:00:00+00:00,60,Sunwing,WG6314
landed,YUL,C83,DCA,2024-02-14T08:30:00+00:00,2024-02-14T08:48:00+00:00,19,Air Canada,AC8821
landed,YUL,C88,DCA,2024-02-14T13:45:00+00:00,2024-02-14T14:07:00+00:00,22,Air Canada,AC8823
landed,YUL,C77,DCA,2024-02-14T19:50:00+00:00,2024-02-14T20:05:00+00:00,16,Air Canada,AC8825
landed,YUL,A50,DEL,2024-02-14T20:30:00+00:00,2024-02-14T20:44:00+00:00,14,Air Canada,AC50
landed,YUL,C74,DEN,2024-02-14T08:05:00+00:00,2024-02-14T08:16:00+00:00,11,Air Canada,AC1073
landed,YUL,C74,DFW,2024-02-14T18:40:00+00:00,2024-02-14T19:15:00+00:00,36,Air Canada,AC8813
landed,YUL,A64,DOH,2024-02-14T20:50:00+00:00,2024-02-14T21:28:00+00:00,39,Qatar Airways,QR764
landed,YUL,C81,DTW,2024-02-14T13:05:00+00:00,2024-02-14T13:58:00+00:00,54,Air Canada,AC8581
