Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A58,ALG,2024-03-20T16:10:00+00:00,2024-03-20T17:32:00+00:00,83,Air Algerie,AH2701
landed,YUL,A57,AMS,2024-03-20T20:05:00+00:00,2024-03-20T20:46:00+00:00,42,KLM,KL672
landed,YUL,C74,ATL,2024-03-20T18:25:00+00:00,2024-03-20T18:50:00+00:00,26,Air Canada,AC8569
landed,YUL,C86,ATL,2024-03-20T13:34:00+00:00,2024-03-20T14:02:00+00:00,28,Delta Air Lines,DL1317
landed,YUL,C84,ATL,2024-03-20T07:00:00+00:00,2024-03-20T07:21:00+00:00,21,Delta Air Lines,DL1526
landed,YUL,C86,ATL,2024-03-20T18:46:00+00:00,2024-03-20T19:16:00+00:00,30,Delta Air Lines,DL2176
active,YUL,A67,AZS,2024-03-20T15:00:00+00:00,2024-03-20T15:01:00+00:00,1,Air Transat,TS974
landed,YUL,A64,BCN,2024-03-20T19:00:00+00:00,2024-03-20T19:29:00+00:00,29,Air Canada,AC822
landed,YUL,A52,BGI,2024-03-20T09:40:00+00:00,2024-03-20T10:01:00+00:00,22,Air Canada,AC962
landed,YUL,C77,BOS,2024-03-20T08:15:00+00:00,2024-03-20T08:41:00+00:00,27,Air Canada,AC748
landed,YUL,C77,BOS,2024-03-20T16:45:00+00:00,2024-03-20T17:07:00+00:00,23,Air Canada,AC752
landed,YUL,C76,BOS,2024-03-20T13:10:00+00:00,2024-03-20T13:17:00+00:00,8,Air Canada,AC8606
landed,YUL,A58,BRU,2024-03-20T19:50:00+00:00,2024-03-20T20:58:00+00:00,68,Air Canada,AC832
active,YUL,A61,CCC,2024-03-20T15:50:00+00:00,2024-03-20T16:39:00+00:00,49,Air Canada Rouge,RV1750
active,YUL,A68,CCC,2024-03-20T17:20:00+00:00,2024-03-20T17:41:00+00:00,22,Sunwing,WG2348
landed,YUL,A55,CDG,2024-03-20T22:25:00+00:00,2024-03-20T22:56:00+00:00,31,Air Canada,AC870
landed,YUL,A65,CDG,2024-03-20T19:10:00+00:00,2024-03-20T20:04:00+00:00,55,Air Canada,AC874
landed,YUL,A57,CDG,2024-03-20T18:00:00+00:00,2024-03-20T18:01:00+00:00,1,Air France,AF345
landed,YUL,55,CDG,2024-03-20T20:05:00+00:00,2024-03-20T20:53:00+00:00,48,Air France,AF347
landed,YUL,A66,CDG,2024-03-20T20:20:00+00:00,2024-03-20T20:55:00+00:00,35,Air Transat,TS110
landed,YUL,C79,CLT,2024-03-20T14:20:00+00:00,2024-03-20T14:27:00+00:00,8,American Airlines,AA5029
landed,YUL,C81,CLT,2024-03-20T07:15:00+00:00,2024-03-20T07:40:00+00:00,25,American Airlines,AA5037
landed,YUL,A65,CMN,2024-03-20T21:35:00+00:00,2024-03-20T22:16:00+00:00,42,Royal Air Maroc,AT209
landed,YUL,A68,CTG,2024-03-20T09:50:00+00:00,2024-03-20T10:08:00+00:00,18,Air Transat,TS190
landed,YUL,A51,CUN,2024-03-20T08:10:00+00:00,2024-03-20T08:35:00+00:00,26,Air Canada,AC926
landed,YUL,A59,CUN,2024-03-20T13:00:00+00:00,2024-03-20T13:38:00+00:00,38,Flair Airlines,F82100
landed,YUL,A66,CUN,2024-03-20T17:15:00+00:00,2024-03-20T17:14:00+00:00,10,Air Canada Rouge,RV1884
landed,YUL,A63,CUN,2024-03-20T07:20:00+00:00,2024-03-20T07:51:00+00:00,32,Air Transat,TS538
landed,YUL,A59,CUN,2024-03-20T09:30:00+00:00,2024-03-20T10:00:00+00:00,30,Sunwing,WG5317
landed,YUL,A59,CUN,2024-03-20T07:00:00+00:00,2024-03-20T07:44:00+00:00,44,Sunwing,WG5363
active,YUL,A57,CYO,2024-03-20T07:00:00+00:00,2024-03-20T07:36:00+00:00,36,Sunwing,WG6314
landed,YUL,,DCA,2024-03-20T13:45:00+00:00,2024-03-20T14:05:00+00:00,20,Air Canada,AC823
landed,YUL,C88,DCA,2024-03-20T08:30:00+00:00,2024-03-20T08:59:00+00:00,29,Air Canada,AC8821
scheduled,YUL,C76,DCA,2024-03-20T13:45:00+00:00,,10,Air Canada,AC8823
landed,YUL,C79,DCA,2024-03-20T19:50:00+00:00,2024-03-20T20:17:00+00:00,27,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-20T13:45:00+00:00,,21,Jazz,QK823
landed,YUL,A56,DEL,2024-03-20T20:45:00+00:00,2024-03-20T21:23:00+00:00,39,Air Canada,AC50
active,YUL,C82,DEN,2024-03-20T08:05:00+00:00,,50,Air Canada,AC1073
landed,YUL,C83,DFW,2024-03-20T18:40:00+00:00,2024-03-20T19:39:00+00:00,60,Air Canada,AC1071
landed,YUL,A58,DOH,2024-03-20T21:50:00+00:00,2024-03-20T22:30:00+00:00,40,Qatar Airways,QR764
landed,YUL,C87,DTW,2024-03-20T13:05:00+00:00,2024-03-20T13:32:00+00:00,28,Air Canada,AC8581
landed,YUL,C84,DTW,2024-03-20T17:10:00+00:00,2024-03-20T17:21:00+00:00,12,Delta Air Lines,DL4906
landed,YUL,C86,DTW,2024-03-20T07:10:00+00:00,2024-03-20T08:00:00+00:00,50,Delta Air Lines,DL4933
landed,YUL,C84,DTW,2024-03-20T13:06:00+00:00,2024-03-20T13:39:00+00:00,34,Delta Air Lines,DL5139
