Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A61,ALG,2024-04-17T16:10:00+00:00,2024-04-17T16:03:00+00:00,10.0,Air Algerie,AH2701
landed,YUL,A51,AMS,2024-04-17T22:15:00+00:00,2024-04-17T22:12:00+00:00,,Air Canada,AC900
landed,YUL,A61,AMS,2024-04-17T18:45:00+00:00,2024-04-17T18:52:00+00:00,7.0,KLM,KL672
landed,YUL,C73,ATL,2024-04-17T18:30:00+00:00,2024-04-17T19:32:00+00:00,62.0,Air Canada,AC8569
landed,YUL,C84,ATL,2024-04-17T18:45:00+00:00,2024-04-17T18:58:00+00:00,14.0,Delta Air Lines,DL2176
landed,YUL,C85,ATL,2024-04-17T07:00:00+00:00,2024-04-17T07:27:00+00:00,28.0,Delta Air Lines,DL2185
landed,YUL,C84,ATL,2024-04-17T13:44:00+00:00,2024-04-17T13:56:00+00:00,12.0,Delta Air Lines,DL2752
active,YUL,A67,AZS,2024-04-17T15:00:00+00:00,2024-04-17T15:09:00+00:00,10.0,Air Transat,TS974
landed,YUL,A68,BCN,2024-04-17T20:00:00+00:00,2024-04-17T20:14:00+00:00,14.0,Air Canada,AC822
scheduled,YUL,A55,BOG,2024-04-17T23:25:00+00:00,2024-04-18T01:45:00+00:00,140.0,SA AVIANCA,AV201
landed,YUL,C76,BOS,2024-04-17T16:45:00+00:00,2024-04-17T16:50:00+00:00,6.0,Air Canada,AC752
landed,YUL,C83,BOS,2024-04-17T08:15:00+00:00,2024-04-17T08:22:00+00:00,8.0,Air Canada,AC8604
landed,YUL,C74,BOS,2024-04-17T13:10:00+00:00,2024-04-17T13:22:00+00:00,13.0,Air Canada,AC8606
landed,YUL,C80,BOS,2024-04-17T18:45:00+00:00,2024-04-17T19:27:00+00:00,42.0,Air Canada,AC8608
landed,YUL,A60,BRU,2024-04-17T17:10:00+00:00,2024-04-17T17:17:00+00:00,8.0,Air Canada,AC832
active,YUL,A52,CCC,2024-04-17T15:55:00+00:00,2024-04-17T15:56:00+00:00,1.0,Air Canada Rouge,RV1750
landed,YUL,A59,CDG,2024-04-17T20:25:00+00:00,2024-04-17T20:37:00+00:00,12.0,Air Canada,AC870
scheduled,YUL,A52,CDG,2024-04-17T18:05:00+00:00,2024-04-17T22:28:00+00:00,263.0,Air Canada,AC874
cancelled,YUL,A61,CDG,2024-04-17T17:00:00+00:00,,,Air France,AF345
landed,YUL,A55,CDG,2024-04-17T19:00:00+00:00,2024-04-17T19:34:00+00:00,35.0,Air France,AF347
landed,YUL,A67,CDG,2024-04-17T20:20:00+00:00,2024-04-17T20:32:00+00:00,13.0,Air Transat,TS110
landed,YUL,C79,CLT,2024-04-17T14:30:00+00:00,2024-04-17T15:12:00+00:00,42.0,American Airlines,AA5350
landed,YUL,C81,CLT,2024-04-17T07:15:00+00:00,2024-04-17T07:26:00+00:00,11.0,American Airlines,AA5679
landed,YUL,A58,CMN,2024-04-17T21:50:00+00:00,2024-04-17T22:06:00+00:00,17.0,Royal Air Maroc,AT209
landed,YUL,A68,CTG,2024-04-17T09:50:00+00:00,2024-04-17T09:55:00+00:00,5.0,Air Transat,TS190
landed,YUL,A55,CUN,2024-04-17T08:15:00+00:00,2024-04-17T08:33:00+00:00,19.0,Air Canada,AC926
scheduled,YUL,A68,CUN,2024-04-17T13:00:00+00:00,2024-04-17T15:26:00+00:00,147.0,Flair Airlines,F82100
landed,YUL,A66,CUN,2024-04-17T17:15:00+00:00,2024-04-17T17:28:00+00:00,13.0,Air Canada Rouge,RV1884
landed,YUL,A63,CUN,2024-04-17T07:20:00+00:00,2024-04-17T07:30:00+00:00,10.0,Air Transat,TS538
landed,YUL,A60,CUN,2024-04-17T09:30:00+00:00,2024-04-17T09:41:00+00:00,12.0,Sunwing,WG5317
active,YUL,,CYO,2024-04-17T07:00:00+00:00,2024-04-17T07:03:00+00:00,3.0,Sunwing,WG9614
landed,YUL,C85,DCA,2024-04-17T08:30:00+00:00,2024-04-17T08:41:00+00:00,12.0,Air Canada,AC8821
landed,YUL,C83,DCA,2024-04-17T13:45:00+00:00,2024-04-17T14:03:00+00:00,18.0,Air Canada,AC8823
landed,YUL,C87,DCA,2024-04-17T19:50:00+00:00,2024-04-17T19:50:00+00:00,21.0,Air Canada,AC8825
landed,YUL,C74,DEN,2024-04-17T08:10:00+00:00,2024-04-17T09:16:00+00:00,67.0,Air Canada,AC1073
landed,YUL,C79,DFW,2024-04-17T19:00:00+00:00,2024-04-17T19:24:00+00:00,25.0,Air Canada,AC1071
landed,YUL,A55,DOH,2024-04-17T21:35:00+00:00,2024-04-17T21:58:00+00:00,24.0,Qatar Airways,QR764
landed,YUL,C81,DTW,2024-04-17T13:00:00+00:00,2024-04-17T13:06:00+00:00,7.0,Air Canada,AC8581
scheduled,YUL,C84,DTW,2024-04-17T13:02:00+00:00,,163.0,Delta Air Lines,DL3661
landed,YUL,C87,DTW,2024-04-17T17:17:00+00:00,2024-04-17T17:30:00+00:00,13.0,Delta Air Lines,DL4906
landed,YUL,C88,DTW,2024-04-17T07:10:00+00:00,2024-04-17T07:14:00+00:00,4.0,Delta Air Lines,DL4933
