Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,A64,ALG,2024-04-19T16:10:00+00:00,2024-04-19T16:27:00+00:00,17.0,Air Algerie,AH2701
landed,YUL,A64,AMM,2024-04-19T13:55:00+00:00,2024-04-19T14:20:00+00:00,25.0,Royal Jordanian,RJ272
landed,YUL,A58,AMS,2024-04-19T22:15:00+00:00,2024-04-19T22:28:00+00:00,14.0,Air Canada,AC900
landed,YUL,A63,AMS,2024-04-19T18:45:00+00:00,2024-04-19T19:34:00+00:00,49.0,KLM,KL672
landed,YUL,C88,ATL,2024-04-19T18:30:00+00:00,2024-04-19T18:59:00+00:00,30.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-04-19T18:45:00+00:00,2024-04-19T18:53:00+00:00,8.0,Delta Air Lines,DL2176
landed,YUL,C85,ATL,2024-04-19T07:00:00+00:00,2024-04-19T07:08:00+00:00,8.0,Delta Air Lines,DL2185
landed,YUL,C86,ATL,2024-04-19T13:44:00+00:00,2024-04-19T15:03:00+00:00,80.0,Delta Air Lines,DL2752
active,YUL,A68,AZS,2024-04-19T15:00:00+00:00,2024-04-19T15:16:00+00:00,16.0,Air Transat,TS974
active,YUL,,BED,2024-04-19T14:00:00+00:00,,6.0,empty,
landed,YUL,A64,BOG,2024-04-19T23:25:00+00:00,2024-04-19T23:53:00+00:00,29.0,SA AVIANCA,AV201
landed,YUL,,BOS,2024-04-19T14:24:00+00:00,2024-04-19T14:31:00+00:00,8.0,NetJets Aviation,1I261
landed,YUL,C85,BOS,2024-04-19T16:45:00+00:00,2024-04-19T16:53:00+00:00,8.0,Air Canada,AC752
landed,YUL,C74,BOS,2024-04-19T08:15:00+00:00,2024-04-19T08:34:00+00:00,19.0,Air Canada,AC8604
landed,YUL,C79,BOS,2024-04-19T13:10:00+00:00,2024-04-19T13:25:00+00:00,15.0,Air Canada,AC8606
landed,YUL,C81,BOS,2024-04-19T18:45:00+00:00,2024-04-19T19:11:00+00:00,27.0,Air Canada,AC8608
landed,YUL,A67,BRU,2024-04-19T17:10:00+00:00,2024-04-19T17:43:00+00:00,33.0,Air Canada,AC832
landed,YUL,A65,CCC,2024-04-19T15:55:00+00:00,2024-04-19T16:07:00+00:00,13.0,Air Canada Rouge,RV1750
landed,YUL,A59,CCC,2024-04-19T06:00:00+00:00,2024-04-19T06:17:00+00:00,17.0,Sunwing,WG2548
landed,YUL,A64,CDG,2024-04-19T18:05:00+00:00,2024-04-19T18:49:00+00:00,45.0,Air Canada,AC874
landed,YUL,A59,CDG,2024-04-19T20:25:00+00:00,2024-04-19T21:19:00+00:00,55.0,Air Canada,AC882
landed,YUL,A63,CDG,2024-04-19T17:00:00+00:00,2024-04-19T17:22:00+00:00,23.0,Air France,AF345
landed,YUL,55,CDG,2024-04-19T19:00:00+00:00,2024-04-19T19:28:00+00:00,28.0,Air France,AF347
landed,YUL,,CDG,2024-04-19T12:10:00+00:00,2024-04-19T12:34:00+00:00,25.0,Air France,AF4083
landed,YUL,A68,CDG,2024-04-19T20:20:00+00:00,2024-04-19T20:50:00+00:00,30.0,Air Transat,TS110
active,YUL,A57,CFG,2024-04-19T16:10:00+00:00,,110.0,Sunwing,WG228
landed,YUL,C79,CLT,2024-04-19T14:30:00+00:00,2024-04-19T14:50:00+00:00,21.0,American Airlines,AA5350
landed,YUL,C83,CLT,2024-04-19T07:15:00+00:00,2024-04-19T07:25:00+00:00,11.0,American Airlines,AA5679
scheduled,YUL,,CMN,2024-04-19T18:40:00+00:00,,123.0,empty,
landed,YUL,A65,CMN,2024-04-19T19:10:00+00:00,2024-04-19T19:36:00+00:00,27.0,Air Canada,AC72
scheduled,YUL,A59,CMN,2024-04-19T12:15:00+00:00,2024-04-19T20:44:00+00:00,509.0,Royal Air Maroc,AT207
scheduled,YUL,A63,CMN,2024-04-19T21:50:00+00:00,,,Royal Air Maroc,AT209
scheduled,YUL,A65,CMN,2024-04-19T21:50:00+00:00,2024-04-19T23:55:00+00:00,126.0,Wamos Air,EB209
landed,YUL,A61,CUN,2024-04-19T08:15:00+00:00,2024-04-19T08:45:00+00:00,30.0,Air Canada,AC926
landed,YUL,A58,CUN,2024-04-19T13:00:00+00:00,2024-04-19T13:49:00+00:00,49.0,Flair Airlines,F82100
landed,YUL,A68,CUN,2024-04-19T17:15:00+00:00,2024-04-19T17:35:00+00:00,20.0,Air Canada Rouge,RV1884
landed,YUL,A64,CUN,2024-04-19T07:20:00+00:00,2024-04-19T07:54:00+00:00,34.0,Air Transat,TS538
landed,YUL,A59,CUN,2024-04-19T14:25:00+00:00,2024-04-19T14:52:00+00:00,28.0,Air Transat,TS938
landed,YUL,A68,CUN,2024-04-19T09:30:00+00:00,2024-04-19T09:45:00+00:00,15.0,Sunwing,WG5357
landed,YUL,A52,CYO,2024-04-19T15:55:00+00:00,2024-04-19T16:13:00+00:00,18.0,Sunwing,WG614
active,YUL,A66,CZM,2024-04-19T07:25:00+00:00,2024-04-19T07:44:00+00:00,20.0,Air Transat,TS328
landed,YUL,C82,DCA,2024-04-19T08:30:00+00:00,2024-04-19T08:41:00+00:00,11.0,Air Canada,AC8821
landed,YUL,C83,DCA,2024-04-19T13:45:00+00:00,2024-04-19T13:57:00+00:00,12.0,Air Canada,AC8823
landed,YUL,C87,DCA,2024-04-19T19:50:00+00:00,2024-04-19T21:00:00+00:00,70.0,Air Canada,AC8825
landed,YUL,C77,DEN,2024-04-19T08:10:00+00:00,2024-04-19T08:23:00+00:00,13.0,Air Canada,AC1073
landed,YUL,C81,DFW,2024-04-19T15:45:00+00:00,2024-04-19T16:04:00+00:00,20.0,American Airlines,AA1964
landed,YUL,C75,DFW,2024-04-19T19:00:00+00:00,2024-04-19T19:14:00+00:00,15.0,Air Canada,AC1071
