Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A64,ALG,2024-04-15T16:10:00+00:00,2024-04-15T16:13:00+00:00,3,Air Algerie,AH2701
scheduled,YUL,A60,AMM,2024-04-15T13:55:00+00:00,2024-04-15T17:55:00+00:00,240,Royal Jordanian,RJ272
landed,YUL,A59,AMS,2024-04-15T22:15:00+00:00,2024-04-15T22:31:00+00:00,16,Air Canada,AC900
landed,YUL,A60,AMS,2024-04-15T18:45:00+00:00,2024-04-15T20:06:00+00:00,82,KLM,KL672
landed,YUL,C88,ATL,2024-04-15T18:30:00+00:00,2024-04-15T18:50:00+00:00,21,Air Canada,AC8569
landed,YUL,C86,ATL,2024-04-15T18:45:00+00:00,2024-04-15T19:13:00+00:00,29,Delta Air Lines,DL2176
landed,YUL,C85,ATL,2024-04-15T07:00:00+00:00,2024-04-15T07:08:00+00:00,9,Delta Air Lines,DL2185
landed,YUL,C86,ATL,2024-04-15T13:44:00+00:00,2024-04-15T13:58:00+00:00,15,Delta Air Lines,DL2752
landed,YUL,A56,BCN,2024-04-15T20:00:00+00:00,2024-04-15T20:18:00+00:00,18,Air Canada,AC822
landed,YUL,A67,BCN,2024-04-15T23:45:00+00:00,2024-04-15T23:54:00+00:00,9,Air Transat,TS260
scheduled,YUL,A55,BOG,2024-04-15T23:25:00+00:00,2024-04-16T01:15:00+00:00,110,SA AVIANCA,AV201
landed,YUL,C86,BOS,2024-04-15T16:45:00+00:00,2024-04-15T17:01:00+00:00,17,Air Canada,AC752
landed,YUL,C73,BOS,2024-04-15T08:15:00+00:00,2024-04-15T08:27:00+00:00,13,Air Canada,AC8604
landed,YUL,C85,BOS,2024-04-15T13:10:00+00:00,2024-04-15T13:18:00+00:00,9,Air Canada,AC8606
landed,YUL,C82,BOS,2024-04-15T18:45:00+00:00,2024-04-15T19:29:00+00:00,45,Air Canada,AC8608
landed,YUL,A58,BRU,2024-04-15T17:10:00+00:00,2024-04-15T17:26:00+00:00,17,Air Canada,AC832
active,YUL,A60,CCC,2024-04-15T06:00:00+00:00,2024-04-15T06:20:00+00:00,21,Sunwing,WG6106
landed,YUL,A50,CDG,2024-04-15T20:25:00+00:00,2024-04-15T20:42:00+00:00,18,Air Canada,AC870
scheduled,YUL,A52,CDG,2024-04-15T18:05:00+00:00,2024-04-15T19:48:00+00:00,103,Air Canada,AC874
landed,YUL,A55,CDG,2024-04-15T17:00:00+00:00,2024-04-15T17:20:00+00:00,20,Air France,AF345
landed,YUL,57,CDG,2024-04-15T19:00:00+00:00,2024-04-15T19:42:00+00:00,43,Air France,AF347
scheduled,YUL,A63,CDG,2024-04-15T20:20:00+00:00,2024-04-15T22:11:00+00:00,112,Air Transat,TS110
landed,YUL,C81,CLT,2024-04-15T14:30:00+00:00,2024-04-15T14:58:00+00:00,28,American Airlines,AA5350
landed,YUL,C83,CLT,2024-04-15T07:15:00+00:00,2024-04-15T07:35:00+00:00,21,American Airlines,AA5679
landed,YUL,A57,CMN,2024-04-15T21:50:00+00:00,2024-04-15T22:05:00+00:00,15,Royal Air Maroc,AT209
landed,YUL,A55,CUN,2024-04-15T08:15:00+00:00,2024-04-15T08:23:00+00:00,9,Air Canada,AC926
landed,YUL,A58,CUN,2024-04-15T13:00:00+00:00,2024-04-15T13:20:00+00:00,20,Flair Airlines,F82100
landed,YUL,A68,CUN,2024-04-15T17:15:00+00:00,2024-04-15T18:19:00+00:00,64,Air Canada Rouge,RV1884
landed,YUL,A66,CUN,2024-04-15T07:20:00+00:00,2024-04-15T07:38:00+00:00,18,Air Transat,TS2538
landed,YUL,A59,CUN,2024-04-15T14:25:00+00:00,2024-04-15T14:50:00+00:00,25,Air Transat,TS938
landed,YUL,A65,CUN,2024-04-15T09:30:00+00:00,2024-04-15T09:45:00+00:00,15,Sunwing,WG5163
landed,YUL,A52,CZM,2024-04-15T09:50:00+00:00,2024-04-15T10:00:00+00:00,11,Air Canada Rouge,RV1748
landed,YUL,C86,DCA,2024-04-15T08:30:00+00:00,2024-04-15T08:50:00+00:00,20,Air Canada,AC8821
landed,YUL,C79,DCA,2024-04-15T13:45:00+00:00,2024-04-15T13:56:00+00:00,12,Air Canada,AC8823
landed,YUL,C86,DCA,2024-04-15T19:50:00+00:00,2024-04-15T20:03:00+00:00,13,Air Canada,AC8825
landed,YUL,A55,DEL,2024-04-15T21:50:00+00:00,2024-04-15T22:06:00+00:00,17,Air Canada,AC50
landed,YUL,C81,DEN,2024-04-15T08:10:00+00:00,2024-04-15T08:41:00+00:00,32,Air Canada,AC1073
landed,YUL,C81,DFW,2024-04-15T15:45:00+00:00,2024-04-15T16:01:00+00:00,16,American Airlines,AA1964
landed,YUL,C81,DFW,2024-04-15T19:00:00+00:00,2024-04-15T19:32:00+00:00,33,Air Canada,AC1071
active,YUL,A65,DOH,2024-04-15T21:35:00+00:00,2024-04-15T21:48:00+00:00,14,Qatar Airways,QR764
landed,YUL,C81,DTW,2024-04-15T13:00:00+00:00,2024-04-15T13:14:00+00:00,15,Air Canada,AC8581
