Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C81,LGA,2024-03-06T17:36:00+00:00,2024-03-06T18:14:00+00:00,39.0,American Airlines,AA4772
scheduled,YUL,,LGA,2024-03-06T18:40:00+00:00,2024-03-06T19:10:00+00:00,21.0,Air Canada,AC644
landed,YUL,,LGA,2024-03-06T20:00:00+00:00,2024-03-06T20:11:00+00:00,11.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-03-06T08:00:00+00:00,2024-03-06T08:13:00+00:00,13.0,Air Canada,AC8634
landed,YUL,C77,LGA,2024-03-06T13:15:00+00:00,2024-03-06T14:10:00+00:00,56.0,Air Canada,AC8638
landed,YUL,C73,LGA,2024-03-06T15:20:00+00:00,2024-03-06T15:58:00+00:00,38.0,Air Canada,AC8640
landed,YUL,C73,LGA,2024-03-06T17:30:00+00:00,2024-03-06T17:38:00+00:00,9.0,Air Canada,AC8642
scheduled,YUL,C83,LGA,2024-03-06T18:40:00+00:00,,21.0,Air Canada,AC8644
scheduled,YUL,C74,LGA,2024-03-06T20:00:00+00:00,,21.0,Air Canada,AC8646
landed,YUL,C84,LGA,2024-03-06T10:15:00+00:00,2024-03-06T10:26:00+00:00,12.0,Delta Air Lines,DL4932
landed,YUL,C87,LGA,2024-03-06T18:30:00+00:00,2024-03-06T19:07:00+00:00,38.0,Delta Air Lines,DL5014
landed,YUL,C84,LGA,2024-03-06T06:30:00+00:00,2024-03-06T06:40:00+00:00,10.0,Delta Air Lines,DL5139
landed,YUL,,LGA,2024-03-06T08:42:00+00:00,2024-03-06T08:58:00+00:00,17.0,Flexjet,LXJ598
scheduled,YUL,,LGA,2024-03-06T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-03-06T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,A67,LHR,2024-03-06T19:20:00+00:00,2024-03-06T19:33:00+00:00,14.0,Air Canada,AC864
landed,YUL,A65,LHR,2024-03-06T20:45:00+00:00,2024-03-06T21:42:00+00:00,57.0,British Airways,BA94
