Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,,LGA,2024-04-16T20:01:00+00:00,,,empty,
landed,YUL,C79,LGA,2024-04-16T10:35:00+00:00,2024-04-16T10:35:00+00:00,1.0,American Airlines,AA4550
landed,YUL,C81,LGA,2024-04-16T17:20:00+00:00,2024-04-16T17:23:00+00:00,3.0,American Airlines,AA4772
landed,YUL,,LGA,2024-04-16T20:01:00+00:00,2024-04-16T20:19:00+00:00,19.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-04-16T06:30:00+00:00,2024-04-16T06:40:00+00:00,10.0,Air Canada,AC8632
landed,YUL,C73,LGA,2024-04-16T08:00:00+00:00,2024-04-16T08:05:00+00:00,6.0,Air Canada,AC8634
landed,YUL,C73,LGA,2024-04-16T10:40:00+00:00,2024-04-16T10:58:00+00:00,18.0,Air Canada,AC8636
landed,YUL,C80,LGA,2024-04-16T13:15:00+00:00,2024-04-16T13:29:00+00:00,15.0,Air Canada,AC8638
landed,YUL,C77,LGA,2024-04-16T15:20:00+00:00,2024-04-16T15:43:00+00:00,23.0,Air Canada,AC8640
landed,YUL,C84,LGA,2024-04-16T17:30:00+00:00,2024-04-16T17:53:00+00:00,23.0,Air Canada,AC8642
landed,YUL,C73,LGA,2024-04-16T18:45:00+00:00,2024-04-16T19:18:00+00:00,34.0,Air Canada,AC8644
active,YUL,C73,LGA,2024-04-16T20:00:00+00:00,,19.0,Air Canada,AC8646
landed,YUL,C86,LGA,2024-04-16T16:00:00+00:00,2024-04-16T16:10:00+00:00,10.0,Delta Air Lines,DL5043
landed,YUL,C88,LGA,2024-04-16T06:10:00+00:00,2024-04-16T06:20:00+00:00,10.0,Delta Air Lines,DL5139
landed,YUL,C86,LGA,2024-04-16T10:00:00+00:00,2024-04-16T10:15:00+00:00,15.0,Delta Air Lines,DL5280
scheduled,YUL,,LGA,2024-04-16T20:01:00+00:00,,20.0,Jazz,QK646
landed,YUL,A67,LGW,2024-04-16T21:05:00+00:00,2024-04-16T21:23:00+00:00,19.0,Air Transat,TS728
landed,YUL,A52,LHR,2024-04-16T19:00:00+00:00,2024-04-16T19:34:00+00:00,34.0,Air Canada,AC864
landed,YUL,A64,LHR,2024-04-16T22:15:00+00:00,2024-04-16T22:38:00+00:00,24.0,British Airways,BA94
landed,YUL,A67,LIR,2024-04-16T11:00:00+00:00,2024-04-16T11:49:00+00:00,50.0,Air Transat,TS600
landed,YUL,A58,LIS,2024-04-16T21:30:00+00:00,2024-04-16T21:42:00+00:00,13.0,Air Canada,AC812
landed,YUL,,LIT,2024-04-16T13:00:00+00:00,2024-04-16T13:15:00+00:00,16.0,Flightpath Charter Airways,
scheduled,YUL,,LIT,2024-04-16T13:00:00+00:00,,60.0,empty,
landed,YUL,A64,MBJ,2024-04-16T08:15:00+00:00,2024-04-16T08:57:00+00:00,42.0,Air Canada,AC922
active,YUL,,MCO,2024-04-16T08:10:00+00:00,,,Delta Air Lines,DL661
landed,YUL,C58,MCO,2024-04-16T09:20:00+00:00,2024-04-16T09:20:00+00:00,10.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-04-16T13:30:00+00:00,2024-04-16T13:41:00+00:00,12.0,Air Canada Rouge,RV1636
landed,YUL,C75,MCO,2024-04-16T18:45:00+00:00,2024-04-16T18:50:00+00:00,5.0,Air Canada Rouge,RV1638
landed,YUL,C56,MCO,2024-04-16T06:45:00+00:00,2024-04-16T06:55:00+00:00,10.0,Air Transat,TS2820
landed,YUL,A50,MEX,2024-04-16T19:20:00+00:00,2024-04-16T19:41:00+00:00,21.0,Air Canada,AC995
landed,YUL,A56,MEX,2024-04-16T22:46:00+00:00,2024-04-16T23:17:00+00:00,32.0,Aeromexico,AM637
landed,YUL,A57,MEX,2024-04-16T10:01:00+00:00,2024-04-16T10:09:00+00:00,9.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-04-16T07:00:00+00:00,2024-04-16T07:10:00+00:00,11.0,American Airlines,AA1516
landed,YUL,C75,MIA,2024-04-16T08:30:00+00:00,2024-04-16T08:47:00+00:00,18.0,Air Canada,AC1206
landed,YUL,C76,MIA,2024-04-16T18:45:00+00:00,2024-04-16T19:56:00+00:00,71.0,Air Canada,AC1208
cancelled,YUL,,MMU,2024-04-16T11:36:00+00:00,,6.0,empty,
scheduled,YUL,,MMU,2024-04-16T11:36:00+00:00,,6.0,NetJets Aviation,1I
landed,YUL,C85,MSP,2024-04-16T17:50:00+00:00,2024-04-16T18:05:00+00:00,15.0,Air Canada,AC8851
scheduled,YUL,C84,MSP,2024-04-16T06:00:00+00:00,2024-04-16T07:36:00+00:00,96.0,Delta Air Lines,DL3645
landed,YUL,A59,MUC,2024-04-16T20:40:00+00:00,2024-04-16T21:00:00+00:00,20.0,Lufthansa,LH475
landed,YUL,A56,MXP,2024-04-16T20:05:00+00:00,2024-04-16T20:14:00+00:00,10.0,Air Canada,AC894
landed,YUL,A52,NRT,2024-04-16T12:55:00+00:00,2024-04-16T13:44:00+00:00,50.0,Air Canada,AC5
landed,YUL,C74,ORD,2024-04-16T08:30:00+00:00,2024-04-16T08:52:00+00:00,23.0,Air Canada,AC8959
landed,YUL,C74,ORD,2024-04-16T13:05:00+00:00,2024-04-16T13:22:00+00:00,18.0,Air Canada,AC8961
landed,YUL,C79,ORD,2024-04-16T18:30:00+00:00,2024-04-16T18:45:00+00:00,16.0,Air Canada,AC8967
