Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C84,JFK,2024-04-14T18:35:00+00:00,2024-04-14T19:51:00+00:00,76.0,Delta Air Lines,DL5151
landed,YUL,C87,JFK,2024-04-14T12:01:00+00:00,2024-04-14T12:12:00+00:00,11.0,Delta Air Lines,DL5398
landed,YUL,C76,LAS,2024-04-14T19:55:00+00:00,2024-04-14T20:16:00+00:00,21.0,Air Canada,AC1275
landed,YUL,C82,LAS,2024-04-14T08:15:00+00:00,2024-04-14T08:32:00+00:00,17.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-04-14T18:00:00+00:00,2024-04-14T18:12:00+00:00,13.0,Air Canada,AC781
landed,YUL,,LCK,2024-04-14T13:50:00+00:00,2024-04-14T15:09:00+00:00,80.0,AirNet,USC422
active,YUL,,LGA,2024-04-14T20:01:00+00:00,,,empty,
landed,YUL,C81,LGA,2024-04-14T10:35:00+00:00,2024-04-14T10:47:00+00:00,12.0,American Airlines,AA4550
landed,YUL,C81,LGA,2024-04-14T17:20:00+00:00,2024-04-14T17:43:00+00:00,23.0,American Airlines,AA4772
landed,YUL,,LGA,2024-04-14T20:01:00+00:00,2024-04-14T20:27:00+00:00,26.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-04-14T06:30:00+00:00,2024-04-14T06:46:00+00:00,16.0,Air Canada,AC8632
landed,YUL,C73,LGA,2024-04-14T08:00:00+00:00,2024-04-14T08:14:00+00:00,15.0,Air Canada,AC8634
landed,YUL,C82,LGA,2024-04-14T10:40:00+00:00,2024-04-14T11:04:00+00:00,24.0,Air Canada,AC8636
cancelled,YUL,C85,LGA,2024-04-14T13:15:00+00:00,,10.0,Air Canada,AC8638
landed,YUL,C80,LGA,2024-04-14T15:20:00+00:00,2024-04-14T15:38:00+00:00,19.0,Air Canada,AC8640
landed,YUL,C83,LGA,2024-04-14T17:30:00+00:00,2024-04-14T18:00:00+00:00,31.0,Air Canada,AC8642
landed,YUL,C85,LGA,2024-04-14T18:45:00+00:00,2024-04-14T19:10:00+00:00,26.0,Air Canada,AC8644
active,YUL,C73,LGA,2024-04-14T20:00:00+00:00,,27.0,Air Canada,AC8646
landed,YUL,C86,LGA,2024-04-14T16:00:00+00:00,2024-04-14T16:08:00+00:00,9.0,Delta Air Lines,DL5043
landed,YUL,C87,LGA,2024-04-14T06:10:00+00:00,2024-04-14T06:24:00+00:00,15.0,Delta Air Lines,DL5139
landed,YUL,C84,LGA,2024-04-14T10:00:00+00:00,2024-04-14T10:04:00+00:00,4.0,Delta Air Lines,DL5280
scheduled,YUL,,LGA,2024-04-14T20:01:00+00:00,,20.0,Jazz,QK646
