Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A68,LGW,2024-02-01T21:05:00+00:00,2024-02-01T21:24:00+00:00,20.0,Air Transat,TS728
landed,YUL,A58,LHR,2024-02-01T19:40:00+00:00,2024-02-01T19:58:00+00:00,19.0,Air Canada,AC864
landed,YUL,A61,LHR,2024-02-01T20:55:00+00:00,2024-02-01T21:36:00+00:00,41.0,British Airways,BA94
landed,YUL,A55,LIR,2024-02-01T08:50:00+00:00,2024-02-01T09:20:00+00:00,30.0,Air Canada,AC1331
landed,YUL,A67,LIR,2024-02-01T11:00:00+00:00,2024-02-01T11:09:00+00:00,10.0,Air Transat,TS600
landed,YUL,A50,LIS,2024-02-01T21:30:00+00:00,2024-02-01T21:59:00+00:00,29.0,Air Canada,AC812
landed,YUL,C77,MCO,2024-02-01T09:20:00+00:00,2024-02-01T09:48:00+00:00,28.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-02-01T13:30:00+00:00,2024-02-01T14:14:00+00:00,44.0,Air Canada Rouge,RV1636
landed,YUL,C75,MCO,2024-02-01T18:40:00+00:00,2024-02-01T19:12:00+00:00,33.0,Air Canada Rouge,RV1638
landed,YUL,C77,MCO,2024-02-01T06:45:00+00:00,2024-02-01T07:23:00+00:00,39.0,Air Transat,TS820
scheduled,YUL,C80,MCO,2024-02-01T12:25:00+00:00,2024-02-01T15:53:00+00:00,208.0,Lynx Air,Y9661
landed,YUL,A50,MEX,2024-02-01T18:55:00+00:00,2024-02-01T19:28:00+00:00,33.0,Air Canada,AC995
landed,YUL,A61,MEX,2024-02-01T23:10:00+00:00,2024-02-02T00:08:00+00:00,58.0,Aeromexico,AM637
landed,YUL,A59,MEX,2024-02-01T09:01:00+00:00,2024-02-01T09:39:00+00:00,38.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-01T07:00:00+00:00,2024-02-01T07:14:00+00:00,15.0,American Airlines,AA1516
landed,YUL,C76,MIA,2024-02-01T08:30:00+00:00,2024-02-01T09:16:00+00:00,46.0,Air Canada,AC1206
landed,YUL,C79,MIA,2024-02-01T18:45:00+00:00,2024-02-01T19:33:00+00:00,49.0,Air Canada,AC1208
scheduled,YUL,,MLA,2024-02-01T18:00:00+00:00,2024-02-01T19:17:00+00:00,78.0,Air Transat,TS44
landed,YUL,A64,MRS,2024-02-01T20:05:00+00:00,2024-02-01T20:24:00+00:00,19.0,Air Transat,TS434
landed,YUL,C76,MSP,2024-02-01T17:30:00+00:00,2024-02-01T17:43:00+00:00,14.0,Air Canada,AC8851
landed,YUL,C85,MSP,2024-02-01T07:00:00+00:00,2024-02-01T07:25:00+00:00,26.0,Delta Air Lines,DL3665
landed,YUL,C73,MSY,2024-02-01T08:00:00+00:00,2024-02-01T08:26:00+00:00,27.0,Air Canada Rouge,RV1713
landed,YUL,A57,MUC,2024-02-01T20:15:00+00:00,2024-02-01T20:25:00+00:00,11.0,Lufthansa,LH475
landed,YUL,A51,MXP,2024-02-01T20:30:00+00:00,2024-02-01T20:48:00+00:00,19.0,Air Canada,AC894
landed,YUL,A68,NAS,2024-02-01T08:50:00+00:00,2024-02-01T09:12:00+00:00,23.0,Air Canada,AC938
active,YUL,,OPF,2024-02-01T14:00:00+00:00,,,empty,
active,YUL,,OPF,2024-02-01T13:45:00+00:00,2024-02-01T13:50:00+00:00,6.0,Airsprint,
active,YUL,,OPF,2024-02-01T14:00:00+00:00,2024-02-01T13:57:00+00:00,,Flightpath Charter Airways,
landed,YUL,C84,ORD,2024-02-01T08:30:00+00:00,2024-02-01T09:18:00+00:00,48.0,Air Canada,AC8959
landed,YUL,C79,ORD,2024-02-01T13:05:00+00:00,2024-02-01T13:19:00+00:00,14.0,Air Canada,AC8961
landed,YUL,C82,ORD,2024-02-01T19:45:00+00:00,2024-02-01T19:54:00+00:00,9.0,Air Canada,AC8967
scheduled,YUL,,ORD,2024-02-01T19:45:00+00:00,,9.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-02-01T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C84,ORD,2024-02-01T16:45:00+00:00,2024-02-01T17:03:00+00:00,18.0,United Airlines,UA3629
landed,YUL,C82,ORD,2024-02-01T06:05:00+00:00,2024-02-01T06:30:00+00:00,25.0,United Airlines,UA3663
landed,YUL,C81,PHL,2024-02-01T12:55:00+00:00,2024-02-01T13:07:00+00:00,12.0,American Airlines,AA5783
landed,YUL,C81,PHL,2024-02-01T16:05:00+00:00,2024-02-01T16:13:00+00:00,9.0,American Airlines,AA5796
landed,YUL,C74,PHL,2024-02-01T13:20:00+00:00,2024-02-01T13:27:00+00:00,7.0,Air Canada,AC8859
landed,YUL,A60,PLS,2024-02-01T08:15:00+00:00,2024-02-01T08:40:00+00:00,26.0,Air Canada,AC1332
landed,YUL,A64,POP,2024-02-01T08:20:00+00:00,2024-02-01T08:56:00+00:00,36.0,Air Transat,TS890
landed,YUL,A65,POP,2024-02-01T12:30:00+00:00,2024-02-01T12:49:00+00:00,20.0,Sunwing,WG414
landed,YUL,A64,PTP,2024-02-01T06:45:00+00:00,2024-02-01T07:04:00+00:00,20.0,Air Transat,TS894
landed,YUL,A52,PUJ,2024-02-01T08:15:00+00:00,2024-02-01T08:58:00+00:00,44.0,Air Canada,AC944
landed,YUL,A58,PUJ,2024-02-01T17:05:00+00:00,2024-02-01T17:40:00+00:00,36.0,Air Canada Rouge,RV1792
landed,YUL,A68,PUJ,2024-02-01T07:05:00+00:00,2024-02-01T07:41:00+00:00,36.0,Air Transat,TS398
landed,YUL,A68,PUJ,2024-02-01T14:30:00+00:00,2024-02-01T14:35:00+00:00,5.0,Air Transat,TS498
landed,YUL,A61,PUJ,2024-02-01T08:00:00+00:00,2024-02-01T08:24:00+00:00,25.0,Sunwing,WG4426
landed,YUL,A61,PUJ,2024-02-01T10:00:00+00:00,2024-02-01T10:14:00+00:00,15.0,Sunwing,WG4428
landed,YUL,A50,PVR,2024-02-01T09:30:00+00:00,2024-02-01T10:06:00+00:00,37.0,Air Canada,AC999
landed,YUL,A64,PVR,2024-02-01T10:30:00+00:00,2024-02-01T10:44:00+00:00,15.0,Air Transat,TS106
active,YUL,,QQT,2024-02-01T14:15:00+00:00,2024-02-01T15:10:00+00:00,56.0,empty,
landed,YUL,C82,SFO,2024-02-01T18:15:00+00:00,2024-02-01T18:43:00+00:00,28.0,Air Canada,AC763
