Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A67,ALG,2024-02-27T15:10:00+00:00,2024-02-27T16:03:00+00:00,54.0,Air Algerie,AH2701
landed,YUL,C77,ATL,2024-02-27T18:25:00+00:00,2024-02-27T18:51:00+00:00,26.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-02-27T07:00:00+00:00,2024-02-27T07:17:00+00:00,17.0,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-02-27T18:40:00+00:00,2024-02-27T18:52:00+00:00,13.0,Delta Air Lines,DL639
landed,YUL,C82,ATL,2024-02-27T13:44:00+00:00,2024-02-27T13:54:00+00:00,10.0,Delta Air Lines,DL697
active,YUL,A68,AZS,2024-02-27T07:15:00+00:00,2024-02-27T07:46:00+00:00,32.0,Air Transat,TS972
active,YUL,,BED,2024-02-27T20:15:00+00:00,2024-02-27T20:59:00+00:00,44.0,Flexjet,LXJ396
landed,YUL,A60,BOG,2024-02-27T21:45:00+00:00,2024-02-27T21:57:00+00:00,13.0,Air Canada,AC98
landed,YUL,C73,BOS,2024-02-27T08:15:00+00:00,2024-02-27T08:39:00+00:00,24.0,Air Canada,AC8604
landed,YUL,C74,BOS,2024-02-27T13:10:00+00:00,2024-02-27T13:26:00+00:00,17.0,Air Canada,AC8606
landed,YUL,C74,BOS,2024-02-27T16:45:00+00:00,2024-02-27T17:11:00+00:00,27.0,Air Canada,AC8608
landed,YUL,A63,BRU,2024-02-27T18:50:00+00:00,2024-02-27T19:07:00+00:00,18.0,Air Canada,AC832
active,YUL,A65,CCC,2024-02-27T16:20:00+00:00,2024-02-27T17:06:00+00:00,46.0,Air Transat,TS856
active,YUL,A55,CCC,2024-02-27T06:00:00+00:00,2024-02-27T06:08:00+00:00,9.0,Sunwing,WG6204
landed,YUL,A55,CDG,2024-02-27T21:25:00+00:00,2024-02-27T21:39:00+00:00,15.0,Air Canada,AC870
landed,YUL,A52,CDG,2024-02-27T18:10:00+00:00,2024-02-27T18:42:00+00:00,32.0,Air Canada,AC874
landed,YUL,A57,CDG,2024-02-27T17:00:00+00:00,2024-02-27T17:15:00+00:00,16.0,Air France,AF345
landed,YUL,A55,CDG,2024-02-27T19:05:00+00:00,2024-02-27T19:24:00+00:00,20.0,Air France,AF347
landed,YUL,A56,CDG,2024-02-27T20:20:00+00:00,2024-02-27T21:08:00+00:00,49.0,Air Transat,TS110
scheduled,YUL,,CHS,2024-02-27T08:00:00+00:00,,,empty,
landed,YUL,,CHS,2024-02-27T08:00:00+00:00,2024-02-27T08:02:00+00:00,2.0,Flightpath Charter Airways,
landed,YUL,C81,CLT,2024-02-27T14:15:00+00:00,2024-02-27T14:45:00+00:00,31.0,American Airlines,AA5029
landed,YUL,C85,CLT,2024-02-27T07:15:00+00:00,2024-02-27T07:52:00+00:00,37.0,American Airlines,AA5037
landed,YUL,A66,CMN,2024-02-27T18:45:00+00:00,2024-02-27T19:03:00+00:00,18.0,Air Canada,AC72
