Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A63,DXB,2024-03-21T10:20:00+00:00,2024-03-21T10:25:00+00:00,5.0,Emirates,EK244
scheduled,YUL,C86,EWR,2024-03-21T08:15:00+00:00,2024-03-21T09:04:00+00:00,50.0,Air Canada,AC8938
landed,YUL,C76,EWR,2024-03-21T13:05:00+00:00,2024-03-21T13:19:00+00:00,14.0,Air Canada,AC8940
landed,YUL,C84,EWR,2024-03-21T15:05:00+00:00,2024-03-21T15:28:00+00:00,23.0,Air Canada,AC8942
landed,YUL,C74,EWR,2024-03-21T20:00:00+00:00,2024-03-21T20:24:00+00:00,24.0,Air Canada,AC8946
landed,YUL,,EWR,2024-03-21T08:15:00+00:00,2024-03-21T09:04:00+00:00,50.0,Air Canada,AC938
scheduled,YUL,,EWR,2024-03-21T20:01:00+00:00,,22.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-03-21T08:15:00+00:00,,21.0,Jazz,QK938
unknown,YUL,,EWR,2024-03-21T20:01:00+00:00,,,Jazz,QK946
landed,YUL,C80,EWR,2024-03-21T07:00:00+00:00,2024-03-21T07:06:00+00:00,7.0,United Airlines,UA3456
scheduled,YUL,C80,EWR,2024-03-21T11:08:00+00:00,2024-03-21T13:14:00+00:00,126.0,United Airlines,UA3680
landed,YUL,A58,FDF,2024-03-21T09:00:00+00:00,2024-03-21T09:34:00+00:00,35.0,Air Canada,AC954
landed,YUL,A67,FDF,2024-03-21T07:00:00+00:00,2024-03-21T07:15:00+00:00,15.0,Air Transat,TS738
landed,YUL,C73,FLL,2024-03-21T08:55:00+00:00,2024-03-21T09:10:00+00:00,16.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-03-21T14:10:00+00:00,2024-03-21T14:38:00+00:00,28.0,Air Canada,AC1004
scheduled,YUL,C80,FLL,2024-03-21T14:55:00+00:00,2024-03-21T19:14:00+00:00,260.0,Flair Airlines,F81100
landed,YUL,C79,FLL,2024-03-21T07:40:00+00:00,2024-03-21T08:56:00+00:00,77.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-03-21T16:20:00+00:00,2024-03-21T16:39:00+00:00,20.0,Air Canada Rouge,RV1606
landed,YUL,C77,FLL,2024-03-21T06:30:00+00:00,2024-03-21T06:43:00+00:00,13.0,Air Transat,TS844
landed,YUL,C85,FLL,2024-03-21T16:25:00+00:00,2024-03-21T16:49:00+00:00,24.0,Air Transat,TS846
landed,YUL,A52,FRA,2024-03-21T19:05:00+00:00,2024-03-21T19:19:00+00:00,14.0,Air Canada,AC844
landed,YUL,A65,GRU,2024-03-21T21:25:00+00:00,2024-03-21T21:30:00+00:00,6.0,Air Canada,AC96
landed,YUL,A51,GVA,2024-03-21T21:25:00+00:00,2024-03-21T21:40:00+00:00,16.0,Air Canada,AC884
landed,YUL,A59,HOG,2024-03-21T15:10:00+00:00,2024-03-21T15:16:00+00:00,6.0,Air Transat,TS358
active,YUL,A57,HOG,2024-03-21T07:00:00+00:00,2024-03-21T07:10:00+00:00,11.0,Sunwing,WG6450
landed,YUL,,IAD,2024-03-21T10:48:00+00:00,2024-03-21T11:10:00+00:00,22.0,NetJets Aviation,1I829
landed,YUL,C73,IAD,2024-03-21T13:05:00+00:00,2024-03-21T13:25:00+00:00,20.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-03-21T09:15:00+00:00,2024-03-21T09:30:00+00:00,15.0,United Airlines,UA3413
landed,YUL,C82,IAD,2024-03-21T18:30:00+00:00,2024-03-21T18:44:00+00:00,15.0,United Airlines,UA3574
landed,YUL,C77,IAH,2024-03-21T09:50:00+00:00,2024-03-21T10:18:00+00:00,28.0,Air Canada,AC581
scheduled,YUL,C84,JFK,2024-03-21T18:55:00+00:00,,21.0,Air Canada,AC8898
landed,YUL,,JFK,2024-03-21T18:55:00+00:00,2024-03-21T19:10:00+00:00,16.0,Air Canada,AC898
landed,YUL,C87,JFK,2024-03-21T18:35:00+00:00,2024-03-21T18:50:00+00:00,16.0,Delta Air Lines,DL5151
landed,YUL,C84,JFK,2024-03-21T12:05:00+00:00,2024-03-21T12:16:00+00:00,12.0,Delta Air Lines,DL5425
scheduled,YUL,,JFK,2024-03-21T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C76,LAS,2024-03-21T08:00:00+00:00,2024-03-21T08:21:00+00:00,21.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-21T17:35:00+00:00,2024-03-21T18:02:00+00:00,28.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-03-21T20:01:00+00:00,,,empty,
landed,YUL,C83,LGA,2024-03-21T07:20:00+00:00,2024-03-21T07:25:00+00:00,6.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-03-21T10:58:00+00:00,2024-03-21T11:08:00+00:00,10.0,American Airlines,AA4550
landed,YUL,C83,LGA,2024-03-21T17:44:00+00:00,2024-03-21T17:48:00+00:00,5.0,American Airlines,AA4772
landed,YUL,,LGA,2024-03-21T17:30:00+00:00,2024-03-21T18:06:00+00:00,36.0,Air Canada,AC642
