Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,,LGA,2024-02-11T20:00:00+00:00,2024-02-11T20:07:00+00:00,8,Air Canada,AC646
landed,YUL,C73,LGA,2024-02-11T08:00:00+00:00,2024-02-11T08:23:00+00:00,24,Air Canada,AC8634
landed,YUL,C77,LGA,2024-02-11T13:15:00+00:00,2024-02-11T13:25:00+00:00,10,Air Canada,AC8638
landed,YUL,C85,LGA,2024-02-11T15:20:00+00:00,2024-02-11T15:50:00+00:00,30,Air Canada,AC8640
landed,YUL,C73,LGA,2024-02-11T17:30:00+00:00,2024-02-11T17:48:00+00:00,19,Air Canada,AC8642
scheduled,YUL,C77,LGA,2024-02-11T18:40:00+00:00,,21,Air Canada,AC8644
active,YUL,C74,LGA,2024-02-11T20:00:00+00:00,,7,Air Canada,AC8646
landed,YUL,C84,LGA,2024-02-11T10:15:00+00:00,2024-02-11T10:29:00+00:00,14,Delta Air Lines,DL4932
landed,YUL,C86,LGA,2024-02-11T18:30:00+00:00,2024-02-11T18:46:00+00:00,17,Delta Air Lines,DL5014
landed,YUL,C88,LGA,2024-02-11T06:30:00+00:00,2024-02-11T06:45:00+00:00,15,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-11T18:40:00+00:00,,21,Jazz,QK644
scheduled,YUL,,LGA,2024-02-11T20:00:00+00:00,,21,Jazz,QK646
landed,YUL,A68,LGW,2024-02-11T21:15:00+00:00,2024-02-11T21:18:00+00:00,3,Air Transat,TS728
landed,YUL,A51,LHR,2024-02-11T19:40:00+00:00,2024-02-11T19:46:00+00:00,6,Air Canada,AC864
landed,YUL,A56,LHR,2024-02-11T20:45:00+00:00,2024-02-11T21:22:00+00:00,37,British Airways,BA94
landed,YUL,A68,LIR,2024-02-11T11:00:00+00:00,2024-02-11T11:02:00+00:00,2,Air Transat,TS600
landed,YUL,A57,LIS,2024-02-11T21:45:00+00:00,2024-02-11T21:56:00+00:00,11,TAP Air Portugal,TP254
landed,YUL,A64,LIS,2024-02-11T20:15:00+00:00,2024-02-11T20:45:00+00:00,30,Air Transat,TS680
landed,YUL,A57,LRM,2024-02-11T09:30:00+00:00,2024-02-11T09:53:00+00:00,24,Air Canada Rouge,RV1756
landed,YUL,A58,MBJ,2024-02-11T08:15:00+00:00,2024-02-11T08:37:00+00:00,23,Air Canada,AC922
landed,YUL,A58,MBJ,2024-02-11T06:45:00+00:00,2024-02-11T07:05:00+00:00,21,Air Transat,TS484
landed,YUL,A67,MBJ,2024-02-11T09:00:00+00:00,2024-02-11T09:14:00+00:00,14,Sunwing,WG792
landed,YUL,C81,MCO,2024-02-11T09:20:00+00:00,2024-02-11T09:37:00+00:00,17,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-02-11T13:30:00+00:00,2024-02-11T13:42:00+00:00,12,Air Canada Rouge,RV1636
landed,YUL,C75,MCO,2024-02-11T18:40:00+00:00,2024-02-11T19:01:00+00:00,22,Air Canada Rouge,RV1638
landed,YUL,C77,MCO,2024-02-11T06:45:00+00:00,2024-02-11T07:00:00+00:00,15,Air Transat,TS820
landed,YUL,C84,MCO,2024-02-11T08:10:00+00:00,2024-02-11T09:01:00+00:00,51,Lynx Air,Y9661
scheduled,YUL,A57,MEX,2024-02-11T18:55:00+00:00,2024-02-11T19:57:00+00:00,62,Air Canada,AC995
landed,YUL,A61,MEX,2024-02-11T23:10:00+00:00,2024-02-11T23:33:00+00:00,24,Aeromexico,AM637
landed,YUL,A65,MEX,2024-02-11T09:03:00+00:00,2024-02-11T10:01:00+00:00,58,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-11T07:00:00+00:00,2024-02-11T07:12:00+00:00,12,American Airlines,AA1516
landed,YUL,C82,MIA,2024-02-11T08:30:00+00:00,2024-02-11T09:06:00+00:00,36,Air Canada,AC1206
landed,YUL,C76,MIA,2024-02-11T18:45:00+00:00,2024-02-11T19:07:00+00:00,22,Air Canada,AC1208
landed,YUL,C84,MIA,2024-02-11T16:10:00+00:00,2024-02-11T16:30:00+00:00,20,Air Transat,TS120
landed,YUL,A67,MRS,2024-02-11T20:05:00+00:00,2024-02-11T20:23:00+00:00,18,Air Transat,TS434
landed,YUL,C82,MSP,2024-02-11T17:30:00+00:00,2024-02-11T17:56:00+00:00,26,Air Canada,AC8851
landed,YUL,C87,MSP,2024-02-11T07:00:00+00:00,2024-02-11T07:14:00+00:00,14,Delta Air Lines,DL4807
