Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A67,ALG,2024-01-31T15:10:00+00:00,2024-01-31T15:26:00+00:00,16,Air Algerie,AH2701
landed,YUL,A57,AMS,2024-01-31T19:05:00+00:00,2024-01-31T19:31:00+00:00,26,KLM,KL672
landed,YUL,,ATL,2024-01-31T11:20:00+00:00,2024-01-31T11:44:00+00:00,24,Airsprint,
landed,YUL,C81,ATL,2024-01-31T18:25:00+00:00,2024-01-31T18:34:00+00:00,10,Air Canada,AC8569
landed,YUL,C84,ATL,2024-01-31T07:00:00+00:00,2024-01-31T07:13:00+00:00,14,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-01-31T15:16:00+00:00,2024-01-31T15:28:00+00:00,13,Delta Air Lines,DL697
active,YUL,A65,AZS,2024-01-31T15:00:00+00:00,2024-01-31T15:04:00+00:00,4,Air Transat,TS974
landed,YUL,A58,BCN,2024-01-31T18:20:00+00:00,2024-01-31T18:50:00+00:00,31,Air Canada,AC822
landed,YUL,A65,BGI,2024-01-31T09:40:00+00:00,2024-01-31T09:56:00+00:00,16,Air Canada,AC962
landed,YUL,C77,BOS,2024-01-31T08:15:00+00:00,2024-01-31T08:32:00+00:00,18,Air Canada,AC8604
landed,YUL,C85,BOS,2024-01-31T13:10:00+00:00,2024-01-31T13:53:00+00:00,44,Air Canada,AC8606
landed,YUL,C83,BOS,2024-01-31T16:45:00+00:00,2024-01-31T16:52:00+00:00,7,Air Canada,AC8608
landed,YUL,A64,BRU,2024-01-31T18:50:00+00:00,2024-01-31T20:16:00+00:00,87,Air Canada,AC832
active,YUL,,BTL,2024-01-31T12:03:00+00:00,,6,NetJets Aviation,1I
active,YUL,A58,CCC,2024-01-31T15:50:00+00:00,2024-01-31T16:10:00+00:00,20,Air Canada Rouge,RV1750
active,YUL,A60,CCC,2024-01-31T17:20:00+00:00,2024-01-31T17:44:00+00:00,25,Sunwing,WG2348
landed,YUL,A51,CDG,2024-01-31T21:25:00+00:00,2024-01-31T21:44:00+00:00,19,Air Canada,AC870
landed,YUL,55,CDG,2024-01-31T17:00:00+00:00,2024-01-31T17:24:00+00:00,25,Air France,AF345
landed,YUL,A63,CDG,2024-01-31T19:05:00+00:00,2024-01-31T19:36:00+00:00,31,Air France,AF347
landed,YUL,A68,CDG,2024-01-31T20:20:00+00:00,2024-01-31T21:01:00+00:00,42,Air Transat,TS110
landed,YUL,C79,CLT,2024-01-31T14:15:00+00:00,2024-01-31T14:29:00+00:00,14,American Airlines,AA5029
landed,YUL,C79,CLT,2024-01-31T07:16:00+00:00,2024-01-31T07:41:00+00:00,25,American Airlines,AA5037
