Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,C81,EWR,2024-02-14T20:00:00+00:00,,21.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-02-14T20:00:00+00:00,2024-02-14T20:08:00+00:00,21.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-14T20:00:00+00:00,,21.0,Jazz,QK946
landed,YUL,C80,EWR,2024-02-14T11:08:00+00:00,2024-02-14T11:21:00+00:00,13.0,United Airlines,UA3451
landed,YUL,C80,EWR,2024-02-14T07:00:00+00:00,2024-02-14T07:35:00+00:00,35.0,United Airlines,UA3606
landed,YUL,A66,FDF,2024-02-14T09:00:00+00:00,2024-02-14T09:35:00+00:00,35.0,Air Canada,AC954
landed,YUL,C56,FLL,2024-02-14T08:55:00+00:00,2024-02-14T09:29:00+00:00,35.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-14T13:35:00+00:00,2024-02-14T14:42:00+00:00,68.0,Air Canada,AC1004
scheduled,YUL,C82,FLL,2024-02-14T15:50:00+00:00,2024-02-14T18:18:00+00:00,148.0,Flair Airlines,F81100
scheduled,YUL,,FLL,2024-02-14T19:30:00+00:00,,,Starlink Aviation,Q4557
landed,YUL,C75,FLL,2024-02-14T07:40:00+00:00,2024-02-14T08:07:00+00:00,27.0,Air Canada Rouge,RV1600
landed,YUL,C84,FLL,2024-02-14T16:20:00+00:00,2024-02-14T16:28:00+00:00,9.0,Air Canada Rouge,RV1606
landed,YUL,C76,FLL,2024-02-14T06:30:00+00:00,2024-02-14T07:21:00+00:00,51.0,Air Transat,TS2844
landed,YUL,C83,FLL,2024-02-14T16:25:00+00:00,2024-02-14T16:46:00+00:00,21.0,Air Transat,TS2846
landed,YUL,A61,FRA,2024-02-14T18:05:00+00:00,2024-02-14T18:14:00+00:00,9.0,Air Canada,AC844
scheduled,YUL,A64,GRU,2024-02-14T21:25:00+00:00,2024-02-15T02:41:00+00:00,317.0,Air Canada,AC96
landed,YUL,C73,IAD,2024-02-14T13:05:00+00:00,2024-02-14T13:24:00+00:00,19.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-14T18:30:00+00:00,2024-02-14T18:49:00+00:00,20.0,United Airlines,UA3458
landed,YUL,C82,IAD,2024-02-14T09:15:00+00:00,2024-02-14T09:42:00+00:00,28.0,United Airlines,UA3590
landed,YUL,C75,IAH,2024-02-14T09:50:00+00:00,2024-02-14T10:07:00+00:00,17.0,Air Canada,AC581
landed,YUL,A57,IST,2024-02-14T20:30:00+00:00,2024-02-14T21:12:00+00:00,42.0,Turkish Airlines,TK36
scheduled,YUL,C86,JFK,2024-02-14T18:55:00+00:00,,21.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-14T18:55:00+00:00,2024-02-14T19:17:00+00:00,23.0,Air Canada,AC898
landed,YUL,C86,JFK,2024-02-14T12:20:00+00:00,2024-02-14T12:34:00+00:00,14.0,Delta Air Lines,DL5088
landed,YUL,C86,JFK,2024-02-14T17:55:00+00:00,2024-02-14T18:10:00+00:00,16.0,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-14T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C82,LAS,2024-02-14T08:00:00+00:00,2024-02-14T09:07:00+00:00,68.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-02-14T17:35:00+00:00,2024-02-14T18:34:00+00:00,60.0,Air Canada,AC781
landed,YUL,C83,LGA,2024-02-14T07:19:00+00:00,2024-02-14T08:02:00+00:00,44.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-14T10:45:00+00:00,2024-02-14T10:51:00+00:00,7.0,American Airlines,AA4550
landed,YUL,C85,LGA,2024-02-14T17:33:00+00:00,2024-02-14T17:41:00+00:00,8.0,American Airlines,AA4772
landed,YUL,,LGA,2024-02-14T18:40:00+00:00,2024-02-14T18:53:00+00:00,13.0,Air Canada,AC644
landed,YUL,,LGA,2024-02-14T20:00:00+00:00,2024-02-14T20:13:00+00:00,14.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-02-14T08:00:00+00:00,2024-02-14T08:22:00+00:00,22.0,Air Canada,AC8634
landed,YUL,C74,LGA,2024-02-14T13:15:00+00:00,2024-02-14T14:03:00+00:00,48.0,Air Canada,AC8638
landed,YUL,C82,LGA,2024-02-14T15:20:00+00:00,2024-02-14T15:45:00+00:00,26.0,Air Canada,AC8640
landed,YUL,C81,LGA,2024-02-14T17:30:00+00:00,2024-02-14T17:50:00+00:00,20.0,Air Canada,AC8642
active,YUL,C81,LGA,2024-02-14T18:40:00+00:00,,13.0,Air Canada,AC8644
active,YUL,C74,LGA,2024-02-14T20:00:00+00:00,,13.0,Air Canada,AC8646
landed,YUL,C86,LGA,2024-02-14T10:15:00+00:00,2024-02-14T10:27:00+00:00,13.0,Delta Air Lines,DL4932
landed,YUL,C87,LGA,2024-02-14T18:30:00+00:00,2024-02-14T18:48:00+00:00,18.0,Delta Air Lines,DL5014
landed,YUL,C84,LGA,2024-02-14T06:30:00+00:00,2024-02-14T07:02:00+00:00,33.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-14T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-02-14T20:00:00+00:00,,,Jazz,QK646
