Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,A62,ALG,2024-01-27T15:10:00+00:00,,10.0,Air Algerie,AH2701
scheduled,YUL,C82,ATL,2024-01-27T18:25:00+00:00,,21.0,Air Canada,AC8569
landed,YUL,C84,ATL,2024-01-27T07:00:00+00:00,2024-01-27T07:36:00+00:00,37.0,Delta Air Lines,DL1345
scheduled,YUL,C86,ATL,2024-01-27T15:16:00+00:00,,18.0,Delta Air Lines,DL697
active,YUL,A51,AZS,2024-01-27T14:55:00+00:00,,10.0,Air Canada,AC1744
active,YUL,A51,AZS,2024-01-27T14:55:00+00:00,2024-01-27T15:05:00+00:00,11.0,Air Canada Rouge,RV1744
active,YUL,,BCT,2024-01-27T10:00:00+00:00,2024-01-27T09:58:00+00:00,,Airsprint,
landed,YUL,,BDL,2024-01-27T11:30:00+00:00,2024-01-27T11:18:00+00:00,,Flexjet,LXJ375
active,YUL,,BED,2024-01-27T09:03:00+00:00,2024-01-27T09:03:00+00:00,,NetJets Aviation,1I383
scheduled,YUL,A67,BOG,2024-01-27T21:45:00+00:00,,10.0,Air Canada,AC98
landed,YUL,C76,BOS,2024-01-27T08:15:00+00:00,2024-01-27T08:59:00+00:00,45.0,Air Canada,AC8604
landed,YUL,C76,BOS,2024-01-27T13:10:00+00:00,2024-01-27T13:24:00+00:00,15.0,Air Canada,AC8606
scheduled,YUL,A58,BRU,2024-01-27T18:50:00+00:00,,,Air Canada,AC832
active,YUL,A55,CCC,2024-01-27T14:45:00+00:00,2024-01-27T14:42:00+00:00,,Air Transat,TS856
scheduled,YUL,A66,CCC,2024-01-27T17:00:00+00:00,,,Sunwing,WG606
scheduled,YUL,A63,CDG,2024-01-27T21:25:00+00:00,,,Air Canada,AC870
scheduled,YUL,A63,CDG,2024-01-27T17:00:00+00:00,,,Air France,AF345
scheduled,YUL,A55,CDG,2024-01-27T19:05:00+00:00,,,Air France,AF347
scheduled,YUL,A66,CDG,2024-01-27T20:20:00+00:00,,,Air Transat,TS110
scheduled,YUL,C81,CLT,2024-01-27T14:15:00+00:00,2024-01-27T14:27:00+00:00,12.0,American Airlines,AA5029
landed,YUL,C79,CLT,2024-01-27T07:16:00+00:00,2024-01-27T07:55:00+00:00,40.0,American Airlines,AA5037
active,YUL,,CMH,2024-01-27T14:30:00+00:00,2024-01-27T14:28:00+00:00,,empty,
scheduled,YUL,A56,CMN,2024-01-27T20:35:00+00:00,,,Royal Air Maroc,AT209
landed,YUL,A66,CTG,2024-01-27T09:50:00+00:00,2024-01-27T10:18:00+00:00,29.0,Air Transat,TS198
landed,YUL,A51,CUN,2024-01-27T08:10:00+00:00,2024-01-27T08:57:00+00:00,48.0,Air Canada,AC926
scheduled,YUL,A57,CUN,2024-01-27T13:30:00+00:00,2024-01-27T14:01:00+00:00,32.0,Flair Airlines,F82100
scheduled,YUL,A60,CUN,2024-01-27T17:15:00+00:00,,10.0,Air Canada Rouge,RV1884
