Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A64,AGP,2024-02-29T20:10:00+00:00,2024-02-29T20:29:00+00:00,20,Air Transat,TS252
landed,YUL,A67,ALG,2024-02-29T15:10:00+00:00,2024-02-29T16:27:00+00:00,78,Air Algerie,AH2701
scheduled,YUL,,ALG,2024-02-29T10:00:00+00:00,2024-02-29T12:06:00+00:00,126,Air Algerie,AH2703
landed,YUL,A56,AMM,2024-02-29T21:50:00+00:00,2024-02-29T22:28:00+00:00,39,Royal Jordanian,RJ272
landed,YUL,C79,ATL,2024-02-29T18:25:00+00:00,2024-02-29T18:57:00+00:00,33,Air Canada,AC8569
landed,YUL,C84,ATL,2024-02-29T07:00:00+00:00,2024-02-29T07:17:00+00:00,17,Delta Air Lines,DL1345
landed,YUL,C84,ATL,2024-02-29T18:40:00+00:00,2024-02-29T19:01:00+00:00,21,Delta Air Lines,DL639
landed,YUL,C86,ATL,2024-02-29T13:44:00+00:00,2024-02-29T13:54:00+00:00,10,Delta Air Lines,DL697
active,YUL,A64,AZS,2024-02-29T15:00:00+00:00,,75,Air Transat,TS974
scheduled,YUL,A51,BOG,2024-02-29T21:45:00+00:00,2024-02-29T23:55:00+00:00,130,Air Canada,AC98
landed,YUL,C73,BOS,2024-02-29T08:15:00+00:00,2024-02-29T09:21:00+00:00,67,Air Canada,AC8604
landed,YUL,C74,BOS,2024-02-29T13:10:00+00:00,2024-02-29T13:27:00+00:00,17,Air Canada,AC8606
landed,YUL,C77,BOS,2024-02-29T16:45:00+00:00,2024-02-29T17:33:00+00:00,49,Air Canada,AC8608
landed,YUL,A63,BRU,2024-02-29T18:50:00+00:00,2024-02-29T20:06:00+00:00,76,Air Canada,AC832
active,YUL,,BTV,2024-02-29T17:45:00+00:00,2024-02-29T17:41:00+00:00,10,empty,
active,YUL,A68,CCC,2024-02-29T16:20:00+00:00,2024-02-29T16:48:00+00:00,29,Air Transat,TS2856
active,YUL,A60,CCC,2024-02-29T06:00:00+00:00,2024-02-29T06:48:00+00:00,49,Sunwing,WG6404
landed,YUL,A55,CDG,2024-02-29T21:25:00+00:00,2024-02-29T21:43:00+00:00,18,Air Canada,AC870
landed,YUL,A65,CDG,2024-02-29T18:10:00+00:00,2024-02-29T18:27:00+00:00,18,Air Canada,AC874
landed,YUL,61,CDG,2024-02-29T17:00:00+00:00,2024-02-29T17:28:00+00:00,28,Air France,AF345
landed,YUL,55,CDG,2024-02-29T19:05:00+00:00,2024-02-29T19:47:00+00:00,43,Air France,AF347
landed,YUL,A66,CDG,2024-02-29T20:20:00+00:00,2024-02-29T20:50:00+00:00,30,Air Transat,TS110
landed,YUL,C79,CLT,2024-02-29T14:15:00+00:00,2024-02-29T14:41:00+00:00,26,American Airlines,AA5029
landed,YUL,C79,CLT,2024-02-29T07:15:00+00:00,2024-02-29T08:07:00+00:00,53,American Airlines,AA5037
landed,YUL,A67,CMN,2024-02-29T18:45:00+00:00,2024-02-29T19:14:00+00:00,29,Air Canada,AC72
landed,YUL,A59,CMN,2024-02-29T20:35:00+00:00,2024-02-29T21:45:00+00:00,70,Royal Air Maroc,AT209
scheduled,YUL,A51,CUN,2024-02-29T08:10:00+00:00,2024-02-29T10:43:00+00:00,154,Air Canada,AC926
landed,YUL,A58,CUN,2024-02-29T13:30:00+00:00,2024-02-29T13:56:00+00:00,26,Flair Airlines,F82100
landed,YUL,A58,CUN,2024-02-29T17:15:00+00:00,2024-02-29T18:03:00+00:00,48,Air Canada Rouge,RV1884
landed,YUL,A66,CUN,2024-02-29T07:20:00+00:00,2024-02-29T08:04:00+00:00,45,Air Transat,TS538
landed,YUL,A64,CUN,2024-02-29T14:25:00+00:00,2024-02-29T15:08:00+00:00,43,Air Transat,TS938
landed,YUL,A59,CUN,2024-02-29T12:15:00+00:00,2024-02-29T12:42:00+00:00,27,Sunwing,WG243
landed,YUL,A66,CUN,2024-02-29T09:30:00+00:00,2024-02-29T09:59:00+00:00,30,Sunwing,WG519
landed,YUL,A61,CUR,2024-02-29T09:15:00+00:00,2024-02-29T09:36:00+00:00,22,Air Canada Rouge,RV1844
landed,YUL,,DCA,2024-02-29T19:50:00+00:00,2024-02-29T20:08:00+00:00,19,Air Canada,AC825
landed,YUL,C85,DCA,2024-02-29T08:30:00+00:00,2024-02-29T09:10:00+00:00,41,Air Canada,AC8821
landed,YUL,C84,DCA,2024-02-29T13:45:00+00:00,2024-02-29T14:19:00+00:00,34,Air Canada,AC8823
scheduled,YUL,C79,DCA,2024-02-29T19:50:00+00:00,,21,Air Canada,AC8825
scheduled,YUL,,DCA,2024-02-29T19:50:00+00:00,,21,Jazz,QK825
landed,YUL,C80,DEN,2024-02-29T08:05:00+00:00,2024-02-29T09:09:00+00:00,64,Air Canada,AC1073
landed,YUL,C85,DFW,2024-02-29T15:50:00+00:00,2024-02-29T16:10:00+00:00,21,American Airlines,AA1964
landed,YUL,C73,DFW,2024-02-29T18:40:00+00:00,2024-02-29T19:17:00+00:00,37,Air Canada,AC8813
landed,YUL,C82,DFW,2024-02-29T15:30:00+00:00,2024-02-29T15:58:00+00:00,29,Sun Country Airlines,SY8702
landed,YUL,A58,DOH,2024-02-29T20:50:00+00:00,2024-02-29T21:47:00+00:00,58,Qatar Airways,QR764
landed,YUL,C81,DTW,2024-02-29T13:05:00+00:00,,160,Air Canada,AC8581
landed,YUL,C86,DTW,2024-02-29T06:00:00+00:00,2024-02-29T06:18:00+00:00,19,Delta Air Lines,DL4869
landed,YUL,C87,DTW,2024-02-29T13:05:00+00:00,2024-02-29T15:43:00+00:00,158,Delta Air Lines,DL4870
landed,YUL,C87,DTW,2024-02-29T17:50:00+00:00,2024-02-29T18:11:00+00:00,21,Delta Air Lines,DL5367
