Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A63,DXB,2024-03-28T10:20:00+00:00,2024-03-28T10:24:00+00:00,5.0,Emirates,EK244
scheduled,YUL,,EWR,2024-03-28T08:15:00+00:00,,41.0,empty,
scheduled,YUL,C87,EWR,2024-03-28T08:15:00+00:00,,21.0,Air Canada,AC8938
landed,YUL,C79,EWR,2024-03-28T13:05:00+00:00,2024-03-28T13:24:00+00:00,19.0,Air Canada,AC8940
landed,YUL,C88,EWR,2024-03-28T15:05:00+00:00,2024-03-28T15:53:00+00:00,49.0,Air Canada,AC8942
landed,YUL,C87,EWR,2024-03-28T20:00:00+00:00,2024-03-28T20:25:00+00:00,25.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-03-28T08:15:00+00:00,2024-03-28T09:08:00+00:00,21.0,Air Canada,AC938
,YUL,,EWR,2024-03-28T20:01:00+00:00,,23.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-03-28T08:15:00+00:00,,21.0,Jazz,QK938
landed,YUL,C80,EWR,2024-03-28T07:00:00+00:00,2024-03-28T07:23:00+00:00,24.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-03-28T11:08:00+00:00,2024-03-28T11:19:00+00:00,12.0,United Airlines,UA3680
landed,YUL,A56,FDF,2024-03-28T09:00:00+00:00,2024-03-28T09:10:00+00:00,10.0,Air Canada,AC954
landed,YUL,A68,FDF,2024-03-28T07:00:00+00:00,2024-03-28T07:27:00+00:00,28.0,Air Transat,TS738
landed,YUL,C73,FLL,2024-03-28T08:55:00+00:00,2024-03-28T09:27:00+00:00,33.0,Air Canada,AC1002
landed,YUL,C73,FLL,2024-03-28T14:10:00+00:00,2024-03-28T14:45:00+00:00,36.0,Air Canada,AC1004
scheduled,YUL,C58,FLL,2024-03-28T14:55:00+00:00,2024-03-28T18:30:00+00:00,216.0,Flair Airlines,F81100
active,YUL,,FLL,2024-03-28T18:00:00+00:00,,,Starlink Aviation,Q4557
landed,YUL,C75,FLL,2024-03-28T07:40:00+00:00,2024-03-28T07:51:00+00:00,12.0,Air Canada Rouge,RV1600
landed,YUL,C74,FLL,2024-03-28T16:20:00+00:00,2024-03-28T17:16:00+00:00,56.0,Air Canada Rouge,RV1606
landed,YUL,C79,FLL,2024-03-28T06:30:00+00:00,2024-03-28T06:52:00+00:00,23.0,Air Transat,TS844
scheduled,YUL,C77,FLL,2024-03-28T16:25:00+00:00,2024-03-28T17:29:00+00:00,64.0,Air Transat,TS846
landed,YUL,A52,FRA,2024-03-28T19:05:00+00:00,2024-03-28T19:44:00+00:00,40.0,Air Canada,AC844
landed,YUL,A64,GRU,2024-03-28T21:25:00+00:00,2024-03-28T22:00:00+00:00,35.0,Air Canada,AC96
landed,YUL,A56,GUA,2024-03-28T23:02:00+00:00,2024-03-28T23:26:00+00:00,25.0,Flair Airlines,F87201
landed,YUL,A59,GVA,2024-03-28T21:25:00+00:00,2024-03-28T21:41:00+00:00,17.0,Air Canada,AC884
scheduled,YUL,A67,HOG,2024-03-28T15:10:00+00:00,2024-03-28T15:22:00+00:00,12.0,Air Transat,TS358
scheduled,YUL,A59,HOG,2024-03-28T07:00:00+00:00,2024-03-28T07:19:00+00:00,19.0,Sunwing,WG6450
active,YUL,,HPN,2024-03-28T20:00:00+00:00,2024-03-28T18:37:00+00:00,,Starlink Aviation,Q4300
landed,YUL,,IAD,2024-03-28T16:00:00+00:00,2024-03-28T16:42:00+00:00,43.0,Vista America,
landed,YUL,C76,IAD,2024-03-28T13:05:00+00:00,2024-03-28T13:20:00+00:00,16.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-03-28T09:15:00+00:00,2024-03-28T09:31:00+00:00,17.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-03-28T18:30:00+00:00,2024-03-28T19:08:00+00:00,39.0,United Airlines,UA3574
cancelled,YUL,C76,IAH,2024-03-28T09:50:00+00:00,,10.0,Air Canada,AC581
active,YUL,C75,JFK,2024-03-28T18:55:00+00:00,,30.0,Air Canada,AC8898
landed,YUL,,JFK,2024-03-28T18:55:00+00:00,2024-03-28T19:24:00+00:00,30.0,Air Canada,AC898
landed,YUL,C86,JFK,2024-03-28T18:35:00+00:00,2024-03-28T19:11:00+00:00,37.0,Delta Air Lines,DL5151
landed,YUL,C84,JFK,2024-03-28T12:05:00+00:00,2024-03-28T13:00:00+00:00,55.0,Delta Air Lines,DL5425
scheduled,YUL,,JFK,2024-03-28T18:55:00+00:00,,21.0,Jazz,QK898
cancelled,YUL,,KEF,2024-03-28T17:17:00+00:00,,,empty,
landed,YUL,C76,LAS,2024-03-28T08:00:00+00:00,2024-03-28T08:10:00+00:00,10.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-28T17:35:00+00:00,2024-03-28T18:09:00+00:00,35.0,Air Canada,AC781
