Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C88,JFK,2024-03-03T17:55:00+00:00,2024-03-03T18:13:00+00:00,19.0,Delta Air Lines,DL5151
unknown,YUL,,JFK,2024-03-03T18:55:00+00:00,,,Jazz,QK898
landed,YUL,C85,LAS,2024-03-03T08:00:00+00:00,2024-03-03T09:06:00+00:00,67.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-03T17:35:00+00:00,2024-03-03T18:18:00+00:00,44.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-03-03T20:00:00+00:00,,,empty,
landed,YUL,C83,LGA,2024-03-03T07:15:00+00:00,2024-03-03T07:36:00+00:00,22.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-03-03T10:48:00+00:00,2024-03-03T10:59:00+00:00,12.0,American Airlines,AA4550
landed,YUL,C83,LGA,2024-03-03T17:40:00+00:00,2024-03-03T17:52:00+00:00,13.0,American Airlines,AA4772
landed,YUL,,LGA,2024-03-03T18:40:00+00:00,2024-03-03T19:07:00+00:00,27.0,Air Canada,AC644
landed,YUL,,LGA,2024-03-03T20:00:00+00:00,2024-03-03T20:33:00+00:00,34.0,Air Canada,AC646
cancelled,YUL,C73,LGA,2024-03-03T08:00:00+00:00,,21.0,Air Canada,AC8634
landed,YUL,C77,LGA,2024-03-03T13:15:00+00:00,2024-03-03T13:33:00+00:00,18.0,Air Canada,AC8638
landed,YUL,C80,LGA,2024-03-03T15:20:00+00:00,2024-03-03T15:42:00+00:00,23.0,Air Canada,AC8640
landed,YUL,C79,LGA,2024-03-03T17:30:00+00:00,2024-03-03T17:47:00+00:00,18.0,Air Canada,AC8642
active,YUL,C85,LGA,2024-03-03T18:40:00+00:00,,27.0,Air Canada,AC8644
active,YUL,C84,LGA,2024-03-03T20:00:00+00:00,,21.0,Air Canada,AC8646
landed,YUL,C84,LGA,2024-03-03T10:15:00+00:00,2024-03-03T10:26:00+00:00,12.0,Delta Air Lines,DL4932
landed,YUL,C87,LGA,2024-03-03T18:30:00+00:00,2024-03-03T18:50:00+00:00,20.0,Delta Air Lines,DL5014
landed,YUL,C86,LGA,2024-03-03T06:30:00+00:00,2024-03-03T06:46:00+00:00,16.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-03-03T18:40:00+00:00,,,Jazz,QK644
scheduled,YUL,,LGA,2024-03-03T20:00:00+00:00,,,Jazz,QK646
landed,YUL,A66,LGW,2024-03-03T21:05:00+00:00,2024-03-03T21:54:00+00:00,50.0,Air Transat,TS728
landed,YUL,A58,LHR,2024-03-03T19:20:00+00:00,2024-03-03T19:53:00+00:00,34.0,Air Canada,AC864
landed,YUL,A60,LHR,2024-03-03T20:45:00+00:00,2024-03-03T21:05:00+00:00,20.0,British Airways,BA94
landed,YUL,A64,LIR,2024-03-03T11:00:00+00:00,2024-03-03T11:38:00+00:00,39.0,Air Transat,TS600
landed,YUL,A60,LIS,2024-03-03T21:45:00+00:00,2024-03-03T23:06:00+00:00,82.0,TAP Air Portugal,TP254
landed,YUL,A65,LIS,2024-03-03T20:15:00+00:00,2024-03-03T20:29:00+00:00,15.0,Air Transat,TS680
landed,YUL,A52,LRM,2024-03-03T09:30:00+00:00,2024-03-03T09:47:00+00:00,17.0,Air Canada Rouge,RV1756
landed,YUL,A68,MBJ,2024-03-03T08:15:00+00:00,2024-03-03T09:01:00+00:00,46.0,Air Canada,AC922
landed,YUL,A68,MBJ,2024-03-03T06:45:00+00:00,2024-03-03T07:05:00+00:00,21.0,Air Transat,TS2484
landed,YUL,A61,MBJ,2024-03-03T09:00:00+00:00,2024-03-03T09:24:00+00:00,24.0,Sunwing,WG792
cancelled,YUL,,MCO,2024-03-03T08:10:00+00:00,,10.0,empty,
landed,YUL,C75,MCO,2024-03-03T09:20:00+00:00,2024-03-03T09:40:00+00:00,21.0,Air Canada Rouge,RV1634
diverted,YUL,C75,MCO,2024-03-03T13:30:00+00:00,2024-03-03T13:34:00+00:00,5.0,Air Canada Rouge,RV1636
landed,YUL,C83,MCO,2024-03-03T18:40:00+00:00,2024-03-03T19:19:00+00:00,39.0,Air Canada Rouge,RV1638
landed,YUL,C58,MCO,2024-03-03T06:45:00+00:00,2024-03-03T06:54:00+00:00,9.0,Air Transat,TS820
scheduled,YUL,,MCO,2024-03-03T08:10:00+00:00,,,Lynx Air,Y9661
cancelled,YUL,A58,MEX,2024-03-03T18:55:00+00:00,,,Air Canada,AC995
landed,YUL,A61,MEX,2024-03-03T23:10:00+00:00,2024-03-03T23:53:00+00:00,44.0,Aeromexico,AM637
scheduled,YUL,A59,MEX,2024-03-03T09:03:00+00:00,2024-03-03T11:42:00+00:00,159.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-03-03T07:00:00+00:00,2024-03-03T07:07:00+00:00,7.0,American Airlines,AA1516
landed,YUL,C84,MIA,2024-03-03T08:30:00+00:00,2024-03-03T09:08:00+00:00,39.0,Air Canada,AC1206
landed,YUL,C77,MIA,2024-03-03T18:45:00+00:00,2024-03-03T19:08:00+00:00,24.0,Air Canada,AC1208
landed,YUL,,MIA,2024-03-03T10:30:00+00:00,2024-03-03T13:23:00+00:00,173.0,Air Canada,AC2128
landed,YUL,C84,MIA,2024-03-03T16:10:00+00:00,2024-03-03T16:24:00+00:00,14.0,Air Transat,TS120
landed,YUL,,MMU,2024-03-03T13:35:00+00:00,2024-03-03T13:52:00+00:00,18.0,Airsprint,
landed,YUL,A61,MRS,2024-03-03T20:05:00+00:00,2024-03-03T20:18:00+00:00,14.0,Air Transat,TS434
scheduled,YUL,C74,MSP,2024-03-03T17:45:00+00:00,2024-03-03T18:57:00+00:00,73.0,Air Canada,AC8851
landed,YUL,C87,MSP,2024-03-03T07:00:00+00:00,2024-03-03T07:09:00+00:00,10.0,Delta Air Lines,DL4807
