Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,,AGP,2024-02-25T20:10:00+00:00,2024-02-25T20:34:00+00:00,24.0,Air Transat,TS252
scheduled,YUL,57,AMS,2024-02-25T19:05:00+00:00,2024-02-25T20:32:00+00:00,87.0,KLM,KL672
active,YUL,C84,ATL,2024-02-25T18:25:00+00:00,,25.0,Air Canada,AC8569
landed,YUL,C84,ATL,2024-02-25T07:00:00+00:00,2024-02-25T07:23:00+00:00,24.0,Delta Air Lines,DL1345
active,YUL,C84,ATL,2024-02-25T18:40:00+00:00,,22.0,Delta Air Lines,DL639
active,YUL,C84,ATL,2024-02-25T13:44:00+00:00,2024-02-25T13:52:00+00:00,9.0,Delta Air Lines,DL697
active,YUL,A66,AZS,2024-02-25T15:00:00+00:00,,15.0,Air Transat,TS974
active,YUL,A56,BCN,2024-02-25T18:20:00+00:00,2024-02-25T18:46:00+00:00,27.0,Air Canada,AC822
active,YUL,,BCT,2024-02-25T14:00:00+00:00,,,empty,
scheduled,YUL,A52,BGI,2024-02-25T09:40:00+00:00,,380.0,Air Canada,AC962
landed,YUL,C74,BOS,2024-02-25T08:15:00+00:00,2024-02-25T08:34:00+00:00,20.0,Air Canada,AC8604
active,YUL,C85,BOS,2024-02-25T13:10:00+00:00,,19.0,Air Canada,AC8606
scheduled,YUL,C74,BOS,2024-02-25T16:45:00+00:00,2024-02-25T18:22:00+00:00,97.0,Air Canada,AC8608
scheduled,YUL,A51,BRU,2024-02-25T18:50:00+00:00,2024-02-25T20:25:00+00:00,95.0,Air Canada,AC832
active,YUL,A52,CCC,2024-02-25T15:50:00+00:00,2024-02-25T16:10:00+00:00,21.0,Air Canada Rouge,RV1750
active,YUL,A67,CCC,2024-02-25T16:20:00+00:00,2024-02-25T16:27:00+00:00,7.0,Air Transat,TS856
scheduled,YUL,A63,CCC,2024-02-25T06:50:00+00:00,2024-02-25T07:49:00+00:00,59.0,Sunwing,WG604
landed,YUL,A56,CDG,2024-02-25T21:25:00+00:00,2024-02-25T22:02:00+00:00,38.0,Air Canada,AC870
active,YUL,A59,CDG,2024-02-25T18:10:00+00:00,2024-02-25T18:27:00+00:00,17.0,Air Canada,AC874
active,YUL,A57,CDG,2024-02-25T17:00:00+00:00,2024-02-25T17:19:00+00:00,20.0,Air France,AF345
scheduled,YUL,55,CDG,2024-02-25T19:05:00+00:00,2024-02-25T20:48:00+00:00,103.0,Air France,AF347
active,YUL,,CDG,2024-02-25T20:20:00+00:00,2024-02-25T21:05:00+00:00,46.0,Air Transat,TS110
active,YUL,C81,CLT,2024-02-25T14:15:00+00:00,,82.0,American Airlines,AA5029
landed,YUL,C85,CLT,2024-02-25T07:15:00+00:00,2024-02-25T07:34:00+00:00,20.0,American Airlines,AA5037
active,YUL,A56,CMN,2024-02-25T18:45:00+00:00,2024-02-25T18:58:00+00:00,14.0,Air Canada,AC72
active,YUL,A58,CMN,2024-02-25T09:05:00+00:00,2024-02-25T09:36:00+00:00,31.0,Royal Air Maroc,AT207
scheduled,YUL,,CMN,2024-02-25T20:35:00+00:00,2024-02-25T21:25:00+00:00,50.0,Royal Air Maroc,AT209
scheduled,YUL,,CPR,2024-02-25T17:15:00+00:00,,,Airsprint,
landed,YUL,A55,CUN,2024-02-25T08:10:00+00:00,,279.0,Air Canada,AC926
active,YUL,A59,CUN,2024-02-25T13:30:00+00:00,2024-02-25T14:05:00+00:00,36.0,Flair Airlines,F82100
active,YUL,A60,CUN,2024-02-25T17:15:00+00:00,,78.0,Air Canada Rouge,RV1884
active,YUL,A66,CUN,2024-02-25T07:20:00+00:00,2024-02-25T07:50:00+00:00,30.0,Air Transat,TS538
active,YUL,A68,CUN,2024-02-25T14:05:00+00:00,2024-02-25T14:21:00+00:00,17.0,Air Transat,TS938
landed,YUL,A51,CUN,2024-02-25T06:00:00+00:00,2024-02-25T06:27:00+00:00,28.0,Sunwing,WG2743
active,YUL,A61,CUN,2024-02-25T09:30:00+00:00,2024-02-25T10:01:00+00:00,31.0,Sunwing,WG537
active,YUL,A59,CUR,2024-02-25T09:15:00+00:00,2024-02-25T09:22:00+00:00,8.0,Air Canada Rouge,RV1844
landed,YUL,C86,DCA,2024-02-25T08:30:00+00:00,2024-02-25T08:46:00+00:00,17.0,Air Canada,AC8821
active,YUL,C82,DCA,2024-02-25T13:45:00+00:00,,15.0,Air Canada,AC8823
active,YUL,C88,DCA,2024-02-25T19:50:00+00:00,,39.0,Air Canada,AC8825
landed,YUL,A58,DEL,2024-02-25T20:30:00+00:00,2024-02-25T20:46:00+00:00,17.0,Air Canada,AC50
active,YUL,C77,DEN,2024-02-25T08:05:00+00:00,2024-02-25T08:31:00+00:00,26.0,Air Canada,AC1073
active,YUL,C81,DFW,2024-02-25T15:50:00+00:00,,70.0,American Airlines,AA1964
active,YUL,C83,DFW,2024-02-25T18:40:00+00:00,2024-02-25T18:40:00+00:00,21.0,Air Canada,AC8813
landed,YUL,A61,DOH,2024-02-25T20:50:00+00:00,2024-02-25T21:32:00+00:00,43.0,Qatar Airways,QR764
active,YUL,C89,DTW,2024-02-25T13:05:00+00:00,,25.0,Air Canada,AC8581
