Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C84,EWR,2024-02-06T07:00:00+00:00,2024-02-06T08:40:00+00:00,101,United Airlines,UA3606
landed,YUL,A67,FDF,2024-02-06T07:00:00+00:00,2024-02-06T07:25:00+00:00,26,Air Transat,TS738
landed,YUL,C56,FLL,2024-02-06T08:55:00+00:00,2024-02-06T09:35:00+00:00,41,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-06T13:35:00+00:00,2024-02-06T13:50:00+00:00,16,Air Canada,AC1004
scheduled,YUL,C77,FLL,2024-02-06T14:55:00+00:00,2024-02-06T19:03:00+00:00,248,Flair Airlines,F81100
landed,YUL,C75,FLL,2024-02-06T07:40:00+00:00,2024-02-06T08:08:00+00:00,29,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-06T16:20:00+00:00,2024-02-06T16:34:00+00:00,14,Air Canada Rouge,RV1606
landed,YUL,C76,FLL,2024-02-06T06:30:00+00:00,2024-02-06T07:11:00+00:00,42,Air Transat,TS2844
landed,YUL,A68,FRA,2024-02-06T18:05:00+00:00,2024-02-06T18:26:00+00:00,21,Air Canada,AC844
scheduled,YUL,A55,GVA,2024-02-06T20:25:00+00:00,2024-02-07T00:52:00+00:00,267,Air Canada,AC884
active,YUL,A51,HOG,2024-02-06T09:10:00+00:00,2024-02-06T09:46:00+00:00,37,Air Canada Rouge,RV1762
active,YUL,A60,HOG,2024-02-06T15:10:00+00:00,2024-02-06T15:20:00+00:00,10,Air Transat,TS358
active,YUL,A61,HOG,2024-02-06T07:00:00+00:00,2024-02-06T07:30:00+00:00,30,Sunwing,WG6244
landed,YUL,C88,IAD,2024-02-06T13:05:00+00:00,2024-02-06T13:16:00+00:00,12,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-06T18:30:00+00:00,2024-02-06T18:40:00+00:00,11,United Airlines,UA3458
landed,YUL,C80,IAD,2024-02-06T09:15:00+00:00,2024-02-06T10:02:00+00:00,47,United Airlines,UA3590
landed,YUL,C75,IAH,2024-02-06T09:50:00+00:00,2024-02-06T10:00:00+00:00,11,Air Canada,AC581
scheduled,YUL,C82,JFK,2024-02-06T18:55:00+00:00,,21,Air Canada,AC8898
landed,YUL,,JFK,2024-02-06T18:55:00+00:00,2024-02-06T19:10:00+00:00,15,Air Canada,AC898
landed,YUL,C86,JFK,2024-02-06T12:20:00+00:00,2024-02-06T12:32:00+00:00,12,Delta Air Lines,DL5088
landed,YUL,C87,JFK,2024-02-06T17:55:00+00:00,2024-02-06T18:03:00+00:00,9,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-06T18:55:00+00:00,,21,Jazz,QK898
landed,YUL,C86,LAS,2024-02-06T08:00:00+00:00,2024-02-06T08:53:00+00:00,54,Air Canada Rouge,RV1707
scheduled,YUL,C56,LAX,2024-02-06T17:35:00+00:00,2024-02-06T20:15:00+00:00,161,Air Canada,AC781
landed,YUL,C79,LGA,2024-02-06T07:19:00+00:00,2024-02-06T07:39:00+00:00,20,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-06T10:45:00+00:00,2024-02-06T10:46:00+00:00,1,American Airlines,AA4550
landed,YUL,C81,LGA,2024-02-06T17:33:00+00:00,2024-02-06T17:43:00+00:00,10,American Airlines,AA4772
landed,YUL,,LGA,2024-02-06T18:40:00+00:00,2024-02-06T18:46:00+00:00,7,Air Canada,AC644
landed,YUL,,LGA,2024-02-06T20:00:00+00:00,2024-02-06T20:10:00+00:00,11,Air Canada,AC646
landed,YUL,C74,LGA,2024-02-06T08:00:00+00:00,2024-02-06T08:28:00+00:00,29,Air Canada,AC8634
landed,YUL,C82,LGA,2024-02-06T13:15:00+00:00,2024-02-06T13:28:00+00:00,13,Air Canada,AC8638
landed,YUL,C76,LGA,2024-02-06T15:20:00+00:00,2024-02-06T15:34:00+00:00,15,Air Canada,AC8640
landed,YUL,C74,LGA,2024-02-06T17:30:00+00:00,2024-02-06T17:37:00+00:00,7,Air Canada,AC8642
active,YUL,C73,LGA,2024-02-06T18:40:00+00:00,,6,Air Canada,AC8644
active,YUL,C77,LGA,2024-02-06T20:00:00+00:00,,10,Air Canada,AC8646
landed,YUL,C87,LGA,2024-02-06T10:15:00+00:00,2024-02-06T10:32:00+00:00,18,Delta Air Lines,DL4932
landed,YUL,C88,LGA,2024-02-06T18:30:00+00:00,2024-02-06T18:43:00+00:00,14,Delta Air Lines,DL5014
landed,YUL,C86,LGA,2024-02-06T06:30:00+00:00,2024-02-06T06:54:00+00:00,24,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-06T18:40:00+00:00,,21,Jazz,QK644
scheduled,YUL,,LGA,2024-02-06T20:00:00+00:00,,21,Jazz,QK646
landed,YUL,A66,LGW,2024-02-06T21:05:00+00:00,2024-02-06T21:15:00+00:00,11,Air Transat,TS728
landed,YUL,A60,LHR,2024-02-06T19:40:00+00:00,2024-02-06T20:12:00+00:00,32,Air Canada,AC864
