Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,C76,EWR,2024-02-05T20:00:00+00:00,,21.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-02-05T20:00:00+00:00,2024-02-05T20:31:00+00:00,21.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-05T20:00:00+00:00,,21.0,Jazz,QK946
landed,YUL,C80,EWR,2024-02-05T11:08:00+00:00,2024-02-05T11:21:00+00:00,14.0,United Airlines,UA3451
landed,YUL,C82,EWR,2024-02-05T07:00:00+00:00,2024-02-05T07:41:00+00:00,42.0,United Airlines,UA3606
landed,YUL,A50,FDF,2024-02-05T09:00:00+00:00,2024-02-05T09:22:00+00:00,22.0,Air Canada,AC954
landed,YUL,C56,FLL,2024-02-05T08:55:00+00:00,2024-02-05T09:43:00+00:00,48.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-05T13:35:00+00:00,2024-02-05T13:45:00+00:00,11.0,Air Canada,AC1004
scheduled,YUL,C82,FLL,2024-02-05T15:50:00+00:00,2024-02-05T19:53:00+00:00,243.0,Flair Airlines,F81100
landed,YUL,C77,FLL,2024-02-05T07:40:00+00:00,2024-02-05T08:10:00+00:00,30.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-05T16:20:00+00:00,2024-02-05T16:38:00+00:00,18.0,Air Canada Rouge,RV1606
landed,YUL,C85,FLL,2024-02-05T06:30:00+00:00,2024-02-05T07:19:00+00:00,50.0,Air Transat,TS844
landed,YUL,A60,FRA,2024-02-05T18:05:00+00:00,2024-02-05T18:31:00+00:00,26.0,Air Canada,AC844
landed,YUL,A63,GUA,2024-02-05T23:51:00+00:00,2024-02-06T00:09:00+00:00,18.0,Flair Airlines,F87201
landed,YUL,A68,HAV,2024-02-05T18:30:00+00:00,2024-02-05T18:32:00+00:00,3.0,Air Transat,TS554
active,YUL,A65,HOG,2024-02-05T07:00:00+00:00,2024-02-05T07:36:00+00:00,36.0,Sunwing,WG6146
landed,YUL,,HPN,2024-02-05T14:30:00+00:00,2024-02-05T14:22:00+00:00,,Airsprint,
landed,YUL,,IAD,2024-02-05T14:00:00+00:00,2024-02-05T14:23:00+00:00,24.0,Air Canada,AC7041
scheduled,YUL,C84,IAD,2024-02-05T13:05:00+00:00,2024-02-05T15:29:00+00:00,145.0,Air Canada,AC8723
landed,YUL,C84,IAD,2024-02-05T18:30:00+00:00,2024-02-05T18:43:00+00:00,13.0,United Airlines,UA3458
landed,YUL,C82,IAD,2024-02-05T09:15:00+00:00,2024-02-05T09:52:00+00:00,38.0,United Airlines,UA3590
landed,YUL,C77,IAH,2024-02-05T09:50:00+00:00,2024-02-05T10:11:00+00:00,22.0,Air Canada,AC581
scheduled,YUL,,JFK,2024-02-05T18:55:00+00:00,,30.0,empty,
active,YUL,C73,JFK,2024-02-05T18:55:00+00:00,,29.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-05T18:55:00+00:00,2024-02-05T19:24:00+00:00,30.0,Air Canada,AC898
landed,YUL,C86,JFK,2024-02-05T12:20:00+00:00,2024-02-05T12:29:00+00:00,9.0,Delta Air Lines,DL5088
landed,YUL,C85,JFK,2024-02-05T17:55:00+00:00,2024-02-05T18:09:00+00:00,14.0,Delta Air Lines,DL5128
scheduled,YUL,,JFK,2024-02-05T18:55:00+00:00,,,Jazz,QK898
landed,YUL,C75,LAS,2024-02-05T08:00:00+00:00,2024-02-05T08:36:00+00:00,36.0,Air Canada Rouge,RV1707
landed,YUL,C83,LAS,2024-02-05T19:35:00+00:00,2024-02-05T19:45:00+00:00,10.0,Air Canada Rouge,RV1709
landed,YUL,C81,LAS,2024-02-05T09:15:00+00:00,2024-02-05T09:27:00+00:00,13.0,Lynx Air,Y9612
landed,YUL,C58,LAX,2024-02-05T17:35:00+00:00,2024-02-05T18:06:00+00:00,31.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-02-05T18:40:00+00:00,,,empty,
landed,YUL,C83,LGA,2024-02-05T07:19:00+00:00,2024-02-05T07:49:00+00:00,30.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-05T10:45:00+00:00,2024-02-05T10:56:00+00:00,11.0,American Airlines,AA4550
landed,YUL,C79,LGA,2024-02-05T17:33:00+00:00,2024-02-05T17:40:00+00:00,7.0,American Airlines,AA4772
landed,YUL,,LGA,2024-02-05T18:40:00+00:00,2024-02-05T18:53:00+00:00,14.0,Air Canada,AC644
scheduled,YUL,,LGA,2024-02-05T20:00:00+00:00,2024-02-05T20:14:00+00:00,21.0,Air Canada,AC646
