Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,A64,DOH,2024-04-18T21:35:00+00:00,2024-04-18T21:54:00+00:00,19,Qatar Airways,QR764
landed,YUL,C73,DTW,2024-04-18T13:00:00+00:00,2024-04-18T13:04:00+00:00,4,Air Canada,AC8581
landed,YUL,C84,DTW,2024-04-18T13:02:00+00:00,2024-04-18T13:30:00+00:00,29,Delta Air Lines,DL3661
landed,YUL,C84,DTW,2024-04-18T17:17:00+00:00,2024-04-18T18:02:00+00:00,45,Delta Air Lines,DL4906
landed,YUL,C88,DTW,2024-04-18T07:10:00+00:00,2024-04-18T07:16:00+00:00,7,Delta Air Lines,DL4933
scheduled,YUL,A63,DXB,2024-04-18T10:20:00+00:00,2024-04-18T11:39:00+00:00,79,Emirates,EK244
scheduled,YUL,,EWR,2024-04-18T20:01:00+00:00,,45,empty,
landed,YUL,C80,EWR,2024-04-18T08:15:00+00:00,2024-04-18T08:26:00+00:00,12,Air Canada,AC8938
landed,YUL,C79,EWR,2024-04-18T13:10:00+00:00,2024-04-18T13:38:00+00:00,28,Air Canada,AC8940
landed,YUL,C73,EWR,2024-04-18T15:10:00+00:00,2024-04-18T16:16:00+00:00,67,Air Canada,AC8942
scheduled,YUL,C80,EWR,2024-04-18T20:00:00+00:00,,56,Air Canada,AC8946
landed,YUL,,EWR,2024-04-18T20:01:00+00:00,2024-04-18T20:56:00+00:00,55,Air Canada,AC946
active,YUL,,EWR,2024-04-18T20:01:00+00:00,,40,Jazz,QK946
landed,YUL,C82,EWR,2024-04-18T06:00:00+00:00,2024-04-18T06:37:00+00:00,38,United Airlines,UA3456
landed,YUL,C80,EWR,2024-04-18T18:30:00+00:00,2024-04-18T19:41:00+00:00,72,United Airlines,UA3626
landed,YUL,C84,EWR,2024-04-18T11:00:00+00:00,2024-04-18T11:16:00+00:00,17,United Airlines,UA3680
landed,YUL,A51,FCO,2024-04-18T19:30:00+00:00,2024-04-18T19:53:00+00:00,24,Air Canada,AC892
landed,YUL,A67,FDF,2024-04-18T09:00:00+00:00,2024-04-18T09:21:00+00:00,21,Air Canada,AC954
landed,YUL,A67,FDF,2024-04-18T07:00:00+00:00,2024-04-18T07:05:00+00:00,6,Air Transat,TS738
landed,YUL,C56,FLL,2024-04-18T08:55:00+00:00,2024-04-18T09:09:00+00:00,14,Air Canada,AC1002
landed,YUL,C56,FLL,2024-04-18T14:10:00+00:00,2024-04-18T14:24:00+00:00,14,Air Canada,AC1004
landed,YUL,C83,FLL,2024-04-18T11:10:00+00:00,2024-04-18T11:35:00+00:00,26,Flair Airlines,F81100
landed,YUL,C76,FLL,2024-04-18T07:45:00+00:00,2024-04-18T08:03:00+00:00,19,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-04-18T16:20:00+00:00,2024-04-18T16:29:00+00:00,9,Air Canada Rouge,RV1606
landed,YUL,C56,FLL,2024-04-18T06:30:00+00:00,2024-04-18T06:34:00+00:00,4,Air Transat,TS844
landed,YUL,C83,FLL,2024-04-18T16:25:00+00:00,2024-04-18T17:04:00+00:00,39,Air Transat,TS846
landed,YUL,A58,FRA,2024-04-18T18:45:00+00:00,2024-04-18T19:21:00+00:00,36,Air Canada,AC844
landed,YUL,A61,FRA,2024-04-18T18:00:00+00:00,2024-04-18T18:19:00+00:00,20,Lufthansa,LH479
scheduled,YUL,,GCM,2024-04-18T14:00:00+00:00,2024-04-18T14:56:00+00:00,57,VistaJet,
landed,YUL,,GUA,2024-04-18T21:00:00+00:00,2024-04-18T21:27:00+00:00,28,Sunwing,WG9854
landed,YUL,A67,GVA,2024-04-18T20:20:00+00:00,2024-04-18T20:53:00+00:00,33,Air Canada,AC884
active,YUL,A61,HOG,2024-04-18T15:10:00+00:00,2024-04-18T15:49:00+00:00,39,Air Transat,TS358
scheduled,YUL,A61,HOG,2024-04-18T07:00:00+00:00,2024-04-18T08:07:00+00:00,68,Sunwing,WG6450
landed,YUL,C73,IAD,2024-04-18T18:35:00+00:00,2024-04-18T18:57:00+00:00,23,Air Canada,AC8725
landed,YUL,C80,IAD,2024-04-18T13:57:00+00:00,2024-04-18T14:17:00+00:00,20,United Airlines,UA3414
landed,YUL,C86,IAD,2024-04-18T09:30:00+00:00,2024-04-18T09:46:00+00:00,16,United Airlines,UA3590
landed,YUL,C77,IAH,2024-04-18T09:50:00+00:00,2024-04-18T10:00:00+00:00,11,Air Canada,AC581
landed,YUL,C81,JFK,2024-04-18T19:30:00+00:00,2024-04-18T19:50:00+00:00,20,Air Canada,AC8898
landed,YUL,C84,JFK,2024-04-18T18:35:00+00:00,2024-04-18T19:03:00+00:00,28,Delta Air Lines,DL5151
landed,YUL,C86,JFK,2024-04-18T12:01:00+00:00,2024-04-18T12:26:00+00:00,25,Delta Air Lines,DL5398
