Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A65,AGP,2024-02-08T20:10:00+00:00,2024-02-08T20:34:00+00:00,24,Air Transat,TS252
active,YUL,A64,AMM,2024-02-08T21:50:00+00:00,2024-02-08T21:55:00+00:00,6,Royal Jordanian,RJ272
landed,YUL,C76,ATL,2024-02-08T18:25:00+00:00,2024-02-08T18:34:00+00:00,9,Air Canada,AC8569
landed,YUL,C86,ATL,2024-02-08T07:00:00+00:00,2024-02-08T07:23:00+00:00,23,Delta Air Lines,DL1345
landed,YUL,C84,ATL,2024-02-08T15:16:00+00:00,2024-02-08T15:19:00+00:00,4,Delta Air Lines,DL697
active,YUL,,BED,2024-02-08T17:45:00+00:00,2024-02-08T18:16:00+00:00,31,Air Canada,AC7080
landed,YUL,A60,BOG,2024-02-08T21:45:00+00:00,2024-02-08T22:53:00+00:00,69,Air Canada,AC98
landed,YUL,C77,BOS,2024-02-08T08:15:00+00:00,2024-02-08T08:58:00+00:00,43,Air Canada,AC8604
landed,YUL,C76,BOS,2024-02-08T13:10:00+00:00,2024-02-08T13:17:00+00:00,7,Air Canada,AC8606
landed,YUL,C76,BOS,2024-02-08T16:45:00+00:00,2024-02-08T16:51:00+00:00,6,Air Canada,AC8608
landed,YUL,A52,BRU,2024-02-08T18:50:00+00:00,2024-02-08T19:11:00+00:00,22,Air Canada,AC832
active,YUL,A66,CCC,2024-02-08T16:20:00+00:00,2024-02-08T16:57:00+00:00,37,Air Transat,TS856
active,YUL,A63,CCC,2024-02-08T06:00:00+00:00,2024-02-08T06:08:00+00:00,9,Sunwing,WG6404
landed,YUL,A63,CDG,2024-02-08T21:25:00+00:00,2024-02-08T21:42:00+00:00,17,Air Canada,AC870
landed,YUL,A57,CDG,2024-02-08T17:00:00+00:00,2024-02-08T17:03:00+00:00,4,Air France,AF345
landed,YUL,55,CDG,2024-02-08T19:05:00+00:00,2024-02-08T19:17:00+00:00,13,Air France,AF347
landed,YUL,A67,CDG,2024-02-08T20:20:00+00:00,2024-02-08T20:37:00+00:00,18,Air Transat,TS110
diverted,YUL,C88,CLT,2024-02-08T14:15:00+00:00,2024-02-08T14:23:00+00:00,9,American Airlines,AA5029
landed,YUL,C83,CLT,2024-02-08T07:16:00+00:00,2024-02-08T07:52:00+00:00,37,American Airlines,AA5037
diverted,YUL,A58,CMN,2024-02-08T18:45:00+00:00,2024-02-08T19:19:00+00:00,35,Air Canada,AC72
landed,YUL,A60,CMN,2024-02-08T20:35:00+00:00,2024-02-08T20:59:00+00:00,25,Royal Air Maroc,AT209
landed,YUL,A52,CUN,2024-02-08T08:10:00+00:00,2024-02-08T08:49:00+00:00,40,Air Canada,AC926
landed,YUL,A64,CUN,2024-02-08T13:30:00+00:00,2024-02-08T13:47:00+00:00,18,Flair Airlines,F82100
scheduled,YUL,A60,CUN,2024-02-08T17:15:00+00:00,2024-02-08T18:48:00+00:00,93,Air Canada Rouge,RV1884
landed,YUL,A60,CUN,2024-02-08T07:20:00+00:00,2024-02-08T07:48:00+00:00,28,Air Transat,TS538
landed,YUL,A68,CUN,2024-02-08T14:25:00+00:00,2024-02-08T14:44:00+00:00,20,Air Transat,TS938
landed,YUL,A59,CUN,2024-02-08T12:15:00+00:00,2024-02-08T12:24:00+00:00,10,Sunwing,WG243
active,YUL,A68,CUN,2024-02-08T09:30:00+00:00,,23,Sunwing,WG519
scheduled,YUL,A58,CUR,2024-02-08T09:15:00+00:00,2024-02-08T12:52:00+00:00,217,Air Canada Rouge,RV1844
landed,YUL,C83,DCA,2024-02-08T08:30:00+00:00,2024-02-08T08:45:00+00:00,16,Air Canada,AC8821
landed,YUL,C73,DCA,2024-02-08T13:45:00+00:00,2024-02-08T13:52:00+00:00,7,Air Canada,AC8823
landed,YUL,C81,DCA,2024-02-08T19:50:00+00:00,2024-02-08T19:55:00+00:00,5,Air Canada,AC8825
landed,YUL,C81,DEN,2024-02-08T08:05:00+00:00,2024-02-08T09:05:00+00:00,61,Air Canada,AC1073
landed,YUL,C73,DFW,2024-02-08T18:40:00+00:00,2024-02-08T19:04:00+00:00,25,Air Canada,AC8813
landed,YUL,A58,DOH,2024-02-08T20:50:00+00:00,2024-02-08T21:29:00+00:00,40,Qatar Airways,QR764
landed,YUL,C87,DTW,2024-02-08T13:05:00+00:00,2024-02-08T13:07:00+00:00,2,Air Canada,AC8581
