Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A68,AMM,2024-03-04T21:50:00+00:00,2024-03-04T22:01:00+00:00,11,Royal Jordanian,RJ272
landed,YUL,A61,AMS,2024-03-04T19:05:00+00:00,2024-03-04T19:17:00+00:00,12,KLM,KL672
landed,YUL,C81,ATL,2024-03-04T18:25:00+00:00,2024-03-04T18:37:00+00:00,13,Air Canada,AC8569
landed,YUL,C84,ATL,2024-03-04T07:00:00+00:00,2024-03-04T07:17:00+00:00,17,Delta Air Lines,DL1345
landed,YUL,C82,ATL,2024-03-04T18:40:00+00:00,2024-03-04T19:19:00+00:00,39,Delta Air Lines,DL639
landed,YUL,C84,ATL,2024-03-04T13:44:00+00:00,2024-03-04T14:42:00+00:00,58,Delta Air Lines,DL697
landed,YUL,A52,BCN,2024-03-04T18:00:00+00:00,2024-03-04T18:33:00+00:00,34,Air Canada,AC822
landed,YUL,A56,BGI,2024-03-04T09:40:00+00:00,2024-03-04T10:06:00+00:00,26,Air Canada,AC962
landed,YUL,C81,BOS,2024-03-04T08:15:00+00:00,2024-03-04T08:27:00+00:00,13,Air Canada,AC748
scheduled,YUL,C76,BOS,2024-03-04T16:45:00+00:00,2024-03-04T18:39:00+00:00,114,Air Canada,AC752
landed,YUL,A68,BRU,2024-03-04T18:50:00+00:00,2024-03-04T19:49:00+00:00,59,Air Canada,AC832
active,YUL,A67,CCC,2024-03-04T17:00:00+00:00,2024-03-04T17:03:00+00:00,3,Air Transat,TS856
active,YUL,A59,CCC,2024-03-04T06:00:00+00:00,2024-03-04T06:20:00+00:00,20,Sunwing,WG6106
landed,YUL,A66,CDG,2024-03-04T21:25:00+00:00,2024-03-04T22:05:00+00:00,41,Air Canada,AC870
landed,YUL,A60,CDG,2024-03-04T18:10:00+00:00,2024-03-04T18:26:00+00:00,17,Air Canada,AC874
landed,YUL,A55,CDG,2024-03-04T17:00:00+00:00,2024-03-04T17:11:00+00:00,12,Air France,AF345
landed,YUL,A63,CDG,2024-03-04T19:05:00+00:00,2024-03-04T19:13:00+00:00,9,Air France,AF347
landed,YUL,A64,CDG,2024-03-04T20:20:00+00:00,2024-03-04T20:31:00+00:00,11,Air Transat,TS110
landed,YUL,C79,CLT,2024-03-04T14:15:00+00:00,2024-03-04T15:12:00+00:00,57,American Airlines,AA5029
active,YUL,C83,CLT,2024-03-04T07:15:00+00:00,,365,American Airlines,AA5037
landed,YUL,,CMN,2024-03-04T18:45:00+00:00,2024-03-04T19:27:00+00:00,42,Air Canada,AC2172
landed,YUL,A58,CMN,2024-03-04T20:35:00+00:00,2024-03-04T21:38:00+00:00,63,Royal Air Maroc,AT209
landed,YUL,A67,CTG,2024-03-04T09:50:00+00:00,2024-03-04T10:21:00+00:00,32,Air Transat,TS198
active,YUL,A52,CUN,2024-03-04T08:10:00+00:00,,350,Air Canada,AC926
landed,YUL,A59,CUN,2024-03-04T13:30:00+00:00,2024-03-04T13:44:00+00:00,15,Flair Airlines,F82100
landed,YUL,A65,CUN,2024-03-04T17:15:00+00:00,2024-03-04T17:38:00+00:00,24,Air Canada Rouge,RV1884
scheduled,YUL,A52,CUN,2024-03-04T07:20:00+00:00,2024-03-04T09:00:00+00:00,100,Air Transat,TS2538
landed,YUL,A67,CUN,2024-03-04T14:25:00+00:00,2024-03-04T14:46:00+00:00,22,Air Transat,TS938
landed,YUL,A65,CUN,2024-03-04T09:30:00+00:00,2024-03-04T09:36:00+00:00,6,Sunwing,WG5163
landed,YUL,A66,CUN,2024-03-04T16:00:00+00:00,2024-03-04T16:20:00+00:00,21,Sunwing,WG517
landed,YUL,C77,CVG,2024-03-04T11:00:00+00:00,2024-03-04T11:42:00+00:00,42,Avelo Airlines,XP8502
landed,YUL,A61,CZM,2024-03-04T09:30:00+00:00,2024-03-04T09:29:00+00:00,10,Air Canada Rouge,RV1748
landed,YUL,,DCA,2024-03-04T19:50:00+00:00,2024-03-04T20:04:00+00:00,14,Air Canada,AC825
landed,YUL,C80,DCA,2024-03-04T08:30:00+00:00,2024-03-04T08:57:00+00:00,27,Air Canada,AC8821
landed,YUL,C73,DCA,2024-03-04T13:45:00+00:00,2024-03-04T14:19:00+00:00,34,Air Canada,AC8823
scheduled,YUL,C88,DCA,2024-03-04T19:50:00+00:00,,21,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-04T19:50:00+00:00,,21,Jazz,QK825
landed,YUL,A60,DEL,2024-03-04T20:30:00+00:00,2024-03-04T21:17:00+00:00,47,Air Canada,AC50
landed,YUL,C76,DEN,2024-03-04T08:05:00+00:00,2024-03-04T08:38:00+00:00,34,Air Canada,AC1073
landed,YUL,C81,DFW,2024-03-04T15:50:00+00:00,2024-03-04T15:58:00+00:00,9,American Airlines,AA1964
landed,YUL,C76,DFW,2024-03-04T18:40:00+00:00,2024-03-04T20:02:00+00:00,83,Air Canada,AC1071
cancelled,YUL,A63,DOH,2024-03-04T20:50:00+00:00,,10,Qatar Airways,QR764
landed,YUL,C89,DTW,2024-03-04T13:05:00+00:00,2024-03-04T13:10:00+00:00,5,Air Canada,AC8581
scheduled,YUL,C88,DTW,2024-03-04T06:00:00+00:00,2024-03-04T08:21:00+00:00,142,Delta Air Lines,DL4869
landed,YUL,C84,DTW,2024-03-04T13:05:00+00:00,2024-03-04T13:17:00+00:00,13,Delta Air Lines,DL4870
landed,YUL,C86,DTW,2024-03-04T17:50:00+00:00,2024-03-04T18:06:00+00:00,17,Delta Air Lines,DL5367
