Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C73,EWR,2024-02-09T15:05:00+00:00,2024-02-09T15:26:00+00:00,21,Air Canada,AC8942
scheduled,YUL,C88,EWR,2024-02-09T20:00:00+00:00,,21,Air Canada,AC8946
scheduled,YUL,,EWR,2024-02-09T20:00:00+00:00,2024-02-09T20:11:00+00:00,21,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-09T20:00:00+00:00,,21,Jazz,QK946
landed,YUL,C80,EWR,2024-02-09T11:08:00+00:00,2024-02-09T11:18:00+00:00,11,United Airlines,UA3451
landed,YUL,C80,EWR,2024-02-09T07:00:00+00:00,2024-02-09T07:10:00+00:00,11,United Airlines,UA3606
landed,YUL,A55,FCO,2024-02-09T20:55:00+00:00,2024-02-09T21:09:00+00:00,15,Air Canada,AC892
landed,YUL,A68,FDF,2024-02-09T09:00:00+00:00,2024-02-09T09:10:00+00:00,10,Air Canada,AC954
landed,YUL,C73,FLL,2024-02-09T08:55:00+00:00,2024-02-09T09:05:00+00:00,10,Air Canada,AC1002
landed,YUL,C58,FLL,2024-02-09T13:35:00+00:00,2024-02-09T14:16:00+00:00,41,Air Canada,AC1004
scheduled,YUL,C85,FLL,2024-02-09T15:50:00+00:00,2024-02-09T17:48:00+00:00,118,Flair Airlines,F81100
landed,YUL,C76,FLL,2024-02-09T07:40:00+00:00,2024-02-09T07:54:00+00:00,15,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-09T16:20:00+00:00,2024-02-09T16:29:00+00:00,9,Air Canada Rouge,RV1606
landed,YUL,C77,FLL,2024-02-09T06:30:00+00:00,2024-02-09T06:44:00+00:00,14,Air Transat,TS844
landed,YUL,A68,FRA,2024-02-09T18:05:00+00:00,2024-02-09T18:14:00+00:00,9,Air Canada,AC844
scheduled,YUL,,GRB,2024-02-09T12:30:00+00:00,,14,Airsprint,
landed,YUL,A68,GRU,2024-02-09T21:25:00+00:00,2024-02-09T21:44:00+00:00,20,Air Canada,AC96
landed,YUL,A59,GVA,2024-02-09T20:25:00+00:00,2024-02-09T20:37:00+00:00,12,Air Canada,AC884
landed,YUL,A65,HAV,2024-02-09T18:30:00+00:00,2024-02-09T19:48:00+00:00,79,Air Transat,TS554
landed,YUL,A58,HOG,2024-02-09T07:10:00+00:00,2024-02-09T07:32:00+00:00,23,Air Transat,TS356
active,YUL,A59,HOG,2024-02-09T07:30:00+00:00,,92,Sunwing,WG6544
active,YUL,,HSH,2024-02-09T11:34:00+00:00,,6,empty,
active,YUL,,HSH,2024-02-09T11:34:00+00:00,2024-02-09T11:50:00+00:00,16,NetJets Aviation,1I255
landed,YUL,C77,IAD,2024-02-09T13:05:00+00:00,2024-02-09T13:13:00+00:00,9,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-09T18:30:00+00:00,2024-02-09T18:47:00+00:00,18,United Airlines,UA3458
landed,YUL,C80,IAD,2024-02-09T09:15:00+00:00,2024-02-09T09:33:00+00:00,19,United Airlines,UA3590
landed,YUL,C82,IAH,2024-02-09T09:50:00+00:00,2024-02-09T10:03:00+00:00,14,Air Canada,AC581
landed,YUL,A61,IST,2024-02-09T20:30:00+00:00,2024-02-09T20:52:00+00:00,23,Turkish Airlines,TK36
active,YUL,C74,JFK,2024-02-09T18:55:00+00:00,,27,Air Canada,AC8898
landed,YUL,,JFK,2024-02-09T18:55:00+00:00,2024-02-09T19:21:00+00:00,27,Air Canada,AC898
landed,YUL,C84,JFK,2024-02-09T12:20:00+00:00,2024-02-09T12:31:00+00:00,11,Delta Air Lines,DL5088
landed,YUL,C88,JFK,2024-02-09T17:55:00+00:00,2024-02-09T18:12:00+00:00,18,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-09T18:55:00+00:00,,21,Jazz,QK898
landed,YUL,C83,LAS,2024-02-09T08:00:00+00:00,2024-02-09T08:59:00+00:00,59,Air Canada Rouge,RV1707
landed,YUL,C82,LAS,2024-02-09T19:35:00+00:00,2024-02-09T19:41:00+00:00,6,Air Canada Rouge,RV1709
landed,YUL,C85,LAS,2024-02-09T09:15:00+00:00,2024-02-09T09:27:00+00:00,12,Lynx Air,Y9612
landed,YUL,C56,LAX,2024-02-09T17:35:00+00:00,2024-02-09T18:09:00+00:00,34,Air Canada,AC781
landed,YUL,C85,LGA,2024-02-09T07:19:00+00:00,2024-02-09T07:31:00+00:00,12,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-09T10:45:00+00:00,2024-02-09T10:56:00+00:00,11,American Airlines,AA4550
landed,YUL,C81,LGA,2024-02-09T17:33:00+00:00,2024-02-09T17:52:00+00:00,19,American Airlines,AA4772
landed,YUL,,LGA,2024-02-09T18:40:00+00:00,2024-02-09T19:23:00+00:00,43,Air Canada,AC644
landed,YUL,,LGA,2024-02-09T20:00:00+00:00,2024-02-09T20:14:00+00:00,14,Air Canada,AC646
landed,YUL,C82,LGA,2024-02-09T08:00:00+00:00,2024-02-09T08:24:00+00:00,24,Air Canada,AC8634
landed,YUL,C74,LGA,2024-02-09T13:15:00+00:00,2024-02-09T13:34:00+00:00,20,Air Canada,AC8638
