Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C74,LGA,2024-03-07T15:20:00+00:00,2024-03-07T15:36:00+00:00,17.0,Air Canada,AC8640
landed,YUL,C74,LGA,2024-03-07T17:30:00+00:00,2024-03-07T17:43:00+00:00,14.0,Air Canada,AC8642
active,YUL,C87,LGA,2024-03-07T18:40:00+00:00,,30.0,Air Canada,AC8644
scheduled,YUL,C83,LGA,2024-03-07T20:00:00+00:00,,15.0,Air Canada,AC8646
landed,YUL,C86,LGA,2024-03-07T10:15:00+00:00,2024-03-07T10:19:00+00:00,4.0,Delta Air Lines,DL4932
landed,YUL,C84,LGA,2024-03-07T18:30:00+00:00,2024-03-07T19:11:00+00:00,42.0,Delta Air Lines,DL5014
landed,YUL,C86,LGA,2024-03-07T06:30:00+00:00,2024-03-07T06:37:00+00:00,7.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-03-07T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-03-07T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,A61,LGW,2024-03-07T21:05:00+00:00,2024-03-07T21:22:00+00:00,17.0,Air Transat,TS728
landed,YUL,A61,LHR,2024-03-07T19:20:00+00:00,2024-03-07T19:49:00+00:00,30.0,Air Canada,AC864
landed,YUL,A64,LHR,2024-03-07T20:55:00+00:00,2024-03-07T21:19:00+00:00,25.0,British Airways,BA94
landed,YUL,A59,LIR,2024-03-07T08:50:00+00:00,2024-03-07T09:09:00+00:00,19.0,Air Canada,AC1331
landed,YUL,A67,LIR,2024-03-07T11:00:00+00:00,2024-03-07T11:32:00+00:00,33.0,Air Transat,TS600
landed,YUL,A60,LIS,2024-03-07T20:05:00+00:00,2024-03-07T20:45:00+00:00,40.0,Air Canada,AC812
cancelled,YUL,,MCO,2024-03-07T08:10:00+00:00,,10.0,empty,
landed,YUL,C56,MCO,2024-03-07T19:30:00+00:00,2024-03-07T19:47:00+00:00,17.0,Air Canada,AC1100
active,YUL,C88,MCO,2024-03-07T08:10:00+00:00,,,Delta Air Lines,DL661
landed,YUL,C75,MCO,2024-03-07T09:20:00+00:00,2024-03-07T09:20:00+00:00,10.0,Air Canada Rouge,RV1634
landed,YUL,C77,MCO,2024-03-07T13:30:00+00:00,2024-03-07T13:35:00+00:00,6.0,Air Canada Rouge,RV1636
landed,YUL,C56,MCO,2024-03-07T06:45:00+00:00,2024-03-07T07:04:00+00:00,19.0,Air Transat,TS820
landed,YUL,A59,MEX,2024-03-07T18:55:00+00:00,2024-03-07T19:27:00+00:00,32.0,Air Canada,AC995
scheduled,YUL,A59,MEX,2024-03-07T23:10:00+00:00,2024-03-08T02:09:00+00:00,180.0,Aeromexico,AM637
landed,YUL,A58,MEX,2024-03-07T09:03:00+00:00,2024-03-07T09:18:00+00:00,15.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-03-07T07:00:00+00:00,2024-03-07T07:16:00+00:00,17.0,American Airlines,AA1516
landed,YUL,C76,MIA,2024-03-07T08:30:00+00:00,2024-03-07T08:48:00+00:00,18.0,Air Canada,AC1206
scheduled,YUL,C85,MIA,2024-03-07T18:45:00+00:00,2024-03-07T21:01:00+00:00,136.0,Air Canada,AC1208
landed,YUL,A65,MRS,2024-03-07T20:05:00+00:00,2024-03-07T20:10:00+00:00,6.0,Air Transat,TS434
landed,YUL,C73,MSP,2024-03-07T17:45:00+00:00,2024-03-07T17:53:00+00:00,9.0,Air Canada,AC8851
landed,YUL,C87,MSP,2024-03-07T07:00:00+00:00,2024-03-07T07:09:00+00:00,9.0,Delta Air Lines,DL4807
landed,YUL,C84,MSY,2024-03-07T08:00:00+00:00,2024-03-07T08:37:00+00:00,37.0,Air Canada Rouge,RV1713
cancelled,YUL,,MUC,2024-03-07T20:15:00+00:00,,,Lufthansa,LH475
landed,YUL,A50,MXP,2024-03-07T20:30:00+00:00,2024-03-07T22:06:00+00:00,96.0,Air Canada,AC894
landed,YUL,A64,NAS,2024-03-07T09:05:00+00:00,2024-03-07T09:29:00+00:00,24.0,Air Canada,AC938
landed,YUL,C81,ORD,2024-03-07T08:30:00+00:00,2024-03-07T08:50:00+00:00,21.0,Air Canada,AC8959
landed,YUL,C74,ORD,2024-03-07T13:05:00+00:00,2024-03-07T13:15:00+00:00,10.0,Air Canada,AC8961
active,YUL,C73,ORD,2024-03-07T19:45:00+00:00,,21.0,Air Canada,AC8967
landed,YUL,,ORD,2024-03-07T19:45:00+00:00,2024-03-07T19:51:00+00:00,7.0,Air Canada,AC967
active,YUL,,ORD,2024-03-07T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-03-07T06:05:00+00:00,2024-03-07T06:21:00+00:00,16.0,United Airlines,UA3597
landed,YUL,C80,ORD,2024-03-07T16:45:00+00:00,2024-03-07T16:57:00+00:00,13.0,United Airlines,UA3629
landed,YUL,C89,PHL,2024-03-07T07:30:00+00:00,2024-03-07T07:41:00+00:00,12.0,American Airlines,AA5779
landed,YUL,C81,PHL,2024-03-07T12:54:00+00:00,2024-03-07T12:59:00+00:00,6.0,American Airlines,AA5783
landed,YUL,C79,PHL,2024-03-07T16:00:00+00:00,2024-03-07T16:10:00+00:00,10.0,American Airlines,AA5796
landed,YUL,C80,PHL,2024-03-07T13:20:00+00:00,2024-03-07T13:44:00+00:00,25.0,Air Canada,AC8859
