Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A56,LIR,2024-02-13T08:50:00+00:00,2024-02-13T09:26:00+00:00,36.0,Air Canada,AC1331
landed,YUL,A66,LIR,2024-02-13T11:00:00+00:00,2024-02-13T11:18:00+00:00,18.0,Air Transat,TS600
landed,YUL,A57,LIS,2024-02-13T21:30:00+00:00,2024-02-13T21:52:00+00:00,22.0,Air Canada,AC812
landed,YUL,A51,MBJ,2024-02-13T08:15:00+00:00,2024-02-13T08:38:00+00:00,24.0,Air Canada,AC922
landed,YUL,C81,MCO,2024-02-13T09:20:00+00:00,2024-02-13T09:39:00+00:00,19.0,Air Canada Rouge,RV1634
landed,YUL,C76,MCO,2024-02-13T13:30:00+00:00,2024-02-13T13:42:00+00:00,12.0,Air Canada Rouge,RV1636
landed,YUL,C77,MCO,2024-02-13T18:40:00+00:00,2024-02-13T18:49:00+00:00,9.0,Air Canada Rouge,RV1638
landed,YUL,,MCO,2024-02-13T10:30:00+00:00,2024-02-13T10:39:00+00:00,9.0,Air Canada Rouge,RV1998
landed,YUL,C56,MCO,2024-02-13T06:45:00+00:00,2024-02-13T07:21:00+00:00,37.0,Air Transat,TS2820
landed,YUL,C80,MCO,2024-02-13T08:10:00+00:00,2024-02-13T08:35:00+00:00,25.0,Lynx Air,Y9661
landed,YUL,A52,MEX,2024-02-13T18:55:00+00:00,2024-02-13T19:07:00+00:00,12.0,Air Canada,AC995
landed,YUL,A66,MEX,2024-02-13T23:10:00+00:00,2024-02-13T23:54:00+00:00,44.0,Aeromexico,AM637
landed,YUL,A68,MEX,2024-02-13T09:03:00+00:00,2024-02-13T09:24:00+00:00,22.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-13T07:00:00+00:00,2024-02-13T08:10:00+00:00,70.0,American Airlines,AA1516
landed,YUL,C86,MIA,2024-02-13T08:30:00+00:00,2024-02-13T09:22:00+00:00,53.0,Air Canada,AC1206
