Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
active,YUL,A64,ALG,2024-02-06T15:10:00+00:00,2024-02-06T15:08:00+00:00,10.0,Air Algerie,AH2701
landed,YUL,C75,ATL,2024-02-06T18:25:00+00:00,2024-02-06T18:36:00+00:00,12.0,Air Canada,AC8569
landed,YUL,C84,ATL,2024-02-06T07:00:00+00:00,2024-02-06T07:32:00+00:00,32.0,Delta Air Lines,DL1345
landed,YUL,C84,ATL,2024-02-06T15:16:00+00:00,2024-02-06T15:24:00+00:00,9.0,Delta Air Lines,DL697
scheduled,YUL,,AVP,2024-02-06T12:50:00+00:00,,,Starlink Aviation,Q4557
active,YUL,A65,AZS,2024-02-06T07:15:00+00:00,2024-02-06T07:35:00+00:00,21.0,Air Transat,TS972
landed,YUL,A61,BOG,2024-02-06T21:45:00+00:00,2024-02-06T22:04:00+00:00,19.0,Air Canada,AC98
landed,YUL,C73,BOS,2024-02-06T08:15:00+00:00,2024-02-06T08:33:00+00:00,18.0,Air Canada,AC8604
landed,YUL,C83,BOS,2024-02-06T13:10:00+00:00,2024-02-06T13:33:00+00:00,24.0,Air Canada,AC8606
landed,YUL,C73,BOS,2024-02-06T16:45:00+00:00,2024-02-06T16:53:00+00:00,9.0,Air Canada,AC8608
landed,YUL,A52,BRU,2024-02-06T18:50:00+00:00,2024-02-06T19:40:00+00:00,50.0,Air Canada,AC832
scheduled,YUL,A66,CCC,2024-02-06T16:20:00+00:00,2024-02-06T17:29:00+00:00,70.0,Air Transat,TS856
active,YUL,A57,CCC,2024-02-06T06:00:00+00:00,2024-02-06T06:43:00+00:00,43.0,Sunwing,WG6204
landed,YUL,A63,CDG,2024-02-06T21:25:00+00:00,2024-02-06T21:48:00+00:00,24.0,Air Canada,AC870
scheduled,YUL,A55,CDG,2024-02-06T17:00:00+00:00,2024-02-06T18:57:00+00:00,117.0,Air France,AF345
landed,YUL,A63,CDG,2024-02-06T19:05:00+00:00,2024-02-06T19:52:00+00:00,47.0,Air France,AF347
landed,YUL,C81,CLT,2024-02-06T14:15:00+00:00,2024-02-06T14:29:00+00:00,14.0,American Airlines,AA5029
landed,YUL,C83,CLT,2024-02-06T07:16:00+00:00,2024-02-06T07:21:00+00:00,5.0,American Airlines,AA5037
landed,YUL,A57,CMN,2024-02-06T18:45:00+00:00,2024-02-06T19:08:00+00:00,23.0,Air Canada,AC72
landed,YUL,A64,CMN,2024-02-06T20:35:00+00:00,2024-02-06T20:57:00+00:00,22.0,Royal Air Maroc,AT209
landed,YUL,A64,CUN,2024-02-06T08:10:00+00:00,2024-02-06T08:21:00+00:00,11.0,Air Canada,AC926
scheduled,YUL,A65,CUN,2024-02-06T13:30:00+00:00,2024-02-06T16:19:00+00:00,170.0,Flair Airlines,F82100
landed,YUL,A67,CUN,2024-02-06T17:15:00+00:00,2024-02-06T17:14:00+00:00,10.0,Air Canada Rouge,RV1884
landed,YUL,A66,CUN,2024-02-06T07:20:00+00:00,2024-02-06T08:00:00+00:00,40.0,Air Transat,TS538
landed,YUL,A68,CUN,2024-02-06T14:25:00+00:00,2024-02-06T14:40:00+00:00,15.0,Air Transat,TS938
landed,YUL,A58,CUN,2024-02-06T09:30:00+00:00,2024-02-06T09:58:00+00:00,29.0,Sunwing,WG5219
landed,YUL,A57,CUN,2024-02-06T08:00:00+00:00,2024-02-06T08:10:00+00:00,10.0,Sunwing,WG5237
landed,YUL,C79,DCA,2024-02-06T08:30:00+00:00,2024-02-06T08:46:00+00:00,16.0,Air Canada,AC8821
landed,YUL,C79,DCA,2024-02-06T13:45:00+00:00,2024-02-06T13:54:00+00:00,9.0,Air Canada,AC8823
landed,YUL,C73,DCA,2024-02-06T19:50:00+00:00,2024-02-06T20:07:00+00:00,18.0,Air Canada,AC8825
