Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A60,ALG,2024-03-05T15:10:00+00:00,2024-03-05T15:30:00+00:00,20.0,Air Algerie,AH2701
active,YUL,C84,ATL,2024-03-05T07:00:00+00:00,2024-03-05T07:14:00+00:00,14.0,Delta Air Lines,DL1345
landed,YUL,C84,ATL,2024-03-05T18:40:00+00:00,2024-03-05T18:58:00+00:00,19.0,Delta Air Lines,DL639
landed,YUL,C84,ATL,2024-03-05T13:44:00+00:00,2024-03-05T14:25:00+00:00,42.0,Delta Air Lines,DL697
active,YUL,A68,AZS,2024-03-05T07:15:00+00:00,2024-03-05T07:31:00+00:00,16.0,Air Transat,TS972
landed,YUL,A51,BOG,2024-03-05T21:45:00+00:00,2024-03-05T21:58:00+00:00,13.0,Air Canada,AC98
scheduled,YUL,,BOS,2024-03-05T08:15:00+00:00,,21.0,empty,
cancelled,YUL,C76,BOS,2024-03-05T08:15:00+00:00,,,Air Canada,AC748
landed,YUL,C77,BOS,2024-03-05T16:45:00+00:00,2024-03-05T16:55:00+00:00,11.0,Air Canada,AC752
landed,YUL,,BOS,2024-03-05T08:15:00+00:00,2024-03-05T08:34:00+00:00,19.0,Air Canada,AC7684
landed,YUL,C83,BOS,2024-03-05T13:10:00+00:00,2024-03-05T13:42:00+00:00,33.0,Air Canada,AC8606
landed,YUL,A61,BRU,2024-03-05T18:50:00+00:00,2024-03-05T19:25:00+00:00,35.0,Air Canada,AC832
landed,YUL,A67,CCC,2024-03-05T16:20:00+00:00,2024-03-05T16:50:00+00:00,30.0,Air Transat,TS856
active,YUL,A57,CCC,2024-03-05T06:00:00+00:00,2024-03-05T06:25:00+00:00,25.0,Sunwing,WG6204
landed,YUL,A52,CDG,2024-03-05T21:25:00+00:00,2024-03-05T22:16:00+00:00,51.0,Air Canada,AC870
landed,YUL,A65,CDG,2024-03-05T18:10:00+00:00,2024-03-05T18:32:00+00:00,22.0,Air Canada,AC874
landed,YUL,A57,CDG,2024-03-05T17:00:00+00:00,2024-03-05T17:15:00+00:00,15.0,Air France,AF345
landed,YUL,55,CDG,2024-03-05T19:05:00+00:00,2024-03-05T19:20:00+00:00,16.0,Air France,AF347
landed,YUL,A68,CDG,2024-03-05T20:20:00+00:00,2024-03-05T20:36:00+00:00,16.0,Air Transat,TS110
diverted,YUL,,CLE,2024-03-05T14:00:00+00:00,2024-03-05T13:53:00+00:00,,Northern Jet Management,
landed,YUL,C81,CLT,2024-03-05T14:20:00+00:00,2024-03-05T14:46:00+00:00,26.0,American Airlines,AA5029
active,YUL,C85,CLT,2024-03-05T07:15:00+00:00,2024-03-05T07:33:00+00:00,18.0,American Airlines,AA5037
landed,YUL,A66,CMN,2024-03-05T18:45:00+00:00,2024-03-05T19:47:00+00:00,63.0,Air Canada,AC72
landed,YUL,A65,CMN,2024-03-05T20:35:00+00:00,2024-03-05T21:03:00+00:00,29.0,Royal Air Maroc,AT209
scheduled,YUL,,CUN,2024-03-05T08:10:00+00:00,2024-03-05T09:06:00+00:00,57.0,Air Canada,AC2026
cancelled,YUL,A52,CUN,2024-03-05T08:10:00+00:00,,10.0,Air Canada,AC926
landed,YUL,A52,CUN,2024-03-05T13:30:00+00:00,2024-03-05T13:29:00+00:00,,Flair Airlines,F82100
landed,YUL,A68,CUN,2024-03-05T17:15:00+00:00,2024-03-05T17:28:00+00:00,13.0,Air Canada Rouge,RV1884
landed,YUL,A67,CUN,2024-03-05T07:20:00+00:00,2024-03-05T07:43:00+00:00,23.0,Air Transat,TS538
landed,YUL,A65,CUN,2024-03-05T14:25:00+00:00,2024-03-05T14:36:00+00:00,12.0,Air Transat,TS938
landed,YUL,A59,CUN,2024-03-05T09:30:00+00:00,2024-03-05T09:43:00+00:00,14.0,Sunwing,WG5219
landed,YUL,A59,CUN,2024-03-05T08:00:00+00:00,2024-03-05T08:20:00+00:00,21.0,Sunwing,WG5237
landed,YUL,,DCA,2024-03-05T19:50:00+00:00,2024-03-05T19:59:00+00:00,9.0,Air Canada,AC825
landed,YUL,C85,DCA,2024-03-05T08:30:00+00:00,2024-03-05T08:41:00+00:00,12.0,Air Canada,AC8821
landed,YUL,C88,DCA,2024-03-05T13:45:00+00:00,2024-03-05T13:52:00+00:00,8.0,Air Canada,AC8823
scheduled,YUL,C73,DCA,2024-03-05T19:50:00+00:00,,21.0,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-05T19:50:00+00:00,,21.0,Jazz,QK825
landed,YUL,A58,DEL,2024-03-05T20:30:00+00:00,2024-03-05T20:50:00+00:00,21.0,Air Canada,AC50
landed,YUL,C79,DEN,2024-03-05T08:05:00+00:00,2024-03-05T08:25:00+00:00,21.0,Air Canada,AC1073
landed,YUL,C77,DFW,2024-03-05T18:40:00+00:00,2024-03-05T18:49:00+00:00,9.0,Air Canada,AC1071
scheduled,YUL,,DOH,2024-03-05T16:00:00+00:00,,,Qatar Airways,QR
landed,YUL,A63,DOH,2024-03-05T20:50:00+00:00,2024-03-05T21:07:00+00:00,17.0,Qatar Airways,QR764
landed,YUL,C86,DTW,2024-03-05T06:00:00+00:00,2024-03-05T06:19:00+00:00,20.0,Delta Air Lines,DL4869
landed,YUL,C87,DTW,2024-03-05T13:05:00+00:00,2024-03-05T13:17:00+00:00,13.0,Delta Air Lines,DL4870
landed,YUL,C86,DTW,2024-03-05T17:50:00+00:00,2024-03-05T18:08:00+00:00,18.0,Delta Air Lines,DL5367
