Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,,JFK,2024-03-29T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C83,LAS,2024-03-29T09:15:00+00:00,2024-03-29T09:54:00+00:00,39.0,Air Canada,AC1273
landed,YUL,C77,LAS,2024-03-29T19:45:00+00:00,2024-03-29T20:06:00+00:00,21.0,Air Canada,AC1276
active,YUL,,LAS,2024-03-29T09:15:00+00:00,,,Delta Air Lines,DL612
landed,YUL,C76,LAS,2024-03-29T08:00:00+00:00,2024-03-29T08:23:00+00:00,24.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-29T17:35:00+00:00,2024-03-29T18:19:00+00:00,45.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-03-29T20:01:00+00:00,,35.0,empty,
landed,YUL,C83,LGA,2024-03-29T07:20:00+00:00,2024-03-29T07:52:00+00:00,32.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-03-29T10:58:00+00:00,2024-03-29T11:05:00+00:00,8.0,American Airlines,AA4550
landed,YUL,C81,LGA,2024-03-29T17:44:00+00:00,2024-03-29T18:33:00+00:00,50.0,American Airlines,AA4772
scheduled,YUL,,LGA,2024-03-29T17:30:00+00:00,2024-03-29T18:40:00+00:00,70.0,Air Canada,AC642
scheduled,YUL,,LGA,2024-03-29T18:40:00+00:00,2024-03-29T19:37:00+00:00,46.0,Air Canada,AC644
landed,YUL,,LGA,2024-03-29T20:01:00+00:00,2024-03-29T20:40:00+00:00,40.0,Air Canada,AC646
landed,YUL,C82,LGA,2024-03-29T08:00:00+00:00,2024-03-29T08:33:00+00:00,34.0,Air Canada,AC8634
landed,YUL,C79,LGA,2024-03-29T13:15:00+00:00,2024-03-29T13:39:00+00:00,24.0,Air Canada,AC8638
landed,YUL,C76,LGA,2024-03-29T15:20:00+00:00,2024-03-29T15:40:00+00:00,20.0,Air Canada,AC8640
scheduled,YUL,C87,LGA,2024-03-29T17:30:00+00:00,,21.0,Air Canada,AC8642
scheduled,YUL,C85,LGA,2024-03-29T18:40:00+00:00,,57.0,Air Canada,AC8644
active,YUL,C74,LGA,2024-03-29T20:00:00+00:00,,41.0,Air Canada,AC8646
landed,YUL,C87,LGA,2024-03-29T06:15:00+00:00,2024-03-29T06:41:00+00:00,26.0,Delta Air Lines,DL5426
landed,YUL,C84,LGA,2024-03-29T16:24:00+00:00,2024-03-29T16:44:00+00:00,20.0,Delta Air Lines,DL5431
landed,YUL,C86,LGA,2024-03-29T10:00:00+00:00,2024-03-29T10:20:00+00:00,20.0,Delta Air Lines,DL5434
scheduled,YUL,,LGA,2024-03-29T17:30:00+00:00,,21.0,Jazz,QK642
scheduled,YUL,,LGA,2024-03-29T18:40:00+00:00,,46.0,Jazz,QK644
scheduled,YUL,,LGA,2024-03-29T20:01:00+00:00,,20.0,Jazz,QK646
landed,YUL,A68,LHR,2024-03-29T20:20:00+00:00,2024-03-29T20:44:00+00:00,24.0,Air Canada,AC864
landed,YUL,A59,LHR,2024-03-29T21:45:00+00:00,2024-03-29T22:01:00+00:00,16.0,British Airways,BA94
landed,YUL,A56,LIM,2024-03-29T23:15:00+00:00,2024-03-29T23:24:00+00:00,9.0,Air Transat,TS150
landed,YUL,A68,LIS,2024-03-29T22:45:00+00:00,2024-03-29T23:01:00+00:00,17.0,TAP Air Portugal,TP254
landed,YUL,A65,LRM,2024-03-29T07:10:00+00:00,2024-03-29T07:38:00+00:00,28.0,Air Transat,TS202
