Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A57,AMM,2024-02-12T21:50:00+00:00,2024-02-12T21:31:00+00:00,10.0,Royal Jordanian,RJ272
landed,YUL,A57,AMS,2024-02-12T19:05:00+00:00,2024-02-12T19:30:00+00:00,25.0,KLM,KL672
scheduled,YUL,,ATL,2024-02-12T13:00:00+00:00,,6.0,empty,
landed,YUL,C83,ATL,2024-02-12T18:25:00+00:00,2024-02-12T18:49:00+00:00,24.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-02-12T07:00:00+00:00,2024-02-12T07:14:00+00:00,14.0,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-02-12T15:16:00+00:00,2024-02-12T15:36:00+00:00,20.0,Delta Air Lines,DL697
active,YUL,,BCT,2024-02-12T10:15:00+00:00,,,empty,
active,YUL,,BCT,2024-02-12T10:15:00+00:00,2024-02-12T10:30:00+00:00,16.0,Flightpath Charter Airways,
landed,YUL,A57,BGI,2024-02-12T09:40:00+00:00,2024-02-12T09:51:00+00:00,12.0,Air Canada,AC962
landed,YUL,,BOS,2024-02-12T16:00:00+00:00,2024-02-12T15:51:00+00:00,,Airsprint,
landed,YUL,C74,BOS,2024-02-12T08:15:00+00:00,2024-02-12T08:35:00+00:00,21.0,Air Canada,AC8604
landed,YUL,C76,BOS,2024-02-12T13:10:00+00:00,2024-02-12T13:26:00+00:00,16.0,Air Canada,AC8606
landed,YUL,C82,BOS,2024-02-12T16:45:00+00:00,2024-02-12T16:59:00+00:00,15.0,Air Canada,AC8608
cancelled,YUL,,BOS,2024-02-12T17:10:00+00:00,,15.0,Delta Air Lines,DL8839
landed,YUL,A65,BRU,2024-02-12T18:50:00+00:00,2024-02-12T19:23:00+00:00,33.0,Air Canada,AC832
active,YUL,,BTV,2024-02-12T10:30:00+00:00,,6.0,empty,
scheduled,YUL,,BTV,2024-02-12T10:30:00+00:00,,6.0,NetJets Aviation,1I
active,YUL,,BTV,2024-02-12T10:30:00+00:00,2024-02-12T10:01:00+00:00,,NetJets Aviation,1I844
