Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,,LGA,2024-01-26T20:00:00+00:00,2024-01-26T20:16:00+00:00,17.0,Air Canada,AC646
cancelled,YUL,C82,LGA,2024-01-26T08:00:00+00:00,,10.0,Air Canada,AC8634
landed,YUL,C80,LGA,2024-01-26T13:15:00+00:00,2024-01-26T14:08:00+00:00,54.0,Air Canada,AC8638
landed,YUL,C75,LGA,2024-01-26T15:20:00+00:00,2024-01-26T15:55:00+00:00,35.0,Air Canada,AC8640
landed,YUL,C83,LGA,2024-01-26T17:30:00+00:00,2024-01-26T17:51:00+00:00,21.0,Air Canada,AC8642
scheduled,YUL,C74,LGA,2024-01-26T18:40:00+00:00,,21.0,Air Canada,AC8644
active,YUL,C81,LGA,2024-01-26T20:00:00+00:00,,16.0,Air Canada,AC8646
landed,YUL,C82,LGA,2024-01-26T10:15:00+00:00,2024-01-26T10:25:00+00:00,10.0,Delta Air Lines,DL4932
landed,YUL,C87,LGA,2024-01-26T18:40:00+00:00,2024-01-26T18:52:00+00:00,13.0,Delta Air Lines,DL5014
landed,YUL,C87,LGA,2024-01-26T06:30:00+00:00,2024-01-26T06:59:00+00:00,30.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-01-26T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-01-26T20:00:00+00:00,,21.0,Jazz,QK646
scheduled,YUL,A58,LHR,2024-01-26T19:00:00+00:00,2024-01-27T00:48:00+00:00,349.0,Air Canada,AC864
landed,YUL,A60,LHR,2024-01-26T20:45:00+00:00,2024-01-26T21:19:00+00:00,34.0,British Airways,BA94
landed,YUL,A68,LIM,2024-01-26T22:15:00+00:00,2024-01-26T22:37:00+00:00,23.0,Air Transat,TS150
landed,YUL,A57,LIS,2024-01-26T21:45:00+00:00,2024-01-26T22:22:00+00:00,37.0,TAP Air Portugal,TP254
landed,YUL,A67,LRM,2024-01-26T07:10:00+00:00,2024-01-26T07:15:00+00:00,5.0,Air Transat,TS202
