Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A58,ALG,2024-03-12T16:10:00+00:00,2024-03-12T16:37:00+00:00,27.0,Air Algerie,AH2701
landed,YUL,C84,ATL,2024-03-12T13:34:00+00:00,2024-03-12T13:32:00+00:00,10.0,Delta Air Lines,DL1317
landed,YUL,C84,ATL,2024-03-12T07:00:00+00:00,2024-03-12T07:27:00+00:00,27.0,Delta Air Lines,DL1526
landed,YUL,C86,ATL,2024-03-12T18:45:00+00:00,2024-03-12T18:51:00+00:00,7.0,Delta Air Lines,DL2176
active,YUL,A66,AZS,2024-03-12T07:15:00+00:00,2024-03-12T07:39:00+00:00,25.0,Air Transat,TS972
active,YUL,,BCT,2024-03-12T12:00:00+00:00,2024-03-12T12:22:00+00:00,22.0,Airsprint,
landed,YUL,,BNA,2024-03-12T14:05:00+00:00,2024-03-12T14:43:00+00:00,39.0,JetRight,
landed,YUL,A60,BOG,2024-03-12T22:45:00+00:00,2024-03-12T22:54:00+00:00,9.0,Air Canada,AC98
landed,YUL,C77,BOS,2024-03-12T08:15:00+00:00,2024-03-12T08:29:00+00:00,14.0,Air Canada,AC748
landed,YUL,C76,BOS,2024-03-12T16:45:00+00:00,2024-03-12T17:09:00+00:00,24.0,Air Canada,AC752
landed,YUL,C77,BOS,2024-03-12T13:10:00+00:00,2024-03-12T13:26:00+00:00,17.0,Air Canada,AC8606
landed,YUL,A61,BRU,2024-03-12T19:50:00+00:00,2024-03-12T20:18:00+00:00,28.0,Air Canada,AC832
active,YUL,A66,CCC,2024-03-12T16:20:00+00:00,2024-03-12T16:58:00+00:00,39.0,Air Transat,TS856
active,YUL,A57,CCC,2024-03-12T06:00:00+00:00,2024-03-12T06:06:00+00:00,6.0,Sunwing,WG6204
landed,YUL,A51,CDG,2024-03-12T22:25:00+00:00,2024-03-12T22:39:00+00:00,15.0,Air Canada,AC870
landed,YUL,A65,CDG,2024-03-12T19:10:00+00:00,2024-03-12T19:18:00+00:00,9.0,Air Canada,AC874
landed,YUL,57,CDG,2024-03-12T18:00:00+00:00,2024-03-12T18:09:00+00:00,10.0,Air France,AF345
landed,YUL,A55,CDG,2024-03-12T20:05:00+00:00,2024-03-12T20:12:00+00:00,8.0,Air France,AF347
landed,YUL,A58,CDG,2024-03-12T20:20:00+00:00,2024-03-12T20:39:00+00:00,19.0,Air Transat,TS110
landed,YUL,C81,CLT,2024-03-12T14:20:00+00:00,2024-03-12T14:36:00+00:00,16.0,American Airlines,AA5029
scheduled,YUL,C83,CLT,2024-03-12T07:15:00+00:00,,422.0,American Airlines,AA5037
landed,YUL,A68,CMN,2024-03-12T19:45:00+00:00,2024-03-12T20:08:00+00:00,24.0,Air Canada,AC72
landed,YUL,A66,CMN,2024-03-12T21:35:00+00:00,2024-03-12T21:27:00+00:00,,Royal Air Maroc,AT209
landed,YUL,A52,CUN,2024-03-12T08:10:00+00:00,2024-03-12T08:56:00+00:00,47.0,Air Canada,AC926
scheduled,YUL,A67,CUN,2024-03-12T13:00:00+00:00,2024-03-12T15:24:00+00:00,145.0,Flair Airlines,F82100
landed,YUL,A67,CUN,2024-03-12T17:15:00+00:00,2024-03-12T17:32:00+00:00,18.0,Air Canada Rouge,RV1884
landed,YUL,A67,CUN,2024-03-12T07:20:00+00:00,2024-03-12T07:49:00+00:00,29.0,Air Transat,TS538
landed,YUL,A52,CUN,2024-03-12T14:25:00+00:00,2024-03-12T14:32:00+00:00,8.0,Air Transat,TS938
landed,YUL,A59,CUN,2024-03-12T09:30:00+00:00,2024-03-12T10:09:00+00:00,39.0,Sunwing,WG5219
landed,YUL,A59,CUN,2024-03-12T07:00:00+00:00,2024-03-12T07:42:00+00:00,43.0,Sunwing,WG5237
active,YUL,,DCA,2024-03-12T13:45:00+00:00,,,empty,
scheduled,YUL,,DCA,2024-03-12T08:30:00+00:00,2024-03-12T08:47:00+00:00,21.0,Air Canada,AC821
scheduled,YUL,,DCA,2024-03-12T13:45:00+00:00,2024-03-12T13:51:00+00:00,21.0,Air Canada,AC823
scheduled,YUL,C81,DCA,2024-03-12T08:30:00+00:00,,21.0,Air Canada,AC8821
scheduled,YUL,C80,DCA,2024-03-12T13:45:00+00:00,,21.0,Air Canada,AC8823
landed,YUL,C76,DCA,2024-03-12T19:50:00+00:00,2024-03-12T20:42:00+00:00,53.0,Air Canada,AC8825
scheduled,YUL,,DCA,2024-03-12T08:30:00+00:00,,21.0,Jazz,QK821
scheduled,YUL,,DCA,2024-03-12T13:45:00+00:00,,21.0,Jazz,QK823
landed,YUL,A60,DEL,2024-03-12T20:45:00+00:00,2024-03-12T20:48:00+00:00,3.0,Air Canada,AC50
landed,YUL,C75,DEN,2024-03-12T08:05:00+00:00,2024-03-12T09:02:00+00:00,57.0,Air Canada,AC1073
landed,YUL,C83,DFW,2024-03-12T18:40:00+00:00,2024-03-12T18:45:00+00:00,5.0,Air Canada,AC1071
landed,YUL,A55,DOH,2024-03-12T21:50:00+00:00,2024-03-12T22:02:00+00:00,12.0,Qatar Airways,QR764
