Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A58,ALG,2024-04-01T16:10:00+00:00,2024-04-01T16:11:00+00:00,1,Air Algerie,AH2701
landed,YUL,A59,AMM,2024-04-01T13:55:00+00:00,2024-04-01T14:15:00+00:00,21,Royal Jordanian,RJ272
landed,YUL,A60,AMS,2024-04-01T18:45:00+00:00,2024-04-01T18:48:00+00:00,4,KLM,KL672
landed,YUL,C85,ATL,2024-04-01T18:30:00+00:00,2024-04-01T19:34:00+00:00,65,Air Canada,AC8569
landed,YUL,C84,ATL,2024-04-01T13:36:00+00:00,2024-04-01T13:49:00+00:00,14,Delta Air Lines,DL1317
landed,YUL,C84,ATL,2024-04-01T07:00:00+00:00,2024-04-01T07:08:00+00:00,9,Delta Air Lines,DL1526
landed,YUL,C84,ATL,2024-04-01T18:45:00+00:00,2024-04-01T19:02:00+00:00,18,Delta Air Lines,DL2176
landed,YUL,,BCN,2024-04-01T20:00:00+00:00,2024-04-01T20:23:00+00:00,23,empty,
landed,YUL,A67,BCN,2024-04-01T20:00:00+00:00,2024-04-01T20:10:00+00:00,11,Air Canada,AC822
landed,YUL,A61,BGI,2024-04-01T09:30:00+00:00,2024-04-01T09:35:00+00:00,6,Air Canada,AC962
landed,YUL,A61,BOG,2024-04-01T23:25:00+00:00,2024-04-02T00:09:00+00:00,45,SA AVIANCA,AV201
cancelled,YUL,,BOS,2024-04-01T21:54:00+00:00,,6,empty,
scheduled,YUL,,BOS,2024-04-01T21:54:00+00:00,,6,NetJets Aviation,1I
landed,YUL,C76,BOS,2024-04-01T16:45:00+00:00,2024-04-01T16:52:00+00:00,7,Air Canada,AC752
landed,YUL,C81,BOS,2024-04-01T08:15:00+00:00,2024-04-01T08:22:00+00:00,8,Air Canada,AC8604
landed,YUL,C82,BOS,2024-04-01T13:10:00+00:00,2024-04-01T13:30:00+00:00,21,Air Canada,AC8606
landed,YUL,C73,BOS,2024-04-01T18:45:00+00:00,2024-04-01T19:27:00+00:00,42,Air Canada,AC8608
landed,YUL,A67,BRU,2024-04-01T17:10:00+00:00,2024-04-01T17:25:00+00:00,15,Air Canada,AC832
active,YUL,A64,CCC,2024-04-01T16:20:00+00:00,2024-04-01T16:44:00+00:00,25,Air Transat,TS856
active,YUL,A66,CCC,2024-04-01T06:00:00+00:00,2024-04-01T06:29:00+00:00,29,Sunwing,WG6106
scheduled,YUL,A52,CDG,2024-04-01T20:25:00+00:00,2024-04-01T22:05:00+00:00,101,Air Canada,AC870
landed,YUL,A52,CDG,2024-04-01T18:05:00+00:00,2024-04-01T18:19:00+00:00,14,Air Canada,AC874
landed,YUL,55,CDG,2024-04-01T17:00:00+00:00,2024-04-01T17:27:00+00:00,28,Air France,AF345
landed,YUL,57,CDG,2024-04-01T18:55:00+00:00,2024-04-01T19:14:00+00:00,19,Air France,AF347
landed,YUL,A68,CDG,2024-04-01T20:20:00+00:00,2024-04-01T20:26:00+00:00,7,Air Transat,TS110
landed,YUL,C83,CLT,2024-04-01T14:20:00+00:00,2024-04-01T14:45:00+00:00,26,American Airlines,AA5029
landed,YUL,C85,CLT,2024-04-01T07:15:00+00:00,2024-04-01T07:30:00+00:00,16,American Airlines,AA5037
landed,YUL,A65,CMN,2024-04-01T21:50:00+00:00,2024-04-01T22:02:00+00:00,13,Royal Air Maroc,AT209
landed,YUL,A58,CUN,2024-04-01T13:00:00+00:00,2024-04-01T13:20:00+00:00,21,Bonza,AB2100
landed,YUL,A55,CUN,2024-04-01T08:15:00+00:00,2024-04-01T08:48:00+00:00,34,Air Canada,AC926
scheduled,YUL,A58,CUN,2024-04-01T13:00:00+00:00,,10,Flair Airlines,F82100
landed,YUL,A63,CUN,2024-04-01T17:15:00+00:00,2024-04-01T17:32:00+00:00,18,Air Canada Rouge,RV1884
landed,YUL,A64,CUN,2024-04-01T07:20:00+00:00,2024-04-01T07:33:00+00:00,14,Air Transat,TS2538
landed,YUL,A66,CUN,2024-04-01T14:25:00+00:00,2024-04-01T14:39:00+00:00,15,Air Transat,TS938
landed,YUL,A64,CUN,2024-04-01T09:30:00+00:00,2024-04-01T09:55:00+00:00,26,Sunwing,WG5163
landed,YUL,A56,CZM,2024-04-01T09:50:00+00:00,2024-04-01T10:27:00+00:00,38,Air Canada Rouge,RV1748
scheduled,YUL,,DCA,2024-04-01T13:45:00+00:00,,51,empty,
scheduled,YUL,,DCA,2024-04-01T13:45:00+00:00,2024-04-01T14:41:00+00:00,57,Air Canada,AC823
scheduled,YUL,C86,DCA,2024-04-01T08:30:00+00:00,2024-04-01T09:38:00+00:00,68,Air Canada,AC8821
scheduled,YUL,C79,DCA,2024-04-01T13:45:00+00:00,,57,Air Canada,AC8823
landed,YUL,C89,DCA,2024-04-01T19:50:00+00:00,2024-04-01T19:55:00+00:00,5,Air Canada,AC8825
scheduled,YUL,,DCA,2024-04-01T13:45:00+00:00,,21,Jazz,QK823
landed,YUL,A58,DEL,2024-04-01T21:50:00+00:00,2024-04-01T21:54:00+00:00,5,Air Canada,AC50
landed,YUL,C76,DEN,2024-04-01T08:10:00+00:00,2024-04-01T08:25:00+00:00,16,Air Canada,AC1073
landed,YUL,C81,DFW,2024-04-01T15:47:00+00:00,2024-04-01T15:56:00+00:00,10,American Airlines,AA1964
landed,YUL,C56,DFW,2024-04-01T19:00:00+00:00,2024-04-01T19:22:00+00:00,22,Air Canada,AC1071
