Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C87,DTW,2024-02-16T06:00:00+00:00,2024-02-16T06:48:00+00:00,48.0,Delta Air Lines,DL4869
landed,YUL,C86,DTW,2024-02-16T13:05:00+00:00,2024-02-16T13:32:00+00:00,28.0,Delta Air Lines,DL4870
landed,YUL,C86,DTW,2024-02-16T17:50:00+00:00,2024-02-16T18:22:00+00:00,32.0,Delta Air Lines,DL5367
scheduled,YUL,A63,DXB,2024-02-16T09:20:00+00:00,2024-02-16T10:36:00+00:00,77.0,Emirates,EK244
landed,YUL,C88,EWR,2024-02-16T08:15:00+00:00,2024-02-16T09:12:00+00:00,57.0,Air Canada,AC8938
landed,YUL,C76,EWR,2024-02-16T13:05:00+00:00,2024-02-16T13:45:00+00:00,40.0,Air Canada,AC8940
landed,YUL,C77,EWR,2024-02-16T15:05:00+00:00,2024-02-16T15:44:00+00:00,40.0,Air Canada,AC8942
scheduled,YUL,C75,EWR,2024-02-16T20:00:00+00:00,,21.0,Air Canada,AC8946
landed,YUL,,EWR,2024-02-16T20:00:00+00:00,2024-02-16T20:15:00+00:00,15.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-16T20:00:00+00:00,,21.0,Jazz,QK946
landed,YUL,C80,EWR,2024-02-16T07:00:00+00:00,2024-02-16T07:42:00+00:00,43.0,United Airlines,UA3456
landed,YUL,C82,EWR,2024-02-16T11:08:00+00:00,2024-02-16T11:49:00+00:00,42.0,United Airlines,UA3680
landed,YUL,A52,FCO,2024-02-16T20:55:00+00:00,2024-02-16T21:18:00+00:00,23.0,Air Canada,AC892
landed,YUL,A56,FDF,2024-02-16T09:00:00+00:00,2024-02-16T10:03:00+00:00,63.0,Air Canada,AC954
landed,YUL,C73,FLL,2024-02-16T08:55:00+00:00,2024-02-16T09:46:00+00:00,52.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-16T13:35:00+00:00,2024-02-16T14:36:00+00:00,62.0,Air Canada,AC1004
landed,YUL,C77,FLL,2024-02-16T07:40:00+00:00,,10.0,Air Canada,AC1600
scheduled,YUL,C82,FLL,2024-02-16T15:50:00+00:00,2024-02-16T17:42:00+00:00,113.0,Flair Airlines,F81100
landed,YUL,C77,FLL,2024-02-16T07:40:00+00:00,2024-02-16T08:49:00+00:00,70.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-16T16:20:00+00:00,2024-02-16T16:48:00+00:00,28.0,Air Canada Rouge,RV1606
landed,YUL,C74,FLL,2024-02-16T06:30:00+00:00,2024-02-16T07:48:00+00:00,78.0,Air Transat,TS2844
landed,YUL,A61,FRA,2024-02-16T18:05:00+00:00,2024-02-16T18:23:00+00:00,19.0,Air Canada,AC844
landed,YUL,A57,GRU,2024-02-16T21:25:00+00:00,2024-02-16T22:18:00+00:00,53.0,Air Canada,AC96
landed,YUL,A56,GVA,2024-02-16T20:25:00+00:00,2024-02-16T20:56:00+00:00,31.0,Air Canada,AC884
landed,YUL,A65,HAV,2024-02-16T18:30:00+00:00,2024-02-16T19:11:00+00:00,41.0,Air Transat,TS554
scheduled,YUL,A64,HOG,2024-02-16T07:10:00+00:00,2024-02-16T08:22:00+00:00,72.0,Air Transat,TS356
scheduled,YUL,A56,HOG,2024-02-16T07:30:00+00:00,2024-02-16T08:39:00+00:00,70.0,Sunwing,WG6544
landed,YUL,C74,IAD,2024-02-16T13:05:00+00:00,2024-02-16T13:40:00+00:00,35.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-16T09:15:00+00:00,2024-02-16T09:56:00+00:00,42.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-02-16T18:30:00+00:00,2024-02-16T18:49:00+00:00,20.0,United Airlines,UA3574
landed,YUL,C79,IAH,2024-02-16T09:50:00+00:00,2024-02-16T10:34:00+00:00,44.0,Air Canada,AC581
active,YUL,,IST,2024-02-16T23:35:00+00:00,,43.0,empty,
scheduled,YUL,A63,IST,2024-02-16T20:30:00+00:00,2024-02-17T00:22:00+00:00,232.0,Turkish Airlines,TK36
active,YUL,,JFK,2024-02-16T18:55:00+00:00,,,empty,
active,YUL,C86,JFK,2024-02-16T18:55:00+00:00,,36.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-16T18:55:00+00:00,2024-02-16T19:31:00+00:00,36.0,Air Canada,AC898
landed,YUL,C84,JFK,2024-02-16T12:20:00+00:00,2024-02-16T12:54:00+00:00,34.0,Delta Air Lines,DL5088
landed,YUL,C88,JFK,2024-02-16T17:55:00+00:00,2024-02-16T18:07:00+00:00,13.0,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-16T18:55:00+00:00,,21.0,Jazz,QK898
